date,equity,holding,branch,cash,shares
2016-04-19,164690.44861809918,TQQQ,bull_trend,7306.713030263869,74971
2016-04-20,165076.62674324223,TQQQ,bull_trend,7306.713030263869,74971
2016-04-21,165121.22356908032,TQQQ,bull_trend,7306.713030263869,74971
2016-04-22,157976.81206981846,TQQQ,bull_trend,7306.713030263869,74971
2016-04-25,157858.00040595242,TQQQ,bull_trend,7306.713030263869,74971
2016-04-26,155793.38186340043,TQQQ,bull_trend,7306.713030263869,74971
2016-04-27,152228.63870887467,TQQQ,bull_trend,7306.713030263869,74971
2016-04-28,147089.50248090932,TQQQ,bull_trend,7306.713030263869,74971
2016-04-29,144861.52907209107,TQQQ,bull_trend,7306.713030263869,74971
2016-05-02,148500.5496253223,TQQQ,bull_trend,7306.713030263869,74971
2016-05-03,144742.66378478715,TQQQ,bull_trend,7306.713030263869,74971
2016-05-04,142024.53640477368,TQQQ,bull_trend,7306.713030263869,74971
2016-05-05,141950.34837846467,TQQQ,bull_trend,7306.713030263869,74971
2016-05-06,143896.03013579556,TQQQ,bull_trend,7306.713030263869,74971
2016-05-09,145099.15239982316,TQQQ,bull_trend,7306.713030263869,74971
2016-05-10,150877.03314535329,TQQQ,bull_trend,7306.713030263869,74971
2016-05-11,146955.80137579152,TQQQ,bull_trend,7306.713030263869,74971
2016-05-12,144995.21230272957,TQQQ,bull_trend,7306.713030263869,74971
2016-05-13,143331.67026381203,TQQQ,bull_trend,7306.713030263869,74971
2016-05-16,148574.7734005899,TQQQ,bull_trend,7306.713030263869,74971
2016-05-17,143153.43489353367,TQQQ,bull_trend,7306.713030263869,74971
2016-05-18,144698.1116451473,TQQQ,bull_trend,7306.713030263869,74971
2016-05-19,142529.59769169995,TQQQ,bull_trend,7306.713030263869,74971
2016-05-20,147044.93246679017,TQQQ,bull_trend,7306.713030263869,74971
2016-05-23,146361.70730750271,TQQQ,bull_trend,7306.713030263869,74971
2016-05-24,154872.56018809983,TQQQ,bull_trend,7306.713030263869,74971
2016-05-25,158051.13415472218,TQQQ,bull_trend,7306.713030263869,74971
2016-05-26,159313.59075276562,TQQQ,bull_trend,7306.713030263869,74971
2016-05-27,161601.00574247548,TQQQ,bull_trend,7306.713030263869,74971
2016-05-31,162521.88104121396,TQQQ,bull_trend,7306.713030263869,74971
2016-06-01,162581.29581038663,TQQQ,bull_trend,7306.713030263869,74971
2016-06-02,163457.5921577663,TQQQ,bull_trend,7306.713030263869,74971
2016-06-03,161318.767714426,TQQQ,bull_trend,7306.713030263869,74971
2016-06-06,162967.47393552968,TQQQ,bull_trend,7306.713030263869,74971
2016-06-07,161868.3543292732,TQQQ,bull_trend,7306.713030263869,74971
2016-06-08,162551.570551321,TQQQ,bull_trend,7306.713030263869,74971
2016-06-09,161868.3543292732,TQQQ,bull_trend,7306.713030263869,74971
2016-06-10,156669.70502249905,TQQQ,bull_trend,7306.713030263869,74971
2016-06-13,152837.64903013417,TQQQ,bull_trend,7306.713030263869,74971
2016-06-14,152911.94430331895,TQQQ,bull_trend,7306.713030263869,74971
2016-06-15,151604.81938152024,TQQQ,bull_trend,7306.713030263869,74971
2016-06-16,152644.60465376088,TQQQ,bull_trend,7306.713030263869,74971
2016-06-17,147668.7517941446,TQQQ,bull_trend,7306.713030263869,74971
2016-06-20,150193.81692330548,TQQQ,bull_trend,7306.713030263869,74971
2016-06-21,151619.7266972513,TQQQ,bull_trend,7306.713030263869,74971
2016-06-22,150683.96195726105,TQQQ,bull_trend,7306.713030263869,74971
2016-06-23,156729.18235234925,TQQQ,bull_trend,7306.713030263869,74971
2016-06-24,138430.13948909947,TQQQ,bull_trend,7306.713030263869,74971
2016-06-27,130795.5740186424,TQQQ,bull_trend,7306.713030263869,74971
2016-06-28,137335.34746856536,TECL,bear_tqqq_oversold,6725.21388978805,42695
2016-06-29,143764.36622782474,TQQQ,bull_trend,7013.847104747343,74268
2016-06-30,148737.6685344768,TQQQ,bull_trend,7013.847104747343,74268
2016-07-01,150679.90865774875,TQQQ,bull_trend,7013.847104747343,74268
2016-07-05,148134.37773152118,TQQQ,bull_trend,7013.847104747343,74268
2016-07-06,151459.6661374164,TQQQ,bull_trend,7013.847104747343,74268
2016-07-07,152828.08854456668,TQQQ,bull_trend,7013.847104747343,74268
2016-07-08,159567.0757634235,TQQQ,bull_trend,7013.847104747343,74268
2016-07-11,162171.38464804416,TQQQ,bull_trend,7013.847104747343,74268
2016-07-12,164613.8527314258,TQQQ,bull_trend,7013.847104747343,74268
2016-07-13,163510.32511492496,TQQQ,bull_trend,7013.847104747343,74268
2016-07-14,166688.5136897159,TQQQ,bull_trend,7013.847104747343,74268
2016-07-15,165791.04093142276,TQQQ,bull_trend,7013.847104747343,74268
2016-07-18,168954.4973895145,TQQQ,bull_trend,7013.847104747343,74268
2016-07-19,167277.14320345645,TQQQ,bull_trend,7013.847104747343,74268
2016-07-20,172765.37017317538,TQQQ,bull_trend,7013.847104747343,74268
2016-07-21,171779.52242155795,TQQQ,bull_trend,7013.847104747343,74268
2016-07-22,173692.324871738,TQQQ,bull_trend,7013.847104747343,74268
2016-07-25,173839.41584940677,TQQQ,bull_trend,7013.847104747343,74268
2016-07-26,174398.5988366199,TQQQ,bull_trend,7013.847104747343,74268
2016-07-27,177665.091577251,TQQQ,bull_trend,7013.847104747343,74268
2016-07-28,179519.00097437625,TQQQ,bull_trend,7013.847104747343,74268
2016-07-29,180651.9751174045,TQQQ,bull_trend,7013.847104747343,74268
2016-08-01,183374.03469439273,TQQQ,bull_trend,7013.847104747343,74268
2016-08-02,179401.3034026218,TQQQ,bull_trend,7013.847104747343,74268
2016-08-03,181034.5320660663,TQQQ,bull_trend,7013.847104747343,74268
2016-08-04,182594.241800983,TQQQ,bull_trend,7013.847104747343,74268
2016-08-05,187670.5538298679,TQQQ,bull_trend,7013.847104747343,74268
2016-08-08,187096.70955343966,TQQQ,bull_trend,7013.847104747343,74268
2016-08-09,188288.47050829654,TQQQ,bull_trend,7013.847104747343,74268
2016-08-10,186890.65469523196,TQQQ,bull_trend,7013.847104747343,74268
2016-08-11,189215.46062060122,TQQQ,bull_trend,7013.847104747343,74268
2016-08-12,189553.8389260364,TQQQ,bull_trend,7013.847104747343,74268
2016-08-15,191849.18061800723,TQQQ,bull_trend,7013.847104747343,74268
2016-08-16,188935.8868338657,TQQQ,bull_trend,7013.847104747343,74268
2016-08-17,189789.32260390048,TQQQ,bull_trend,7013.847104747343,74268
2016-08-18,189965.87781496768,TQQQ,bull_trend,7013.847104747343,74268
2016-08-19,189715.67972727542,TQQQ,bull_trend,7013.847104747343,74268
2016-08-22,189892.27035208468,TQQQ,bull_trend,7013.847104747343,74268
2016-08-23,190981.15438624148,TQQQ,bull_trend,7013.847104747343,74268
2016-08-24,187435.08785887485,TQQQ,bull_trend,7013.847104747343,74268
2016-08-25,186581.65208884006,TQQQ,bull_trend,7013.847104747343,74268
2016-08-26,187449.784561832,TQQQ,bull_trend,7013.847104747343,74268
2016-08-29,187950.07449599032,TQQQ,bull_trend,7013.847104747343,74268
2016-08-30,186316.75729819064,TQQQ,bull_trend,7013.847104747343,74268
2016-08-31,185845.96701117282,TQQQ,bull_trend,7013.847104747343,74268
2016-09-01,186640.5097281528,TQQQ,bull_trend,7013.847104747343,74268
2016-09-02,188744.59950609927,TQQQ,bull_trend,7013.847104747343,74268
2016-09-06,192114.03999491458,TQQQ,bull_trend,7013.847104747343,74268
2016-09-07,192452.47142096286,TQQQ,bull_trend,7013.847104747343,74268
2016-09-08,189274.30055304294,TQQQ,bull_trend,7013.847104747343,74268
2016-09-09,175457.9832236362,TQQQ,bull_trend,7013.847104747343,74268
2016-09-12,184095.04077597384,TQQQ,bull_trend,7013.847104747343,74268
2016-09-13,179916.23691912417,TQQQ,bull_trend,7013.847104747343,74268
2016-09-14,182138.04197569613,TQQQ,bull_trend,7013.847104747343,74268
2016-09-15,190260.0597703052,TQQQ,bull_trend,7013.847104747343,74268
2016-09-16,190054.14656706576,TQQQ,bull_trend,7013.847104747343,74268
2016-09-19,187655.71547194247,TQQQ,bull_trend,7013.847104747343,74268
2016-09-20,188656.36616774325,TQQQ,bull_trend,7013.847104747343,74268
2016-09-21,193938.59139986758,TQQQ,bull_trend,7013.847104747343,74268
2016-09-22,198308.62946387057,TQQQ,bull_trend,7013.847104747343,74268
2016-09-23,194865.61692591434,TQQQ,bull_trend,7013.847104747343,74268
2016-09-26,190201.2729584766,TQQQ,bull_trend,7013.847104747343,74268
2016-09-27,195395.28255911593,TQQQ,bull_trend,7013.847104747343,74268
2016-09-28,196425.2558333469,TQQQ,bull_trend,7013.847104747343,74268
2016-09-29,192408.36360522037,TQQQ,bull_trend,7013.847104747343,74268
2016-09-30,196219.2540957523,TQQQ,bull_trend,7013.847104747343,74268
2016-10-03,195792.55391760592,TQQQ,bull_trend,7013.847104747343,74268
2016-10-04,194718.3842932773,TQQQ,bull_trend,7013.847104747343,74268
2016-10-05,196675.4185072971,TQQQ,bull_trend,7013.847104747343,74268
2016-10-06,196381.11260386233,TQQQ,bull_trend,7013.847104747343,74268
2016-10-07,195145.11988516574,TQQQ,bull_trend,7013.847104747343,74268
2016-10-10,198514.57808085208,TQQQ,bull_trend,7013.847104747343,74268
2016-10-11,190598.59743757968,TQQQ,bull_trend,7013.847104747343,74268
2016-10-12,190215.9519545627,TQQQ,bull_trend,7013.847104747343,74268
2016-10-13,188067.80748148685,TQQQ,bull_trend,7013.847104747343,74268
2016-10-14,188479.75783606296,TQQQ,bull_trend,7013.847104747343,74268
2016-10-17,187229.10382815127,TQQQ,bull_trend,7013.847104747343,74268
2016-10-18,191849.18061800723,TQQQ,bull_trend,7013.847104747343,74268
2016-10-19,191922.78808089023,TQQQ,bull_trend,7013.847104747343,74268
2016-10-20,191142.92435999637,TQQQ,bull_trend,7013.847104747343,74268
2016-10-21,193144.0486828876,TQQQ,bull_trend,7013.847104747343,74268
2016-10-24,199927.0905968738,TQQQ,bull_trend,7013.847104747343,74268
2016-10-25,197999.62685747867,TQQQ,bull_trend,7013.847104747343,74268
2016-10-26,194335.91587897067,TQQQ,bull_trend,7013.847104747343,74268
2016-10-27,191716.73322268252,TQQQ,bull_trend,7013.847104747343,74268
2016-10-28,188523.9010655475,TQQQ,bull_trend,7013.847104747343,74268
2016-10-31,187493.9454981876,TQQQ,bull_trend,7013.847104747343,74268
2016-11-01,183786.073583324,TQQQ,bull_trend,7013.847104747343,74268
2016-11-02,179180.5341345859,TQQQ,bull_trend,7013.847104747343,74268
2016-11-03,174222.02591868167,TQQQ,bull_trend,7013.847104747343,74268
