Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2019-12-02T14:31:00Z,TECL,18.8265868322,30782,Market On Close,Filled,579519.99586878,"Monthly rotation to TECL" 
2019-12-02T21:00:00Z,TECL,0,-30782,Stop Market,Canceled,0,"Monthly stop reset" 
2020-01-02T14:31:00Z,TECL,23.3673835706,-30782,Market On Close,Filled,-719294.80107021,"Monthly rotation to TQQQ" 
2020-01-02T14:31:00Z,TQQQ,10.8208869165,66520,Market On Close,Filled,719805.39768558,"Monthly rotation to TQQQ" 
2020-01-02T21:00:00Z,TQQQ,0,-66520,Stop Market,Canceled,0,"Monthly stop reset" 
2020-02-03T14:31:00Z,TQQQ,11.66664095775,-66520,Market On Close,Filled,-776064.95650953,"Monthly rotation to TECL" 
2020-02-03T14:31:00Z,TECL,25.5225699094,30347,Market On Close,Filled,774533.42904056,"Monthly rotation to TECL" 
2020-02-03T21:00:00Z,TECL,22.97031291846,-30347,Stop Market,Filled,-697080.08613651,"10.0% monthly-reset stop" 
2020-03-02T14:31:00Z,TECL,22.2696484728,36964,Market On Close,Filled,823175.28614858,"Monthly rotation to TECL" 
2020-03-02T21:00:00Z,TECL,20.04268362552,-36964,Stop Market,Filled,-740857.75753372,"10.0% monthly-reset stop" 
2020-04-01T13:31:00Z,IEF,103.293090363,6031,Market On Close,Filled,622960.62797925,"Monthly rotation to IEF" 
2020-04-01T20:00:00Z,IEF,0,-6031,Stop Market,Canceled,0,"Monthly stop reset" 
2020-05-01T13:31:00Z,IEF,103.299999348,-6031,Market On Close,Filled,-623002.29606779,"Monthly rotation to TQQQ" 
2020-05-01T13:31:00Z,TQQQ,7.565329459125,74556,Market On Close,Filled,564040.70315452,"Monthly rotation to TQQQ" 
2020-05-01T20:00:00Z,TQQQ,0,-74556,Stop Market,Canceled,0,"Monthly stop reset" 
2020-06-01T13:31:00Z,TQQQ,9.981088889625,-74556,Market On Close,Filled,-744150.06325488,"Monthly rotation to TECL" 
2020-06-01T13:31:00Z,TECL,17.8875998356,44288,Market On Close,Filled,792206.02151905,"Monthly rotation to TECL" 
2020-06-01T20:00:00Z,TECL,0,-44288,Stop Market,Canceled,0,"Monthly stop reset" 
2020-07-01T13:31:00Z,TECL,21.4344689801,-44288,Market On Close,Filled,-949289.76219067,"Monthly rotation to TQQQ" 
2020-07-01T13:31:00Z,TQQQ,12.04782587775,82022,Market On Close,Filled,988186.77414481,"Monthly rotation to TQQQ" 
2020-07-01T20:00:00Z,TQQQ,0,-82022,Stop Market,Canceled,0,"Monthly stop reset" 
2020-08-03T19:50:00Z,TQQQ,0,-82022,Stop Market,Canceled,0,"Monthly stop reset" 
2020-09-01T19:50:00Z,TQQQ,17.2991246319,-82022,Stop Market,Filled,-1418908.8005577,"10.0% monthly-reset stop" 
2020-10-01T13:31:00Z,TECL,28.9558504829,49401,Market On Close,Filled,1430447.9697057,"Monthly rotation to TECL" 
2020-10-01T20:00:00Z,TECL,25.9586772291,-49401,Stop Market,Filled,-1282384.6137948,"10.0% monthly-reset stop" 
2020-11-02T14:31:00Z,TECL,23.6754662507,52626,Market On Close,Filled,1245945.0869093,"Monthly rotation to TECL" 
2020-11-02T21:00:00Z,TECL,0,-52626,Stop Market,Canceled,0,"Monthly stop reset" 
2020-12-01T20:50:00Z,TECL,0,-52626,Stop Market,Canceled,0,"Monthly stop reset" 
2021-01-04T14:31:00Z,TECL,35.6198914746,-52626,Market On Close,Filled,-1874532.4087423,"Monthly rotation to TQQQ" 
2021-01-04T14:31:00Z,TQQQ,20.709096751875,90732,Market On Close,Filled,1878977.7664911,"Monthly rotation to TQQQ" 
2021-01-04T21:00:00Z,TQQQ,0,-90732,Stop Market,Canceled,0,"Monthly stop reset" 
2021-02-01T20:50:00Z,TQQQ,0,-90732,Stop Market,Canceled,0,"Monthly stop reset" 
2021-03-01T20:50:00Z,TQQQ,19.13027381055,-90732,Stop Market,Filled,-1735728.0033788,"10.0% monthly-reset stop" 
2021-04-01T13:31:00Z,TQQQ,22.8473095025,79244,Market On Close,Filled,1810512.1942161,"Monthly rotation to TQQQ" 
2021-04-01T20:00:00Z,TQQQ,0,-79244,Stop Market,Canceled,0,"Monthly stop reset" 
2021-05-03T13:31:00Z,TQQQ,25.2297192525,-79244,Market On Close,Filled,-1999303.8724451,"Monthly rotation to TECL" 
2021-05-03T13:31:00Z,TECL,43.667973774,44134,Market On Close,Filled,1927242.3545417,"Monthly rotation to TECL" 
2021-05-03T20:00:00Z,TECL,37.615535406,-44134,Stop Market,Filled,-1660124.0396084,"10.0% monthly-reset stop" 
2021-06-01T13:31:00Z,TECL,41.638192614,38941,Market On Close,Filled,1621432.8585818,"Monthly rotation to TECL" 
2021-06-01T20:00:00Z,TECL,0,-38941,Stop Market,Canceled,0,"Monthly stop reset" 
2021-07-01T13:31:00Z,TECL,51.464178684,-38941,Market On Close,Filled,-2004066.5821336,"Monthly rotation to TQQQ" 
2021-07-01T13:31:00Z,TQQQ,29.198813896,69239,Market On Close,Filled,2021696.6753451,"Monthly rotation to TQQQ" 
2021-07-01T20:00:00Z,TQQQ,0,-69239,Stop Market,Canceled,0,"Monthly stop reset" 
2021-08-02T19:50:00Z,TQQQ,0,-69239,Stop Market,Canceled,0,"Monthly stop reset" 
2021-09-01T13:31:00Z,TQQQ,35.81000095225,-69239,Market On Close,Filled,-2479448.6559328,"Monthly rotation to TECL" 
2021-09-01T13:31:00Z,TECL,63.172325466,39092,Market On Close,Filled,2469532.5471169,"Monthly rotation to TECL" 
2021-09-01T20:00:00Z,TECL,56.41868997,-39092,Stop Market,Filled,-2205519.4283072,"10.0% monthly-reset stop" 
2021-10-01T13:31:00Z,TQQQ,30.218485269,74794,Market On Close,Filled,2260161.3872096,"Monthly rotation to TQQQ" 
2021-10-01T20:00:00Z,TQQQ,0,-74794,Stop Market,Canceled,0,"Monthly stop reset" 
2021-11-01T13:31:00Z,TQQQ,37.32997837275,-74794,Market On Close,Filled,-2792058.4024115,"Monthly rotation to TECL" 
2021-11-01T13:31:00Z,TECL,65.534252634,41534,Market On Close,Filled,2721899.6489006,"Monthly rotation to TECL" 
2021-11-01T20:00:00Z,TECL,0,-41534,Stop Market,Canceled,0,"Monthly stop reset" 
2021-12-01T14:31:00Z,TECL,70.922398986,-41534,Market On Close,Filled,-2945690.9194845,"Monthly rotation to TQQQ" 
2021-12-01T14:31:00Z,TQQQ,36.9511752225,79629,Market On Close,Filled,2942385.1317925,"Monthly rotation to TQQQ" 
2021-12-01T21:00:00Z,TQQQ,0,-79629,Stop Market,Canceled,0,"Monthly stop reset" 
2022-01-03T20:50:00Z,TQQQ,35.66398543155,-79629,Stop Market,Filled,-2839887.4959289,"10.0% monthly-reset stop" 
2022-02-01T14:31:00Z,GLD,168.23,17081,Market On Close,Filled,2873536.63,"Monthly rotation to GLD" 
2022-02-01T21:00:00Z,GLD,0,-17081,Stop Market,Canceled,0,"Monthly stop reset" 
2022-03-01T20:50:00Z,GLD,0,-17081,Stop Market,Canceled,0,"Monthly stop reset" 
2022-04-01T19:50:00Z,GLD,0,-17081,Stop Market,Canceled,0,"Monthly stop reset" 
2022-05-02T19:50:00Z,GLD,0,-17081,Stop Market,Canceled,0,"Monthly stop reset" 
2022-06-01T13:31:00Z,GLD,172.23,-17081,Market On Close,Filled,-2941860.63,"Monthly rotation to SHY" 
2022-06-01T13:31:00Z,SHY,72.158269836,40403,Market On Close,Filled,2915410.5761839,"Monthly rotation to SHY" 
2022-06-01T20:00:00Z,SHY,0,-40403,Stop Market,Canceled,0,"Monthly stop reset" 
2022-07-01T19:50:00Z,SHY,0,-40403,Stop Market,Canceled,0,"Monthly stop reset" 
2022-08-01T19:50:00Z,SHY,0,-40403,Stop Market,Canceled,0,"Monthly stop reset" 
2022-09-01T13:31:00Z,SHY,71.521579994,-40403,Market On Close,Filled,-2889686.3964976,"Monthly rotation to IEF" 
2022-09-01T13:31:00Z,IEF,86.970327948,33260,Market On Close,Filled,2892633.1075505,"Monthly rotation to IEF" 
2022-09-01T20:00:00Z,IEF,0,-33260,Stop Market,Canceled,0,"Monthly stop reset" 
2022-10-03T13:31:00Z,IEF,84.507018464,-33260,Market On Close,Filled,-2810703.4341126,"Monthly rotation to SHY" 
2022-10-03T13:31:00Z,SHY,70.875647936,39580,Market On Close,Filled,2805258.1453069,"Monthly rotation to SHY" 
2022-10-03T20:00:00Z,SHY,0,-39580,Stop Market,Canceled,0,"Monthly stop reset" 
2022-11-01T19:50:00Z,SHY,0,-39580,Stop Market,Canceled,0,"Monthly stop reset" 
2022-12-01T20:50:00Z,SHY,0,-39580,Stop Market,Canceled,0,"Monthly stop reset" 
2023-01-03T14:31:00Z,SHY,71.266473912,-39580,Market On Close,Filled,-2820727.037437,"Monthly rotation to GLD" 
2023-01-03T14:31:00Z,GLD,171.06,16771,Market On Close,Filled,2868847.26,"Monthly rotation to GLD" 
2023-01-03T21:00:00Z,GLD,0,-16771,Stop Market,Canceled,0,"Monthly stop reset" 
2023-02-01T20:50:00Z,GLD,0,-16771,Stop Market,Canceled,0,"Monthly stop reset" 
2023-03-01T20:50:00Z,GLD,0,-16771,Stop Market,Canceled,0,"Monthly stop reset" 
2023-04-03T13:31:00Z,GLD,184.54,-16771,Market On Close,Filled,-3094920.34,"Monthly rotation to TQQQ" 
2023-04-03T13:31:00Z,TQQQ,13.517670699,224100,Market On Close,Filled,3029310.0036459,"Monthly rotation to TQQQ" 
2023-04-03T20:00:00Z,TQQQ,12.1659036291,-224100,Stop Market,Filled,-2726379.0032813,"10.0% monthly-reset stop" 
2023-05-01T13:31:00Z,TECL,33.994314256,81664,Market On Close,Filled,2776111.679402,"Monthly rotation to TECL" 
2023-05-01T20:00:00Z,TECL,0,-81664,Stop Market,Canceled,0,"Monthly stop reset" 
2023-06-01T13:31:00Z,TECL,44.147977048,-81664,Market On Close,Filled,-3605300.3976479,"Monthly rotation to TQQQ" 
2023-06-01T13:31:00Z,TQQQ,17.3475168165,208815,Market On Close,Filled,3622421.7240374,"Monthly rotation to TQQQ" 
2023-06-01T20:00:00Z,TQQQ,0,-208815,Stop Market,Canceled,0,"Monthly stop reset" 
2023-07-03T16:50:00Z,TQQQ,0,-208815,Stop Market,Canceled,0,"Monthly stop reset" 
2023-08-01T13:31:00Z,TQQQ,21.72738084,-208815,Market On Close,Filled,-4537003.0301046,"Monthly rotation to TECL" 
2023-08-01T13:31:00Z,TECL,53.738223,85012,Market On Close,Filled,4568393.813676,"Monthly rotation to TECL" 
2023-08-01T20:00:00Z,TECL,48.3644007,-85012,Stop Market,Filled,-4111554.4323084,"10.0% monthly-reset stop" 
2023-09-01T13:31:00Z,TQQQ,20.4370759725,197689,Market On Close,Filled,4040185.1119276,"Monthly rotation to TQQQ" 
2023-09-01T20:00:00Z,TQQQ,18.39336837525,-197689,Stop Market,Filled,-3636166.6007348,"10.0% monthly-reset stop" 
2023-10-02T13:31:00Z,TQQQ,17.6864237305,211385,Market On Close,Filled,3738644.6802717,"Monthly rotation to TQQQ" 
2023-10-02T20:00:00Z,TQQQ,15.91778135745,-211385,Stop Market,Filled,-3364780.2122446,"10.0% monthly-reset stop" 
2023-11-01T13:31:00Z,TQQQ,16.7165074305,206240,Market On Close,Filled,3447612.4924663,"Monthly rotation to TQQQ" 
2023-11-01T20:00:00Z,TQQQ,0,-206240,Stop Market,Canceled,0,"Monthly stop reset" 
2023-12-01T20:50:00Z,TQQQ,0,-206240,Stop Market,Canceled,0,"Monthly stop reset" 
2024-01-02T14:31:00Z,TQQQ,23.443709082,-206240,Market On Close,Filled,-4835030.5610717,"Monthly rotation to TECL" 
2024-01-02T14:31:00Z,TECL,57.3747804,79171,Market On Close,Filled,4542418.7390484,"Monthly rotation to TECL" 
2024-01-02T21:00:00Z,TECL,0,-79171,Stop Market,Canceled,0,"Monthly stop reset" 
2024-02-01T20:50:00Z,TECL,0,-79171,Stop Market,Canceled,0,"Monthly stop reset" 
2024-03-01T14:31:00Z,TECL,78.344196,-79171,Market On Close,Filled,-6202588.341516,"Monthly rotation to TQQQ" 
2024-03-01T14:31:00Z,TQQQ,30.750080082,204326,Market On Close,Filled,6283040.8628347,"Monthly rotation to TQQQ" 
2024-03-01T21:00:00Z,TQQQ,0,-204326,Stop Market,Canceled,0,"Monthly stop reset" 
2024-04-01T13:31:00Z,TQQQ,30.279378291,-204326,Market On Close,Filled,-6186864.2486869,"Monthly rotation to TECL" 
2024-04-01T13:31:00Z,TECL,75.321675858,82726,Market On Close,Filled,6231060.9570289,"Monthly rotation to TECL" 
2024-04-01T20:00:00Z,TECL,67.7895082722,-82726,Stop Market,Filled,-5607954.861326,"10.0% monthly-reset stop" 
2024-05-01T13:31:00Z,TECL,59.369227788,91538,Market On Close,Filled,5434540.3732579,"Monthly rotation to TECL" 
2024-05-01T20:00:00Z,TECL,0,-91538,Stop Market,Canceled,0,"Monthly stop reset" 
2024-06-03T19:50:00Z,TECL,0,-91538,Stop Market,Canceled,0,"Monthly stop reset" 
2024-07-01T19:50:00Z,TECL,81.8472336588,-91538,Stop Market,Filled,-7492132.0746592,"10.0% monthly-reset stop" 
2024-08-01T13:31:00Z,TECL,70.489368072,96564,Market On Close,Filled,6806735.3385046,"Monthly rotation to TECL" 
2024-08-01T20:00:00Z,TECL,63.4404312648,-96564,Stop Market,Filled,-6126061.8046541,"10.0% monthly-reset stop" 
2024-09-03T13:31:00Z,TECL,66.968635194,89688,Market On Close,Filled,6006282.9532795,"Monthly rotation to TECL" 
2024-09-03T20:00:00Z,TECL,60.2717716746,-89688,Stop Market,Filled,-5405654.6579515,"10.0% monthly-reset stop" 
2024-10-01T13:31:00Z,TQQQ,34.175469471,178649,Market On Close,Filled,6105413.4455247,"Monthly rotation to TQQQ" 
2024-10-01T20:00:00Z,TQQQ,0,-178649,Stop Market,Canceled,0,"Monthly stop reset" 
2024-11-01T13:31:00Z,TQQQ,34.9188425465,-178649,Market On Close,Filled,-6238216.3020897,"Monthly rotation to TECL" 
2024-11-01T13:31:00Z,TECL,78.063146226,83501,Market On Close,Filled,6518350.7730172,"Monthly rotation to TECL" 
2024-11-01T20:00:00Z,TECL,0,-83501,Stop Market,Canceled,0,"Monthly stop reset" 
2024-12-02T20:50:00Z,TECL,0,-83501,Stop Market,Canceled,0,"Monthly stop reset" 
2025-01-02T14:31:00Z,TECL,84.08323638,-83501,Market On Close,Filled,-7021034.3209664,"Monthly rotation to TQQQ" 
2025-01-02T14:31:00Z,TQQQ,38.8383803235,180448,Market On Close,Filled,7008308.0526149,"Monthly rotation to TQQQ" 
2025-01-02T21:00:00Z,TQQQ,0,-180448,Stop Market,Canceled,0,"Monthly stop reset" 
2025-02-03T14:31:00Z,TQQQ,39.870711684,-180448,Market On Close,Filled,-7194590.1819544,"Monthly rotation to TECL" 
2025-02-03T14:31:00Z,TECL,77.09420862,91743,Market On Close,Filled,7072853.9814247,"Monthly rotation to TECL" 
2025-02-03T21:00:00Z,TECL,69.384787758,-91743,Stop Market,Filled,-6365568.5832822,"10.0% monthly-reset stop" 
2025-03-03T14:31:00Z,TECL,66.86294472,88669,Market On Close,Filled,5928670.4453777,"Monthly rotation to TECL" 
2025-03-03T21:00:00Z,TECL,60.176650248,-88669,Stop Market,Filled,-5335803.4008399,"10.0% monthly-reset stop" 
2025-04-01T13:31:00Z,GLD,287.57,20470,Market On Close,Filled,5886557.9,"Monthly rotation to GLD" 
2025-04-01T20:00:00Z,GLD,0,-20470,Stop Market,Canceled,0,"Monthly stop reset" 
2025-05-01T19:50:00Z,GLD,0,-20470,Stop Market,Canceled,0,"Monthly stop reset" 
2025-06-02T13:31:00Z,GLD,311.67,-20470,Market On Close,Filled,-6379884.9,"Monthly rotation to TECL" 
2025-06-02T13:31:00Z,TECL,68.921342362,92646,Market On Close,Filled,6385286.6844699,"Monthly rotation to TECL" 
2025-06-02T20:00:00Z,TECL,0,-92646,Stop Market,Canceled,0,"Monthly stop reset" 
2025-07-01T13:31:00Z,TECL,85.603877672,-92646,Market On Close,Filled,-7930856.8508001,"Monthly rotation to TQQQ" 
2025-07-01T13:31:00Z,TQQQ,40.184728336,197551,Market On Close,Filled,7938533.2675051,"Monthly rotation to TQQQ" 
2025-07-01T20:00:00Z,TQQQ,0,-197551,Stop Market,Canceled,0,"Monthly stop reset" 
2025-08-01T19:50:00Z,TQQQ,0,-197551,Stop Market,Canceled,0,"Monthly stop reset" 
2025-09-02T19:50:00Z,TQQQ,0,-197551,Stop Market,Canceled,0,"Monthly stop reset" 
2025-10-01T19:50:00Z,TQQQ,0,-197551,Stop Market,Canceled,0,"Monthly stop reset" 
2025-11-03T20:50:00Z,TQQQ,52.16219636,-197551,Stop Market,Filled,-10304694.053114,"10.0% monthly-reset stop" 
2025-12-01T14:31:00Z,TECL,116.812841854,88279,Market On Close,Filled,10312120.866029,"Monthly rotation to TECL" 
2025-12-01T21:00:00Z,TECL,0,-88279,Stop Market,Canceled,0,"Monthly stop reset" 
2026-01-02T14:31:00Z,TECL,117.934066264,-88279,Market On Close,Filled,-10411101.43572,"Monthly rotation to TQQQ" 
2026-01-02T14:31:00Z,TQQQ,52.143829995,196756,Market On Close,Filled,10259611.414496,"Monthly rotation to TQQQ" 
2026-01-02T21:00:00Z,TQQQ,0,-196756,Stop Market,Canceled,0,"Monthly stop reset" 
2026-02-02T14:31:00Z,TQQQ,54.88299967,-196756,Market On Close,Filled,-10798559.483071,"Monthly rotation to TECL" 
2026-02-02T14:31:00Z,TECL,118.303358787,92992,Market On Close,Filled,11001265.940321,"Monthly rotation to TECL" 
2026-02-02T21:00:00Z,TECL,106.4730229083,-92992,Stop Market,Filled,-9901139.3462886,"10.0% monthly-reset stop" 
2026-03-02T14:31:00Z,TECL,102.363895024,97660,Market On Close,Filled,9996857.9880438,"Monthly rotation to TECL" 
2026-03-02T21:00:00Z,TECL,92.1275055216,-97660,Stop Market,Filled,-8997172.1892395,"10.0% monthly-reset stop" 
2026-04-01T13:31:00Z,GLD,437.82,20530,Market On Close,Filled,8988444.6,"Monthly rotation to GLD" 
2026-04-01T20:00:00Z,GLD,0,-20530,Stop Market,Canceled,0,"Monthly stop reset" 
2026-05-01T13:31:00Z,GLD,423.18,-20530,Market On Close,Filled,-8687885.4,"Monthly rotation to TECL" 
2026-05-01T13:31:00Z,TECL,152.526987342,58467,Market On Close,Filled,8917795.3689247,"Monthly rotation to TECL" 
