date,equity,holding
2026-06-12,24854.25987798895,TQQQ
2026-06-15,27005.65567571844,TQQQ
2026-06-16,25587.623945066585,TQQQ
2026-06-17,24860.347219297542,TQQQ
2026-06-18,26482.262998411312,TQQQ
2026-06-22,26394.01749212469,TQQQ
2026-06-23,23917.021070310726,TQQQ
2026-06-24,23621.47553045477,TQQQ
2026-06-25,24124.723668882503,TQQQ
2026-06-26,23173.125158140316,TQQQ
2026-06-29,24807.925344297542,TQQQ
2026-06-30,25969.974599668636,TQQQ
2026-07-01,24890.274320432796,TQQQ
2026-07-02,23636.72413427557,TQQQ
2026-07-06,24573.074041196956,TQQQ
2026-07-07,23295.125623533382,TQQQ
2026-07-08,23444.57497198309,TQQQ
2026-07-09,24548.673482725277,TQQQ
2026-07-10,24759.124227354183,TQQQ
2026-07-13,23420.17441351141,TQQQ
2026-07-14,24146.07357580389,TQQQ
2026-07-15,23969.175344297542,TQQQ
2026-07-16,22840.673948118343,TQQQ
2026-07-17,21861.624227354183,TQQQ
2026-07-20,21898.225065061702,TQQQ
2026-07-21,23032.825437376156,TQQQ
2026-07-22,22700.374227354183,TQQQ
2026-07-23,21486.47553045477,TQQQ
2026-07-24,20784.974599668636,TQQQ
2026-07-27,20601.975065061702,TQQQ
2026-07-28,20040.775018522396,TQQQ
2026-07-29,18878.724599668636,TQQQ
2026-07-30,20571.474366972103,TQQQ
2026-07-31,20974.075437376156,TQQQ
2026-08-03,21992.774320432796,TQQQ
2026-08-04,24085.074506590023,TQQQ
2026-08-05,23481.173482725277,TQQQ
2026-08-06,23234.124227354183,TQQQ
2026-08-07,23978.32497198309,TQQQ
2026-08-10,23773.97553045477,TQQQ
2026-08-11,23548.27385503973,TQQQ
2026-08-12,24017.97413427557,TQQQ
2026-08-13,24795.725065061702,TQQQ
2026-08-14,24685.924878904476,TQQQ
2026-08-17,24566.975065061702,TQQQ
2026-08-18,23386.624227354183,TQQQ
2026-08-19,23243.27385503973,TQQQ
2026-08-20,22761.375623533382,TQQQ
2026-08-21,22971.824041196956,TQQQ
2026-08-24,22313.02525121893,TQQQ
2026-08-25,22697.32357580389,TQQQ
2026-08-26,22758.32497198309,TQQQ
2026-08-27,23621.47553045477,TQQQ
2026-08-28,23179.22413427557,TQQQ
2026-08-31,23200.574041196956,TQQQ
2026-09-01,22355.725065061702,TQQQ
2026-09-02,22492.97413427557,TQQQ
2026-09-03,23234.124227354183,TQQQ
2026-09-04,23337.825437376156,TQQQ
