date,QQQ,TQQQ,TECL,IEF,GLD,SHY
2018-05-18,167.46000000000004,6.680000000000014,13.07000000000004,100.75000000000007,122.40999999999984,83.16999999999994
2018-05-21,168.4,6.800000000000014,13.400000000000041,100.82000000000005,122.47999999999983,83.16999999999994
2018-05-22,168.18,6.760000000000014,13.34000000000004,100.78000000000006,122.40999999999981,83.16999999999994
2018-05-23,169.59999999999997,6.930000000000015,13.640000000000041,101.24000000000005,122.53999999999984,83.23999999999992
2018-05-24,169.55,6.930000000000015,13.59000000000004,101.50000000000006,123.58999999999982,83.28999999999994
2018-05-25,169.72,6.950000000000015,13.560000000000041,101.90000000000005,123.20999999999981,83.35999999999993
2018-05-28,,,,,,
2018-05-29,168.97,6.8600000000000145,13.300000000000042,103.00000000000006,123.18999999999983,83.59999999999992
2018-05-30,170.17999999999998,7.000000000000014,13.59000000000004,102.56000000000004,123.36999999999982,83.49999999999994
2018-05-31,170.06999999999996,6.990000000000015,13.60000000000004,102.51000000000006,123.09999999999981,83.45999999999992
2018-06-01,172.74,7.310000000000015,14.310000000000043,101.93000000000006,122.48999999999982,83.26999999999994
2018-06-04,174.3,7.500000000000016,14.640000000000047,101.57000000000005,122.36999999999983,83.19999999999993
2018-06-05,174.84,7.580000000000016,14.820000000000046,101.83000000000007,122.84999999999982,83.24999999999993
2018-06-06,175.86000000000004,7.700000000000017,15.080000000000048,101.42000000000007,122.91999999999983,83.21999999999993
2018-06-07,174.43000000000004,7.530000000000016,14.670000000000048,101.85000000000008,122.85999999999984,83.29999999999993
2018-06-08,174.44000000000003,7.520000000000016,14.65000000000005,101.71000000000006,123.00999999999985,83.27999999999993
2018-06-11,174.91000000000003,7.580000000000017,14.77000000000005,101.61000000000007,123.22999999999982,83.24999999999994
2018-06-12,175.83000000000004,7.700000000000018,14.920000000000051,101.55000000000007,122.81999999999982,83.20999999999994
2018-06-13,175.82000000000002,7.690000000000018,14.680000000000053,101.43000000000008,123.18999999999983,83.16999999999994
2018-06-14,177.6,7.920000000000019,14.970000000000056,101.75000000000007,123.37999999999982,83.19999999999993
2018-06-15,176.98,7.850000000000018,14.830000000000053,101.83000000000006,121.33999999999983,83.23999999999992
