date,equity,holding,branch,cash,shares
2026-07-24,31608.066236787046,TQQQ,bull_trend,2104.0662367870464,461
2026-07-27,31331.466940217222,TQQQ,bull_trend,2104.0662367870464,461
2026-07-28,30483.226869874205,TQQQ,bull_trend,2104.0662367870464,461
2026-07-29,28726.816236787046,TQQQ,bull_trend,2104.0662367870464,461
2026-07-30,31285.36588507196,TQQQ,bull_trend,2104.0662367870464,461
2026-07-31,31893.887502961363,TQQQ,bull_trend,2104.0662367870464,461
2026-08-03,33433.62581472894,TQQQ,bull_trend,2104.0662367870464,461
2026-08-04,36596.08609610101,TQQQ,bull_trend,2104.0662367870464,461
2026-08-05,35683.304548554624,TQQQ,bull_trend,2104.0662367870464,461
2026-08-06,35309.895674042906,TQQQ,bull_trend,2104.0662367870464,461
2026-08-07,36434.73679953119,TQQQ,bull_trend,2104.0662367870464,461
2026-08-10,36125.8676436474,TQQQ,bull_trend,2104.0662367870464,461
2026-08-11,35784.725111298765,TQQQ,bull_trend,2104.0662367870464,461
2026-08-12,36494.66553335687,TQQQ,bull_trend,2104.0662367870464,461
2026-08-13,37670.21694021722,TQQQ,bull_trend,2104.0662367870464,461
2026-08-14,37504.25665884515,TQQQ,bull_trend,2104.0662367870464,461
2026-08-17,37324.46694021722,TQQQ,bull_trend,2104.0662367870464,461
2026-08-18,35540.395674042906,TQQQ,bull_trend,2104.0662367870464,461
2026-08-19,35323.725111298765,TQQQ,bull_trend,2104.0662367870464,461
2026-08-20,34595.34778433343,TQQQ,bull_trend,2104.0662367870464,461
2026-08-21,34913.435392670835,TQQQ,bull_trend,2104.0662367870464,461
2026-08-24,33917.67722158929,TQQQ,bull_trend,2104.0662367870464,461
2026-08-25,34498.53468924066,TQQQ,bull_trend,2104.0662367870464,461
2026-08-26,34590.73679953119,TQQQ,bull_trend,2104.0662367870464,461
2026-08-27,35895.3676436474,TQQQ,bull_trend,2104.0662367870464,461
2026-08-28,35226.91553335687,TQQQ,bull_trend,2104.0662367870464,461
2026-08-31,35259.185392670835,TQQQ,bull_trend,2104.0662367870464,461
2026-09-01,33982.21694021722,TQQQ,bull_trend,2104.0662367870464,461
2026-09-02,34189.66553335687,TQQQ,bull_trend,2104.0662367870464,461
2026-09-03,35309.895674042906,TQQQ,bull_trend,2104.0662367870464,461
2026-09-04,35466.63750296136,TQQQ,bull_trend,2104.0662367870464,461
