date,action,asset,price,shares,pnl,reason
2021-03-19,SELL,QLD,27.643843223084446,10331.538930530944,-17373.498070888454,QLD 5% loss exit
2021-03-23,BUY,QLD,29.093324305775788,9816.803313607279,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-03-25,SELL,QLD,27.33765146387731,9816.803313607279,-17235.094971959246,QLD Confirmed-Down proxy exit
2021-04-01,BUY,QLD,29.68842901833932,9039.493039899604,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-05-11,SELL,QLD,28.9056570786861,9039.493039899604,-7075.861500323983,QLD Confirmed-Down proxy exit
2021-05-21,BUY,QLD,30.841595373854528,8472.080734124871,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-05-24,SELL,QLD,30.64157873384816,8472.080734124871,-1694.557122302329,QLD Confirmed-Down proxy exit
2021-05-25,BUY,QLD,31.513244448018693,8237.74046123413,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-09-08,SELL,QLD,40.990423459598134,8237.74046123413,78070.54100204684,QLD 30% profit exit
2021-09-23,BUY,QLD,38.6445882544696,8737.794478045647,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-09-29,SELL,QLD,36.649390926038855,8737.794478045647,-17433.624198973645,QLD 5% loss exit
2021-10-15,BUY,QLD,37.9383665081413,8440.923401078917,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-12-06,SELL,QLD,41.03487780255561,8440.923401078917,26137.414646726917,QLD Confirmed-Down proxy exit
2021-12-07,BUY,QLD,43.03995695223883,8047.690677023041,,"QLD entry: Confirmed Up, RT <= 1.40"
2021-12-17,SELL,QLD,40.81264097070573,8047.690677023041,-17924.75005936838,QLD Confirmed-Down proxy exit
2021-12-20,BUY,QQQ,369.2481385657117,889.5034962679609,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2021-12-22,SELL,QQQ,378.33401801404176,889.5034962679609,8081.921535958769,"QLD entry: Confirmed Up, RT <= 1.40"
2021-12-22,BUY,QLD,42.09173213383395,7995.143338615152,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-01-06,SELL,QLD,40.59040434510947,7995.143338615152,-12003.330869098369,QLD Confirmed-Down proxy exit
2022-02-07,BUY,QQQ,348.86774024734893,930.22674060206,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-03-21,SELL,QQQ,341.0978630452481,930.22674060206,-7227.747544588463,"QLD entry: Confirmed Up, RT <= 1.40"
2022-03-21,BUY,QLD,33.301016690539434,9528.188172616696,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-03-22,SELL,QLD,33.380027543134126,9528.188172616696,752.8302712010918,QLD Confirmed-Down proxy exit
2022-03-23,BUY,QLD,34.02699518504472,9347.025263573596,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-04-07,SELL,QLD,33.557822363830134,9347.025263573596,-4385.370212874841,QLD Confirmed-Down proxy exit
2022-05-12,BUY,QQQ,279.9788270613995,1120.3197638814602,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-07-20,SELL,QQQ,291.52497556868116,1120.3197638814602,12935.378369418031,"QLD entry: Confirmed Up, RT <= 1.40"
2022-07-20,BUY,QLD,23.132429192624915,14118.758954151705,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-07-27,SELL,QLD,23.122551688836896,14118.758954151705,-139.45809505175566,QLD Confirmed-Down proxy exit
2022-07-28,BUY,QLD,24.27324680846638,13449.4464739564,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-08-29,SELL,QLD,23.705303192138672,13449.4464739564,-7638.5272680247435,QLD Confirmed-Down proxy exit
2022-09-13,BUY,QLD,23.18181262507632,13753.16122116776,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-09-14,SELL,QLD,22.090377087075325,13753.16122116776,-15010.6889166396,QLD 5% loss exit
2022-09-19,BUY,QQQ,279.7013441584104,1086.2032802490621,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-11-11,SELL,QQQ,276.24055218615365,1086.2032802490621,-3759.1235925249057,"QLD entry: Confirmed Up, RT <= 1.40"
2022-11-11,BUY,QLD,19.7791146382606,15170.21360207857,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-11-30,SELL,QLD,19.443289744808922,15170.21360207857,-5094.5353665572475,QLD Confirmed-Down proxy exit
2022-12-01,BUY,QLD,21.221186033802017,13899.26359846391,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-12-07,SELL,QLD,19.3099486880366,13899.26359846391,-26564.79166802205,QLD 5% loss exit
2022-12-09,BUY,QLD,19.635892947906438,13668.544007643357,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-12-12,SELL,QLD,19.5420603249995,13668.544007643357,-1282.5553355560987,QLD Confirmed-Down proxy exit
