date,action,symbol,price,shares,cost,reason
2016-06-01,BUY,GLD,115.94000244140625,862.5150758517362,0.0,REBALANCE
2016-06-30,SELL,GLD,126.47000122070312,862.5150758517362,0.0,REBALANCE
2016-06-30,BUY,SHY,69.8706562986785,1561.2030639807667,0.0,REBALANCE
2016-07-29,SELL,SHY,69.8378594815279,1561.2030639807667,0.0,REBALANCE
2016-07-29,BUY,TECL,4.043120861053467,26967.05934633146,0.0,REBALANCE
2016-08-31,SELL,TECL,4.18667459487915,26967.05934633146,0.0,REBALANCE
2016-08-31,BUY,TQQQ,2.4079291820526123,46887.717091265105,0.0,REBALANCE
2016-09-30,SELL,TQQQ,2.547602653503418,46887.717091265105,0.0,REBALANCE
2016-09-30,BUY,TECL,4.408364295959473,27096.506653932553,0.0,REBALANCE
2016-10-31,SELL,TECL,4.298429012298584,27096.506653932553,0.0,REBALANCE
2016-10-31,BUY,TQQQ,2.430119752883911,47928.67108502916,0.0,REBALANCE
2016-11-04,SELL,TQQQ,2.2306136476063356,47928.67108502916,0.0,STOP
2016-11-30,BUY,TECL,4.2811665534973145,24972.246815897735,0.0,REBALANCE
2016-12-30,SELL,TECL,4.537381172180176,24972.246815897735,0.0,REBALANCE
2016-12-30,BUY,TQQQ,2.5206589698791504,44951.97640120399,0.0,REBALANCE
2017-01-31,SELL,TQQQ,2.917886257171631,44951.97640120399,0.0,REBALANCE
2017-01-31,BUY,TECL,5.030733585357666,26072.689389782357,0.0,REBALANCE
2017-06-09,SELL,TECL,6.599281826019287,26072.689389782357,0.0,STOP
2017-06-30,BUY,TECL,6.531686305999756,26342.51205349344,0.0,REBALANCE
2017-07-31,SELL,TECL,7.411177158355713,26342.51205349344,0.0,REBALANCE
2017-07-31,BUY,TQQQ,4.35582971572876,44820.16891514261,0.0,REBALANCE
2017-08-31,SELL,TQQQ,4.575344085693359,44820.16891514261,0.0,REBALANCE
2017-08-31,BUY,TECL,7.987209796905518,25674.50961975788,0.0,REBALANCE
2017-09-29,SELL,TECL,8.13893985748291,25674.50961975788,0.0,REBALANCE
2017-09-29,BUY,TQQQ,4.527002334594727,46159.30680413111,0.0,REBALANCE
2017-10-31,SELL,TQQQ,5.149094581604004,46159.30680413111,0.0,REBALANCE
2017-10-31,BUY,TECL,9.787989616394043,24282.68172226675,0.0,REBALANCE
2017-12-05,SELL,TECL,9.305030326843262,24282.68172226675,0.0,STOP
2017-12-29,BUY,TQQQ,5.496593952178955,41107.473429650614,0.0,REBALANCE
2018-01-31,SELL,TQQQ,7.019330978393555,41107.473429650614,0.0,REBALANCE
2018-01-31,BUY,TECL,12.44452953338623,23186.65088255218,0.0,REBALANCE
2018-02-02,SELL,TECL,11.448967170715333,23186.65088255218,0.0,STOP
2018-02-28,BUY,TQQQ,6.586639881134033,40303.28202905673,0.0,REBALANCE
2018-03-02,SELL,TQQQ,6.049740570600714,40303.28202905673,0.0,STOP
2018-03-29,BUY,TQQQ,5.702637195587158,42756.42865869576,0.0,REBALANCE
2018-04-02,SELL,TQQQ,5.246426219940186,42756.42865869576,0.0,STOP
2018-04-30,BUY,TECL,10.254640579223633,21874.823076731012,0.0,REBALANCE
2018-06-29,SELL,TECL,12.144654273986816,21874.823076731012,0.0,REBALANCE
