date,action,asset,price,shares,pnl,reason
2020-11-25,BUY,TQQQ,18.072409888915477,12479.48883931013,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-01-05,SELL,TQQQ,20.521455417235902,12479.48883931013,30562.836337637156,TQQQ Confirmed-Down proxy exit
2021-01-08,BUY,TQQQ,22.31177685712979,11478.120971076281,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-01-19,SELL,TQQQ,21.613754080505558,11478.120971076281,-8011.989870659483,TQQQ 5% loss exit
2021-03-15,BUY,QQQ,305.7295988118373,811.4532741980983,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2021-03-18,SELL,QQQ,306.77511128090794,811.4532741980983,848.3845162422804,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-03-18,BUY,TQQQ,21.348121842112548,11660.682393161052,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-03-26,SELL,TQQQ,20.183162352489326,11660.682393161052,-13584.222609395394,TQQQ 5% loss exit
2021-04-06,BUY,TQQQ,24.147373426516964,9746.378694071087,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-05-03,SELL,TQQQ,25.910297104331832,9746.378694071087,17182.12177272828,TQQQ Confirmed-Down proxy exit
2021-05-26,BUY,QQQ,323.43828770635344,780.7720274724636,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2021-05-27,SELL,QQQ,323.4480270791408,780.7720274724636,7.604229837481398,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-05-27,BUY,TQQQ,24.38798503809898,10355.065065442333,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-08-19,SELL,TQQQ,30.43197807873222,10355.065065442333,62585.94119083785,TQQQ Confirmed-Down proxy exit
2021-08-24,BUY,TQQQ,33.97450279968995,9275.341420986526,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-09-20,SELL,TQQQ,32.26161009209357,9275.341420986526,-15887.664680474496,TQQQ Confirmed-Down proxy exit
2021-10-14,BUY,TQQQ,30.99659477382954,9653.881356269461,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2021-12-06,SELL,TQQQ,35.875623081308035,9653.881356269461,47101.5604142776,TQQQ Confirmed-Down proxy exit
2021-12-20,BUY,QQQ,369.2481385657117,937.9573588495023,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-02-07,SELL,QQQ,348.86774024734893,937.9573588495023,-19115.944578992378,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-02-07,BUY,TQQQ,28.14493310603435,11626.357859775482,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-02-14,SELL,TQQQ,25.20512779650307,11626.357859775482,-34179.22856667865,TQQQ 5% loss exit
2022-03-10,BUY,QQQ,321.8237906176218,910.5723200299445,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-03-23,SELL,QQQ,344.8088475078949,910.5723200299445,20929.55657859624,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-03-23,BUY,TQQQ,25.996064684539448,12077.727765804628,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-04-12,SELL,TQQQ,23.899606453397986,12077.727765804628,-25320.451788106875,TQQQ 5% loss exit
2022-05-12,BUY,QQQ,279.9788270613995,1030.9813191363453,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-06-03,SELL,QQQ,300.997978827493,1030.9813191363453,21670.3528149341,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-06-03,BUY,TQQQ,15.790128963809293,19652.992954028316,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-06-10,SELL,TQQQ,13.464971398439474,19652.992954028316,-45696.305249218654,TQQQ 5% loss exit
