case,ending_equity,cagr,max_drawdown,volatility,sharpe,ending_balance,total_tax_withdrawal,ending_balance_plus_withdrawals,orders,entries,fees
baseline,206927.7954786826,0.4522253205692359,-0.6110539795281444,0.6838576244570896,0.9004269289222582,206927.7954786826,140014.23744136645,346942.03292004904,308,152,13166.64724554625
