date,time,action,symbol,price,shares,fee,branch
2023-10-10,15:30,BUY,TQQQ,18.746079063947708,1266,11.866268047478899,bull_trend
2023-10-25,15:30,SELL,TQQQ,15.923619411206488,1266,10.079651087293707,bear_relative_inverse
2023-10-25,15:30,BUY,TECS,1469.8633720118596,13,9.554111918077087,bear_relative_inverse
2023-10-26,15:30,SELL,TECS,1540.1103539546896,13,10.010717300705483,bear_tqqq_oversold
2023-10-26,15:30,BUY,TECL,37.3272924860936,567,10.582287419807535,bear_tqqq_oversold
2023-10-27,15:30,SELL,TECL,37.276114313534215,567,10.56777840788695,bear_spy_oversold
2023-10-27,15:30,BUY,SPXL,66.53372192652479,317,10.545594925354179,bear_spy_oversold
2023-10-30,15:30,SELL,SPXL,69.33360423171561,317,10.989376270726925,bear_relative_bond
2023-10-30,15:30,BUY,BSV,67.9392129349428,323,10.972182888993263,bear_relative_bond
2023-11-01,15:30,SELL,BSV,68.17155711207818,323,11.009706473600625,bull_trend
2023-11-01,15:30,BUY,TQQQ,16.69227855212264,1317,10.991865426572758,bull_trend
2023-12-13,15:30,SELL,TQQQ,23.438056243606184,1317,15.433960036414673,bull_overbought
2023-12-13,15:30,BUY,UVXY,215.70001220703125,140,15.099000854492187,bull_overbought
2023-12-20,15:30,SELL,UVXY,250.75,140,17.552500000000002,bull_trend
2023-12-20,15:30,BUY,TQQQ,23.74552579516945,1475,17.51232527393747,bull_trend
2024-06-13,15:30,SELL,TQQQ,35.79076093851932,1475,26.395686192158,bull_overbought
2024-06-13,15:30,BUY,UVXY,117.6500015258789,440,25.88300033569336,bull_overbought
2024-06-20,15:30,SELL,UVXY,125.69950103759766,440,27.653890228271486,bull_trend
2024-06-20,15:30,BUY,TQQQ,36.67801521335948,1504,27.581867440446327,bull_trend
2024-07-08,15:30,SELL,TQQQ,40.096240217380384,1504,30.15237264347005,bull_overbought
2024-07-08,15:30,BUY,UVXY,107.32550048828125,559,29.99747738647461,bull_overbought
2024-07-11,15:30,SELL,UVXY,109.30000305175781,559,30.54935085296631,bull_trend
2024-07-11,15:30,BUY,TQQQ,38.96269208314062,1565,30.488306555057534,bull_trend
2025-03-10,15:30,SELL,TQQQ,29.38636266568407,1565,22.994828785897788,bear_tqqq_oversold
2025-03-10,15:30,BUY,TECL,57.56423794956634,811,23.34229848854915,bear_tqqq_oversold
2025-03-14,15:30,SELL,TECL,60.778530041916405,811,24.6456939319971,bear_relative_bond
2025-03-14,15:30,BUY,BSV,73.90676497658498,664,24.537045972226213,bear_relative_bond
2025-03-24,15:30,SELL,BSV,73.9845722548813,664,24.562877988620592,bull_trend
2025-03-24,15:30,BUY,TQQQ,32.66852750090065,1504,24.56673268067729,bull_trend
2025-03-26,15:30,SELL,TQQQ,31.182160906007557,1504,23.448985001317684,bear_relative_bond
2025-03-26,15:30,BUY,BSV,74.01588193841606,634,23.46303457447789,bear_relative_bond
2025-04-03,15:30,SELL,BSV,74.64327339607215,634,23.66191766655487,bear_tqqq_oversold
2025-04-03,15:30,BUY,TECL,46.00568215837353,1028,23.646920629403994,bear_tqqq_oversold
2025-04-09,15:30,SELL,TECL,47.90813639206526,1028,24.624782105521543,bear_relative_bond
2025-04-09,15:30,BUY,BSV,74.18635799233171,662,24.555684495461797,bear_relative_bond
2025-04-24,15:30,SELL,BSV,74.54522341012442,662,24.674468948751183,bear_trend_long
2025-04-24,15:30,BUY,TECL,47.917510095444634,1028,24.629600189058543,bear_trend_long
2025-05-01,15:30,SELL,TECL,55.35863969460678,1028,28.454340803027886,bear_trend_inverse
2025-05-01,15:30,BUY,TECS,427.73991327852485,132,28.23083427638264,bear_trend_inverse
2025-05-06,15:30,SELL,TECS,431.09884664600526,132,28.45252387863635,bear_trend_long
2025-05-06,15:30,BUY,TECL,54.936912418043974,1035,28.429852176337757,bear_trend_long
2025-05-08,15:30,SELL,TECL,58.929259202811295,1035,30.495891637454847,bear_trend_inverse
2025-05-08,15:30,BUY,TECS,400.196407789847,151,30.21482878813345,bear_trend_inverse
2025-05-09,15:30,SELL,TECS,413.44033526062634,151,31.21474531217729,bear_trend_long
2025-05-09,15:30,BUY,TECL,57.19615010847024,1094,31.286294109333223,bear_trend_long
2025-05-12,15:30,SELL,TECL,64.44450388485365,1094,35.25114362501494,bull_trend
2025-05-12,15:30,BUY,TQQQ,32.46273692927723,2158,35.02729314669013,bull_trend
2025-07-25,15:30,SELL,TQQQ,44.29237706113604,2158,47.79147484896579,bull_overbought
2025-07-25,15:30,BUY,UVXY,77.2249984741211,1220,47.10724906921387,bull_overbought
2025-07-28,15:30,SELL,UVXY,75.0,1220,45.75,bull_trend
2025-07-28,15:30,BUY,TQQQ,44.441407005260814,2060,45.77464921541864,bull_trend
2025-09-22,15:30,SELL,TQQQ,52.138922438479824,2060,53.703090111634225,bull_overbought
2025-09-22,15:30,BUY,UVXY,53.17500305175781,2003,53.25476555633545,bull_overbought
2025-09-23,15:30,SELL,UVXY,55.85649871826172,2003,55.94028346633911,bull_trend
2025-09-23,15:30,BUY,TQQQ,50.797630200845006,2195,55.750399145427394,bull_trend
2026-03-20,15:30,SELL,TQQQ,42.63098104011486,2195,46.78750169152606,bear_spy_oversold
2026-03-20,15:30,BUY,SPXL,183.29075887987995,514,47.10572503212914,bear_spy_oversold
2026-03-23,15:30,SELL,SPXL,191.82411346053678,514,49.29879715935795,bull_trend
2026-03-23,15:30,BUY,TQQQ,44.82967162713164,2196,49.222979446590536,bull_trend
2026-03-24,15:30,SELL,TQQQ,43.726842054071504,2196,48.01207257537051,bear_relative_inverse
2026-03-24,15:30,BUY,TECS,192.8844461938484,498,48.02822710226825,bear_relative_inverse
2026-03-27,15:30,SELL,TECS,222.13941361142432,498,55.312713989244656,bear_tqqq_oversold
2026-03-27,15:30,BUY,TECL,81.10934726900143,1353,54.87047342747947,bear_tqqq_oversold
2026-03-31,15:30,SELL,TECL,86.00508419788896,1353,58.18243945987189,bear_relative_inverse
2026-03-31,15:30,BUY,TECS,205.67729029990193,563,57.898157219422394,bear_relative_inverse
2026-04-01,15:30,SELL,TECS,194.6694829475886,563,54.79945944974619,bear_relative_bond
2026-04-01,15:30,BUY,BSV,76.82859976223288,1431,54.970863129877635,bear_relative_bond
2026-04-08,15:30,SELL,BSV,76.95149406619124,1431,55.05879400435984,bull_trend
2026-04-08,15:30,BUY,TQQQ,47.23122374536848,2330,55.024375663354284,bull_trend
2026-04-17,15:30,SELL,TQQQ,58.1560639308216,2330,67.75181447940717,bull_overbought
2026-04-17,15:30,BUY,UVXY,37.779998779296875,3549,67.04060783386231,bull_overbought
2026-04-20,15:30,SELL,UVXY,39.349998474121094,3549,69.82657229232788,bull_trend
2026-04-20,15:30,BUY,TQQQ,57.81185544339168,2409,69.63437988156527,bull_trend
2026-05-06,15:30,SELL,TQQQ,71.23594078197499,2409,85.80369067188889,bull_overbought
2026-05-06,15:30,BUY,UVXY,36.02000045776367,4714,84.89914107894897,bull_overbought
2026-05-07,15:30,SELL,UVXY,36.11000061035156,4714,85.11127143859864,bull_trend
2026-05-07,15:30,BUY,TQQQ,70.6373209660318,2407,85.01201578261926,bull_trend
2026-05-08,15:30,SELL,TQQQ,75.48615441534038,2407,90.84758683886214,bull_overbought
2026-05-08,15:30,BUY,UVXY,36.09000015258789,5014,90.47763038253784,bull_overbought
2026-05-12,15:30,SELL,UVXY,36.27000045776367,5014,90.92889114761353,bull_trend
2026-05-12,15:30,BUY,TQQQ,73.78507028544512,2462,90.82942152138293,bull_trend
2026-05-13,15:30,SELL,TQQQ,77.4566147982577,2462,95.34909281665523,bull_overbought
2026-05-13,15:30,BUY,UVXY,36.20000076293945,5250,95.02500200271606,bull_overbought
2026-05-15,15:30,SELL,UVXY,35.93000030517578,5250,94.31625080108643,bull_trend
2026-05-15,15:30,BUY,TQQQ,75.62593107289624,2493,94.26772308236517,bull_trend
2026-06-01,15:30,SELL,TQQQ,86.29126378692732,2493,107.56206031040492,bull_overbought
2026-06-01,15:30,BUY,UVXY,29.479999542236328,7245,106.7912983417511,bull_overbought
2026-06-03,15:30,SELL,UVXY,29.450000762939453,7245,106.68262776374817,bull_trend
2026-06-03,15:30,BUY,TQQQ,86.37846530023995,2468,106.5910261804961,bull_trend
