date,time,action,symbol,price,shares,fee,branch
2023-10-10,14:30,BUY,TQQQ,18.709708639275597,1268,11.86195527730073,bull_trend
2023-10-25,14:30,SELL,TQQQ,15.916345326272065,1268,10.090962936856489,bear_relative_inverse
2023-10-25,14:30,BUY,TECS,1470.7652388270644,13,9.55997405237592,bear_relative_inverse
2023-10-26,14:30,SELL,TECS,1541.10226435037,13,10.017164718277405,bear_tqqq_oversold
2023-10-26,14:30,BUY,TECL,37.29472488079242,568,10.591701866145048,bear_tqqq_oversold
2023-10-30,14:30,SELL,TECL,38.51368686458178,568,10.937887069541224,bear_relative_bond
2023-10-30,14:30,BUY,BSV,67.9211169476435,321,10.901339270096782,bear_relative_bond
2023-11-02,14:30,SELL,BSV,68.21446971990527,321,10.948422390044795,bull_trend
2023-11-02,14:30,BUY,TQQQ,17.58945331010627,1245,10.949434685541151,bull_trend
2023-12-13,14:30,SELL,TQQQ,23.345912901181542,1245,14.532830780985512,bull_overbought
2023-12-13,14:30,BUY,UVXY,219.0,131,14.3445,bull_overbought
2023-12-15,14:30,SELL,UVXY,223.63751220703125,131,14.648257049560547,bull_trend
2023-12-15,14:30,BUY,TQQQ,23.748379584736533,1231,14.617127634405337,bull_trend
2023-12-18,14:30,SELL,TQQQ,24.466168230350874,1231,15.058926545780963,bull_overbought
2023-12-18,14:30,BUY,UVXY,224.62498474121094,133,14.937561485290528,bull_overbought
2023-12-21,14:30,SELL,UVXY,244.0,133,16.226,bull_trend
2023-12-21,14:30,BUY,TQQQ,24.120535243381116,1346,16.23312021879549,bull_trend
2024-06-12,14:30,SELL,TQQQ,35.36444282306486,1346,23.800270019922653,bull_overbought
2024-06-12,14:30,BUY,UVXY,117.55000305175781,398,23.392450607299804,bull_overbought
2024-06-21,14:30,SELL,UVXY,123.10000610351562,398,24.49690121459961,bull_trend
2024-06-21,14:30,BUY,TQQQ,36.50447744303835,1338,24.421495409392655,bull_trend
2024-07-08,14:30,SELL,TQQQ,40.258176734800536,1338,26.93272023558156,bull_overbought
2024-07-08,14:30,BUY,UVXY,106.69999694824219,502,26.78169923400879,bull_overbought
2024-07-11,14:30,SELL,UVXY,109.83000183105469,502,27.56733045959473,bull_trend
2024-07-11,14:30,BUY,TQQQ,38.82038457484872,1417,27.504242471280314,bull_trend
2025-03-10,14:30,SELL,TQQQ,29.378954017698764,1417,20.814988921539573,bear_tqqq_oversold
2025-03-10,14:30,BUY,TECL,57.42408661953955,735,21.103351832680787,bear_tqqq_oversold
2025-03-14,14:30,SELL,TECL,60.301833032970734,735,22.160923639616744,bear_relative_bond
2025-03-14,14:30,BUY,BSV,73.92156920845287,598,22.102549193327405,bear_relative_bond
2025-03-24,14:30,SELL,BSV,73.98267557578626,598,22.12081999716009,bull_trend
2025-03-24,14:30,BUY,TQQQ,32.51047006323637,1360,22.10711964300073,bull_trend
2025-03-26,14:30,SELL,TQQQ,31.528932476904895,1360,21.43967408429533,bear_relative_bond
2025-03-26,14:30,BUY,BSV,74.02537257312451,579,21.430345359919546,bear_relative_bond
2025-04-03,14:30,SELL,BSV,74.66707235940457,579,21.61611744804762,bear_tqqq_oversold
2025-04-03,14:30,BUY,TECL,46.39648193381697,931,21.597562340191804,bear_tqqq_oversold
2025-04-09,14:30,SELL,TECL,47.31312787873733,931,22.024261027552228,bear_relative_bond
2025-04-09,14:30,BUY,BSV,74.04833562488217,594,21.992355680590006,bear_relative_bond
2025-04-24,14:30,SELL,BSV,74.53932632186508,594,22.138179917593927,bear_trend_long
2025-04-24,14:30,BUY,TECL,48.24551821331549,916,22.096447341698497,bear_trend_long
