date,equity,holding
2023-10-10,24896.097536407186,TQQQ
2023-10-11,25399.14861711092,TQQQ
2023-10-12,25116.947994552327,TQQQ
2023-10-13,24215.143766723348,TQQQ
2023-10-16,24988.116751037312,TQQQ
2023-10-17,24761.13055261202,TQQQ
2023-10-18,23767.309522948934,TQQQ
2023-10-19,23166.10831292696,TQQQ
2023-10-20,22178.415785155965,TQQQ
2023-10-23,22362.45662721224,TQQQ
2023-10-24,22957.52209695406,TQQQ
2023-10-25,21421.020286434017,TECS
2023-10-26,22883.15492075759,TECL
2023-10-27,23155.64628395733,SPXL
2023-10-30,23745.51942204796,BSV
2023-10-31,23739.52112605007,BSV
2023-11-01,23834.66281888184,BSV
2023-11-02,24005.468088792193,TQQQ
2023-11-03,24809.337422059405,TQQQ
2023-11-06,25079.386793778765,TQQQ
2023-11-07,25751.367127107012,TQQQ
2023-11-08,25795.330950425494,TQQQ
2023-11-09,25211.265913651812,TQQQ
2023-11-10,26812.723328278887,TQQQ
2023-11-13,26580.35652797066,TQQQ
2023-11-14,28175.530220673907,TQQQ
2023-11-15,28250.892893479693,TQQQ
2023-11-16,28294.854246781695,TQQQ
2023-11-17,28313.690592454303,TQQQ
2023-11-20,29280.845305131304,TQQQ
2023-11-21,28772.150351212847,TQQQ
2023-11-22,29092.44232814156,TQQQ
2023-11-24,28954.277016328204,TQQQ
2023-11-27,28872.63556163155,TQQQ
2023-11-28,29092.44232814156,TQQQ
2023-11-29,28991.962057755816,TQQQ
2023-11-30,28759.58784739815,TQQQ
2023-12-01,28991.962057755816,TQQQ
2023-12-04,28200.652758286822,TQQQ
2023-12-05,28395.339457200396,TQQQ
2023-12-06,27911.762100861895,TQQQ
2023-12-07,29029.63721911751,TQQQ
2023-12-08,29362.48675982796,TQQQ
2023-12-11,30078.435856507647,TQQQ
2023-12-12,30775.54119746529,TQQQ
2023-12-13,31818.053642915118,TQQQ
2023-12-14,30470.123466763125,UVXY
2023-12-15,31843.623466763125,UVXY
2023-12-18,31944.123466763125,UVXY
2023-12-19,32647.623466763125,UVXY
2023-12-20,35361.12346676312,UVXY
2023-12-21,35266.472544688586,TQQQ
2023-12-22,35400.11934186876,TQQQ
2023-12-26,36014.947993296984,TQQQ
2023-12-27,36195.38202955187,TQQQ
2023-12-28,36108.50415327013,TQQQ
2023-12-29,35634.024134654406,TQQQ
2024-01-02,33916.5380964464,TQQQ
2024-01-03,32887.381083506945,TQQQ
2024-01-04,32366.11644269884,TQQQ
2024-01-05,32479.72315504015,TQQQ
2024-01-08,34330.87169172228,TQQQ
2024-01-09,34544.72069837511,TQQQ
2024-01-10,35192.95908643663,TQQQ
2024-01-11,35353.34257032335,TQQQ
2024-01-12,35393.44367505968,TQQQ
2024-01-16,35373.393122691516,TQQQ
2024-01-17,34791.987292308215,TQQQ
2024-01-18,36208.74644758165,TQQQ
2024-01-19,38200.233149546984,TQQQ
2024-01-22,38347.25483228624,TQQQ
2024-01-23,38781.64159681261,TQQQ
2024-01-24,40551.75919822524,UVXY
2024-01-25,40864.34061132876,TQQQ
2024-01-26,40149.5611160895,TQQQ
2024-01-29,41269.834099640524,TQQQ
2024-01-30,40486.330361237204,TQQQ
2024-01-31,38225.180039276755,TQQQ
2024-02-01,39503.51932035891,TQQQ
2024-02-02,41386.66746603457,TQQQ
2024-02-05,41187.35747229067,TQQQ
2024-02-06,40960.553475250876,TQQQ
2024-02-07,42122.059389938986,TQQQ
2024-02-08,42287.00457083193,TQQQ
2024-02-09,43469.12829672304,TQQQ
2024-02-12,42981.15818106142,TQQQ
2024-02-13,41043.02741133181,TQQQ
2024-02-14,42280.128378739035,TQQQ
2024-02-15,42616.89762388674,TQQQ
2024-02-16,41503.50890623537,TQQQ
2024-02-20,40589.42479979006,TQQQ
2024-02-21,40108.333567490256,TQQQ
2024-02-22,43400.39597975222,TQQQ
2024-02-23,43022.39918600527,TQQQ
2024-02-26,42967.416561951315,TQQQ
2024-02-27,43221.706488480246,TQQQ
2024-02-28,42555.04688154665,TQQQ
2024-02-29,43530.98442160097,TQQQ
2024-03-01,45434.747687210715,TQQQ
2024-03-04,44919.29164205996,TQQQ
2024-03-05,42623.773815979635,TQQQ
2024-03-06,43372.91005026308,TQQQ
2024-03-07,45214.819882263815,TQQQ
2024-03-08,43324.79823576418,TQQQ
2024-03-11,42843.704312195456,TQQQ
2024-03-12,44575.64889608828,TQQQ
2024-03-13,43585.96435438601,TQQQ
2024-03-14,43249.19780050722,TQQQ
2024-03-15,41744.054522385275,TQQQ
2024-03-18,42864.31943212954,TQQQ
2024-03-19,43146.10874449221,TQQQ
2024-03-20,44604.95143209902,TQQQ
2024-03-21,45156.75575529543,TQQQ
2024-03-22,45246.426144470846,TQQQ
2024-03-25,44804.977303375876,TQQQ
2024-03-26,44404.9174870154,TQQQ
2024-03-27,44777.38103186098,TQQQ
2024-03-28,44508.38062941042,TQQQ
2024-04-01,44770.48600088564,TQQQ
2024-04-02,43625.48294722048,TQQQ
2024-04-03,43901.39452825991,TQQQ
2024-04-04,41928.67557035891,TQQQ
2024-04-05,43335.78937803713,TQQQ
2024-04-08,43363.37757574526,TQQQ
2024-04-09,43791.030972351706,TQQQ
2024-04-10,42694.31197439638,TQQQ
2024-04-11,44604.95143209902,TQQQ
2024-04-12,42549.46518980471,TQQQ
2024-04-15,40514.66673170534,TQQQ
2024-04-16,40521.564453949606,TQQQ
2024-04-17,39093.76555334536,TQQQ
2024-04-18,38431.597674240744,TQQQ
2024-04-19,36176.080178131735,TQQQ
2024-04-22,37169.33334242312,TQQQ
2024-04-23,38735.08937918154,TQQQ
2024-04-24,39093.76555334536,TQQQ
2024-04-25,38500.57220541445,TQQQ
2024-04-26,40176.686415543234,TQQQ
2024-04-29,40631.93070112673,TQQQ
2024-04-30,38424.69726072756,TQQQ
2024-05-01,37638.37038122622,TQQQ
2024-05-02,38955.811108460104,TQQQ
2024-05-03,41156.15220915285,TQQQ
2024-05-06,42439.096251358664,TQQQ
2024-05-07,42439.096251358664,TQQQ
2024-05-08,42363.226689209616,TQQQ
2024-05-09,42583.95380102602,TQQQ
2024-05-10,42859.851925720846,TQQQ
2024-05-13,43128.86578451601,TQQQ
2024-05-14,43894.496806015646,TQQQ
2024-05-15,45825.82673918215,TQQQ
2024-05-16,45556.818262924826,TQQQ
2024-05-17,45460.24746023623,TQQQ
2024-05-20,46356.93520437685,TQQQ
2024-05-21,46584.55465589968,TQQQ
2024-05-22,46556.96914946047,TQQQ
2024-05-23,45894.801270355856,TQQQ
2024-05-24,47122.57429968325,TQQQ
2024-05-28,47612.30450521914,TQQQ
2024-05-29,46660.43767439333,TQQQ
2024-05-30,45225.73028646914,TQQQ
2024-05-31,45177.4462307593,TQQQ
2024-06-03,45598.19652258364,TQQQ
2024-06-04,45922.389468063986,TQQQ
2024-06-05,48571.063675751364,TQQQ
2024-06-06,48515.89804541079,TQQQ
2024-06-07,48343.44691549746,TQQQ
2024-06-10,48833.171738495505,TQQQ
2024-06-11,49798.8420876166,TQQQ
2024-06-12,51894.612909545824,UVXY
2024-06-13,51894.612909545824,UVXY
2024-06-14,54063.014818420335,UVXY
2024-06-17,53604.31545471184,UVXY
2024-06-18,53312.41354583733,UVXY
2024-06-20,56211.0106864347,TQQQ
2024-06-21,55720.24013666053,TQQQ
2024-06-24,53927.83781198402,TQQQ
2024-06-25,55634.880773104625,TQQQ
2024-06-26,55965.461675204235,TQQQ
2024-06-27,56351.02468637367,TQQQ
2024-06-28,55508.50961831947,TQQQ
2024-07-01,56372.44362024208,TQQQ
2024-07-02,58014.60813669105,TQQQ
2024-07-03,59371.19426874061,TQQQ
2024-07-05,61084.75893167396,TQQQ
2024-07-08,61801.54034827966,UVXY
2024-07-09,61801.54034827966,UVXY
2024-07-10,61583.939518201536,UVXY
2024-07-11,61496.915479047086,TQQQ
2024-07-12,62445.81591926315,TQQQ
2024-07-15,62887.149003369595,TQQQ
2024-07-16,62931.29946647384,TQQQ
2024-07-17,57671.8934186528,TQQQ
2024-07-18,56855.39290366867,TQQQ
2024-07-19,55398.94226203659,TQQQ
2024-07-22,57679.247063977506,TQQQ
2024-07-23,57090.78960929611,TQQQ
2024-07-24,51272.334969861295,TQQQ
2024-07-25,49668.771394116666,TQQQ
2024-07-26,51000.17289672592,TQQQ
2024-07-29,51279.700051648404,TQQQ
2024-07-30,49315.69063125351,TQQQ
2024-07-31,53354.03416572311,TQQQ
2024-08-01,49734.97421584823,TQQQ
2024-08-02,46336.59224448898,TQQQ
2024-08-05,42570.41078315475,TQQQ
2024-08-06,43556.090886456754,TQQQ
2024-08-07,42254.11540160873,TQQQ
2024-08-08,45836.38997016647,TQQQ
2024-08-09,46417.49949775436,TQQQ
2024-08-12,46711.73394332626,TQQQ
2024-08-13,49882.09286819198,TQQQ
2024-08-14,49963.002980572965,TQQQ
2024-08-15,53486.42837272384,TQQQ
2024-08-16,53618.83973441818,TQQQ
2024-08-19,55575.48693214157,TQQQ
2024-08-20,55251.83504615524,TQQQ
2024-08-21,55965.33878074386,TQQQ
2024-08-22,53427.57633720138,TQQQ
2024-08-23,55009.09041343429,TQQQ
2024-08-26,53486.42837272384,TQQQ
2024-08-27,53913.07703910568,TQQQ
2024-08-28,52191.80939231613,TQQQ
2024-08-29,51934.351750714566,TQQQ
2024-08-30,53596.767361981656,TQQQ
2024-09-03,48992.03588615158,TQQQ
2024-09-04,48602.17546020248,TQQQ
2024-09-05,48749.29697166183,TQQQ
2024-09-06,45049.32405029037,TQQQ
2024-09-09,46608.754317624356,TQQQ
2024-09-10,47778.329877240445,TQQQ
2024-09-11,50625.02262054184,TQQQ
2024-09-12,52029.989167554166,TQQQ
2024-09-13,52669.939294202115,TQQQ
2024-09-16,52007.91679511764,TQQQ
2024-09-17,52037.33709464767,TQQQ
2024-09-18,51397.38696799972,TQQQ
2024-09-19,55045.86435828903,TQQQ
2024-09-20,54714.858826977994,TQQQ
2024-09-23,55097.36274848678,TQQQ
2024-09-24,55832.93885551193,TQQQ
2024-09-25,56017.42043052414,TQQQ
2024-09-26,57139.10866294601,TQQQ
2024-09-27,56209.29567847946,TQQQ
2024-09-30,56622.54652915695,TQQQ
