date,equity,holding
2023-10-10,24905.228996095066,TQQQ
2023-10-11,25408.677745637302,TQQQ
2023-10-12,25126.254039582614,TQQQ
2023-10-13,24223.736923035984,TQQQ
2023-10-16,24997.32095318735,TQQQ
2023-10-17,24770.155319032077,TQQQ
2023-10-18,23775.54866009653,TQQQ
2023-10-19,23173.872192201023,TQQQ
2023-10-20,22185.398879823093,TQQQ
2023-10-23,22369.585208711032,TQQQ
2023-10-24,22965.121085938816,TQQQ
2023-10-25,21418.048193867904,TECS
2023-10-26,21989.836435318284,TECL
2023-10-27,22277.8804628416,SPXL
2023-10-30,23019.14423436686,BSV
2023-10-31,23013.326067377915,BSV
2023-11-01,23188.31799930233,TQQQ
2023-11-02,24357.1163124432,TQQQ
2023-11-03,25174.642113148155,TQQQ
2023-11-06,25449.279196201744,TQQQ
2023-11-07,26132.675411640586,TQQQ
2023-11-08,26177.386110722007,TQQQ
2023-11-09,25583.39873355526,TQQQ
2023-11-10,27212.06237453121,TQQQ
2023-11-13,26975.748030125083,TQQQ
2023-11-14,28598.021198688926,TQQQ
2023-11-15,28674.6641640057,TQQQ
2023-11-16,28719.37235110897,TQQQ
2023-11-17,28738.528696476402,TQQQ
2023-11-20,29722.113836704673,TQQQ
2023-11-21,29204.776960789146,TQQQ
2023-11-22,29530.510191379966,TQQQ
2023-11-24,29389.997669636192,TQQQ
2023-11-27,29306.96925586361,TQQQ
2023-11-28,29530.510191379966,TQQQ
2023-11-29,29428.322920261802,TQQQ
2023-11-30,29192.001039921226,TQQQ
2023-12-01,29428.322920261802,TQQQ
2023-12-04,28623.570528446617,TQQQ
2023-12-05,28821.564646183433,TQQQ
2023-12-06,28329.772076069297,TQQQ
2023-12-07,29466.638122974815,TQQQ
2023-12-08,29805.142250477256,TQQQ
2023-12-11,30533.25418895382,TQQQ
2023-12-12,31242.2022461285,TQQQ
2023-12-13,31982.053690647506,UVXY
2023-12-14,31807.053690647506,UVXY
2023-12-15,33242.0536906475,UVXY
2023-12-18,33347.0536906475,UVXY
2023-12-19,34082.0536906475,UVXY
2023-12-20,36731.08070717759,TQQQ
2023-12-21,37887.796386346294,TQQQ
2023-12-22,38031.476434335185,TQQQ
2023-12-26,38692.46204720445,TQQQ
2023-12-27,38886.44178734727,TQQQ
2023-12-28,38793.041738137676,TQQQ
2023-12-29,38282.94113503404,TQQQ
2024-01-02,36436.51846276231,TQQQ
2024-01-03,35330.099662408305,TQQQ
2024-01-04,34769.70218048997,TQQQ
2024-01-05,34891.8376766295,TQQQ
2024-01-08,36881.95727692552,TQQQ
2024-01-09,37111.860545739604,TQQQ
2024-01-10,37808.764060601665,TQQQ
2024-01-11,37981.18799553819,TQQQ
2024-01-12,38024.299605950786,TQQQ
2024-01-16,38002.74380074449,TQQQ
2024-01-17,37377.69015656419,TQQQ
2024-01-18,38900.809510812236,TQQQ
2024-01-19,41041.80286751695,TQQQ
2024-01-22,41199.86189232774,TQQQ
2024-01-23,41666.85932503648,TQQQ
2024-01-24,42320.654042825176,TQQQ
2024-01-25,42435.60989724107,TQQQ
2024-01-26,41688.40950356431,TQQQ
2024-01-29,42859.49571953721,TQQQ
2024-01-30,42040.45389519639,TQQQ
2024-01-31,39676.74253807969,TQQQ
2024-02-01,41013.06460724778,TQQQ
2024-02-02,42981.628402337505,TQQQ
2024-02-05,42773.27812539048,TQQQ
2024-02-06,42536.18677483506,TQQQ
2024-02-07,43750.37616120286,TQQQ
2024-02-08,43922.80290947862,TQQQ
2024-02-09,45158.54528771348,TQQQ
2024-02-12,44648.44187127061,TQQQ
2024-02-13,42622.40155564256,TQQQ
2024-02-14,43915.614827737285,TQQQ
2024-02-15,44267.659219369365,TQQQ
2024-02-16,43103.7695251555,TQQQ
2024-02-20,42148.224481210185,TQQQ
2024-02-21,41645.31195984788,TQQQ
2024-02-22,45086.69541703172,TQQQ
2024-02-23,44691.55348168321,TQQQ
2024-02-26,44634.07696114488,TQQQ
2024-02-27,44899.900945290996,TQQQ
2024-02-28,44203.0030571074,TQQQ
2024-02-29,45223.20707665391,TQQQ
2024-03-01,47213.321050271465,TQQQ
