date,time,action,symbol,price,shares,fee,branch
2023-10-10,12:30,BUY,TQQQ,19.04432949605414,1246,11.864617276041729,bull_trend
2023-10-25,12:30,SELL,TQQQ,16.240832043358154,1246,10.11803836301213,bear_relative_inverse
2023-10-25,12:30,BUY,TECS,1451.8283473400209,14,10.162798431380146,bear_relative_inverse
2023-10-26,12:30,SELL,TECS,1564.6561459301936,14,10.952593021511355,bear_tqqq_oversold
2023-10-26,12:30,BUY,TECL,36.66197979242428,596,10.925269978142436,bear_tqqq_oversold
2023-10-27,12:30,SELL,TECL,37.85768122934295,596,11.2815890063442,bear_spy_oversold
2023-10-27,12:30,BUY,SPXL,67.57728891293333,333,11.251618604003399,bear_spy_oversold
2023-10-30,12:30,SELL,SPXL,67.93854196020824,333,11.311767236374672,bear_relative_bond
2023-10-30,12:30,BUY,BSV,67.91043610355648,333,11.307087611242155,bear_relative_bond
2023-11-02,12:30,SELL,BSV,68.21238638200917,333,11.357362332604527,bull_trend
2023-11-02,12:30,BUY,TQQQ,17.41001909849784,1303,11.342627442671345,bull_trend
2023-12-14,12:30,SELL,TQQQ,23.835672303891066,1303,15.528940505985029,bull_overbought
2023-12-14,12:30,BUY,UVXY,215.01499938964844,142,15.266064956665039,bull_overbought
2023-12-21,12:30,SELL,UVXY,252.74998474121094,142,17.945248916625978,bull_trend
2023-12-21,12:30,BUY,TQQQ,23.950101740905126,1489,17.830850746103863,bull_trend
2024-01-24,12:30,SELL,TQQQ,28.065993250352932,1489,20.895131974887757,bull_overbought
2024-01-24,12:30,BUY,UVXY,181.6999969482422,228,20.71379965209961,bull_overbought
2024-01-25,12:30,SELL,UVXY,190.25,228,21.6885,bull_trend
2024-01-25,12:30,BUY,TQQQ,27.681243683089967,1563,21.632891938334808,bull_trend
2024-06-14,12:30,SELL,TQQQ,35.84106563325586,1563,28.009792792389455,bull_overbought
2024-06-14,12:30,BUY,UVXY,124.625,444,27.66675,bull_overbought
2024-06-20,12:30,SELL,UVXY,126.54999542236328,444,28.09409898376465,bull_trend
2024-06-20,12:30,BUY,TQQQ,36.85888908499632,1521,28.031185149139702,bull_trend
2024-07-09,12:30,SELL,TQQQ,40.542791751384335,1521,30.832793126927786,bull_overbought
2024-07-09,12:30,BUY,UVXY,107.17499542236328,572,30.652048690795898,bull_overbought
2024-07-11,12:30,SELL,UVXY,108.39900207519531,572,31.00211459350586,bull_trend
2024-07-11,12:30,BUY,TQQQ,39.409239873293885,1572,30.975662540408994,bull_trend
2025-03-07,12:30,SELL,TQQQ,31.591760029191946,1572,24.83112338294487,bear_tqqq_oversold
2025-03-07,12:30,BUY,TECL,62.1144407436268,808,25.09423406042523,bear_tqqq_oversold
2025-03-12,12:30,SELL,TECL,60.42329371718448,808,24.41101066174253,bear_relative_bond
2025-03-12,12:30,BUY,BSV,73.8925326441389,661,24.421482038887905,bear_relative_bond
