date,time,action,symbol,price,shares,fee,branch
2023-10-10,09:30,BUY,TQQQ,18.43085700030811,1287,11.860256479698268,bull_trend
2023-10-23,09:30,SELL,TQQQ,16.4062027774306,1287,10.557391487276591,bear_relative_inverse
2023-10-23,09:30,BUY,TECS,1483.389943229487,14,10.383729602606408,bear_relative_inverse
2023-10-24,09:30,SELL,TECS,1436.4984828028898,14,10.055489379620228,bull_trend
2023-10-24,09:30,BUY,TQQQ,16.925060369848545,1217,10.298899235052838,bull_trend
2023-10-26,09:30,SELL,TQQQ,15.702964151655843,1217,9.55525368628258,bear_relative_inverse
2023-10-26,09:30,BUY,TECS,1469.8633720118598,13,9.554111918077089,bear_relative_inverse
2023-10-30,09:30,SELL,TECS,1509.5407785386305,13,9.812015060501098,bear_relative_bond
2023-10-30,09:30,BUY,BSV,67.89849178534669,289,9.811332062982597,bear_relative_bond
2023-11-02,09:30,SELL,BSV,68.22145340075969,289,9.858000016409775,bull_trend
2023-11-02,09:30,BUY,TQQQ,17.342123322511515,1136,9.850326047186542,bull_trend
2023-12-14,09:30,SELL,TQQQ,23.884217385977568,1136,13.566235475235258,bull_overbought
2023-12-14,09:30,BUY,UVXY,211.25,126,13.30875,bull_overbought
2023-12-21,09:30,SELL,UVXY,245.25001525878906,126,15.450750961303712,bull_trend
2023-12-21,09:30,BUY,TQQQ,24.300805485700195,1266,15.382409872448223,bull_trend
2024-06-13,09:30,SELL,TQQQ,35.9643024384293,1266,22.765403443525745,bull_overbought
2024-06-13,09:30,BUY,UVXY,117.70000457763672,380,22.363000869750977,bull_overbought
2024-06-21,09:30,SELL,UVXY,128.39999389648438,380,24.39599884033203,bull_trend
2024-06-21,09:30,BUY,TQQQ,36.61446674853029,1326,24.27539145427558,bull_trend
2024-07-08,09:30,SELL,TQQQ,40.14531086827568,1326,26.616341105666777,bull_overbought
2024-07-08,09:30,BUY,UVXY,108.4000015258789,488,26.449600372314453,bull_overbought
2024-07-12,09:30,SELL,UVXY,105.4000015258789,488,25.717600372314454,bull_trend
2024-07-12,09:30,BUY,TQQQ,39.01667092228066,1321,25.770511144166377,bull_trend
2025-03-10,09:30,SELL,TQQQ,31.611517679948307,1321,20.879407427605855,bear_tqqq_oversold
2025-03-10,09:30,BUY,TECL,62.189181941700696,678,21.082132678236537,bear_tqqq_oversold
2025-03-12,09:30,SELL,TECL,60.01219217840342,678,20.344133148478758,bear_relative_bond
2025-03-12,09:30,BUY,BSV,73.89727434187652,551,20.358699081186984,bear_relative_bond
2025-03-13,09:30,SELL,BSV,73.8783003116928,551,20.353471735871366,bear_tqqq_oversold
2025-03-13,09:30,BUY,TECL,59.20866192567245,687,20.338175371468488,bear_tqqq_oversold
2025-03-14,09:30,SELL,TECL,58.48922532231466,687,20.091048898215085,bear_relative_bond
2025-03-14,09:30,BUY,BSV,73.96369430636936,543,20.08114300417928,bear_relative_bond
2025-03-24,09:30,SELL,BSV,74.0680695704628,543,20.109480888380652,bull_trend
2025-03-24,09:30,BUY,TQQQ,32.14002259042448,1251,20.103584130310512,bull_trend
2025-03-27,09:30,SELL,TQQQ,31.09046441969603,1251,19.447085494519868,bear_relative_bond
2025-03-27,09:30,BUY,BSV,74.01114024067842,526,19.464929883298424,bear_relative_bond
2025-04-04,09:30,SELL,BSV,74.86697057903352,526,19.690013262285817,bear_tqqq_oversold
2025-04-04,09:30,BUY,TECL,41.14177043540359,956,19.66576626812292,bear_tqqq_oversold
2025-04-08,09:30,SELL,TECL,41.3104613460287,956,19.74640052340172,bear_relative_bond
2025-04-08,09:30,BUY,BSV,74.26726865772265,531,19.717959828625364,bear_relative_bond
2025-04-09,09:30,SELL,BSV,74.28631073335815,531,19.723015499706587,bear_tqqq_oversold
2025-04-09,09:30,BUY,TECL,34.98456292264785,1126,19.696308925450737,bear_tqqq_oversold
2025-04-10,09:30,SELL,TECL,43.73772856831382,1126,24.62434118396068,bear_relative_bond
2025-04-10,09:30,BUY,BSV,74.22919903129959,656,24.347177282266266,bear_relative_bond
2025-04-25,09:30,SELL,BSV,74.58139754389272,656,24.462698394396813,bear_trend_long
2025-04-25,09:30,BUY,TECL,48.048713342592976,1017,24.432770734708527,bear_trend_long
2025-05-02,09:30,SELL,TECL,55.75225301107217,1017,28.3500206561302,bear_trend_inverse
2025-05-02,09:30,BUY,TECS,424.95674936243216,132,28.047145457920525,bear_trend_inverse
2025-05-05,09:30,SELL,TECS,428.60364067518157,132,28.287840284561984,bear_trend_long
2025-05-05,09:30,BUY,TECL,55.05874553683331,1029,28.32772457870074,bear_trend_long
2025-05-09,09:30,SELL,TECL,58.17015010499826,1029,29.928542229021605,bear_trend_inverse
2025-05-09,09:30,BUY,TECS,406.1465819229576,146,29.648700480375904,bear_trend_inverse
2025-05-12,09:30,SELL,TECS,361.4243875689721,146,26.383980292534964,bull_trend
2025-05-12,09:30,BUY,TQQQ,32.63117061690879,1637,26.708613149939843,bull_trend
2025-07-28,09:30,SELL,TQQQ,44.496548956306604,1637,36.42042532073695,bull_overbought
2025-07-28,09:30,BUY,UVXY,74.6500015258789,962,35.90665073394776,bull_overbought
2025-07-30,09:30,SELL,UVXY,76.0,962,36.556,bull_trend
2025-07-30,09:30,BUY,TQQQ,44.57802062993916,1637,36.48710988560521,bull_trend
2026-03-19,09:30,SELL,TQQQ,44.65815160178234,1637,36.55269708605885,bear_relative_inverse
2026-03-19,09:30,BUY,TECS,195.7427150376014,373,36.50601635451267,bear_relative_inverse
2026-03-23,09:30,SELL,TECS,187.7632481230846,373,35.017845774955276,bull_trend
2026-03-23,09:30,BUY,TQQQ,44.93206840972702,1561,35.06947939379194,bull_trend
2026-03-24,09:30,SELL,TQQQ,43.66707735061524,1561,34.08215387215519,bear_relative_inverse
2026-03-24,09:30,BUY,TECS,193.9753003064622,351,34.04266520378412,bear_relative_inverse
