date,time,action,symbol,price,shares,fee,branch
2023-10-10,10:30,BUY,TQQQ,18.758203772152232,1265,11.864563885886286,bull_trend
2023-10-25,10:30,SELL,TQQQ,16.352808922044733,1265,10.343151643193295,bear_relative_bond
2023-10-25,10:30,BUY,BSV,67.78492410313123,307,10.404985849830645,bear_relative_bond
2023-10-26,10:30,SELL,BSV,67.84419691921852,307,10.414084227100043,bear_tqqq_oversold
2023-10-26,10:30,BUY,TECL,38.094957975278945,546,10.399923527251152,bear_tqqq_oversold
2023-10-27,10:30,SELL,TECL,37.778585431094875,546,10.3135538226889,bear_spy_oversold
2023-10-27,10:30,BUY,SPXL,67.81172082388642,304,10.307381565230735,bear_spy_oversold
2023-10-30,10:30,SELL,SPXL,67.75318169382176,304,10.298483617460908,bear_relative_bond
2023-10-30,10:30,BUY,BSV,67.90518888862039,303,10.287636116625988,bear_relative_bond
2023-11-01,10:30,SELL,BSV,68.0751214080694,303,10.313380893322515,bull_trend
2023-11-01,10:30,BUY,TQQQ,16.36978240354862,1260,10.31296291423563,bull_trend
2023-12-14,10:30,SELL,TQQQ,23.762977703815253,1260,14.970675953403608,bull_overbought
2023-12-14,10:30,BUY,UVXY,218.37498474121094,134,14.631123977661133,bull_overbought
2023-12-21,10:30,SELL,UVXY,241.75,134,16.19725,bull_trend
2023-12-21,10:30,BUY,TQQQ,24.102950259271744,1344,16.197182574230613,bull_trend
2024-01-25,10:30,SELL,TQQQ,27.924739227003496,1344,18.76542476054635,bull_overbought
2024-01-25,10:30,BUY,UVXY,187.98748779296875,198,18.610761291503906,bull_overbought
2024-01-26,10:30,SELL,UVXY,188.75,198,18.68625,bull_trend
2024-01-26,10:30,BUY,TQQQ,27.2330737145568,1371,18.668272031328684,bull_trend
2024-06-12,10:30,SELL,TQQQ,35.455903531029286,1371,24.305021870520576,bull_overbought
2024-06-12,10:30,BUY,UVXY,118.05000305175781,406,23.964150619506835,bull_overbought
2024-06-21,10:30,SELL,UVXY,126.54999542236328,406,25.689649070739748,bull_trend
2024-06-21,10:30,BUY,TQQQ,36.32116069068883,1410,25.60641828693562,bull_trend
2024-07-08,10:30,SELL,TQQQ,40.09133202913564,1410,28.26438908054063,bull_overbought
2024-07-08,10:30,BUY,UVXY,107.60000610351562,522,28.08360159301758,bull_overbought
2024-07-11,10:30,SELL,UVXY,106.5999984741211,522,27.822599601745605,bull_trend
2024-07-11,10:30,BUY,TQQQ,40.474092091360745,1376,27.846175358856193,bull_trend
2025-03-10,10:30,SELL,TQQQ,30.55944632958841,1376,21.024899074756828,bear_tqqq_oversold
2025-03-10,10:30,BUY,TECL,59.91875320612373,712,21.331076141380052,bear_tqqq_oversold
2025-03-14,10:30,SELL,TECL,58.882766065534916,712,20.96226471933043,bear_relative_bond
2025-03-14,10:30,BUY,BSV,73.94054323863655,567,20.962144008153466,bear_relative_bond
2025-03-24,10:30,SELL,BSV,74.00620308364475,567,20.980758574213286,bull_trend
2025-03-24,10:30,BUY,TQQQ,32.525287359207006,1289,20.962547703008916,bull_trend
2025-03-27,10:30,SELL,TQQQ,31.454623608229376,1289,20.272504915503834,bear_relative_bond
