date,equity,holding
2023-10-10,24534.92031992883,TQQQ
2023-10-11,25030.415692701048,TQQQ
2023-10-12,24752.453656568236,TQQQ
2023-10-13,23864.194314374632,TQQQ
2023-10-16,24625.557427777952,TQQQ
2023-10-17,24401.98050822229,TQQQ
2023-10-18,23423.08643473596,TQQQ
2023-10-19,22830.915124311156,TQQQ
2023-10-20,21858.057504071898,TQQQ
2023-10-23,22039.334096326536,TQQQ
2023-10-24,22625.46182383508,TQQQ
2023-10-25,21751.72168328195,TECS
2023-10-26,23115.642983192007,TECL
2023-10-27,23417.15852093709,SPXL
2023-10-30,23742.957572160616,BSV
2023-10-31,23736.959276162725,BSV
2023-11-01,23832.100968994495,BSV
2023-11-02,24150.778100519085,TQQQ
2023-11-03,24959.613421945476,TQQQ
2023-11-06,25231.33105233183,TQQQ
2023-11-07,25907.462615518474,TQQQ
2023-11-08,25951.69803002348,TQQQ
2023-11-09,25364.0248694705,TQQQ
2023-11-10,26975.37545731535,TQQQ
2023-11-13,26741.573186426067,TQQQ
2023-11-14,28346.601233987712,TQQQ
2023-11-15,28422.429467706585,TQQQ
2023-11-16,28466.66239693632,TQQQ
2023-11-17,28485.61510613432,TQQQ
2023-11-20,29458.744519739055,TQQQ
2023-11-21,28946.907048730754,TQQQ
2023-11-22,29269.177663354778,TQQQ
2023-11-24,29130.158820657634,TQQQ
2023-11-27,29048.013017206096,TQQQ
2023-11-28,29269.177663354778,TQQQ
2023-11-29,29168.076665429973,TQQQ
2023-11-30,28934.266938714885,TQQQ
2023-12-01,29168.076665429973,TQQQ
2023-12-04,28371.878968744182,TQQQ
2023-12-05,28567.768365411663,TQQQ
2023-12-06,28081.203658609295,TQQQ
2023-12-07,29205.984569101238,TQQQ
2023-12-08,29540.890323190593,TQQQ
2023-12-11,30261.26227143278,TQQQ
2023-12-12,30962.674054651165,TQQQ
2023-12-13,32011.626731424236,TQQQ
2023-12-14,32131.24195660535,UVXY
2023-12-15,33586.74195660535,UVXY
2023-12-18,33693.24195660535,UVXY
2023-12-19,34438.74195660535,UVXY
2023-12-20,37314.24195660535,UVXY
2023-12-21,38273.20427562356,TQQQ
2023-12-22,38418.24806644082,TQQQ
2023-12-26,39085.50744105935,TQQQ
2023-12-27,39281.32834483743,TQQQ
2023-12-28,39187.04178668618,TQQQ
2023-12-29,38672.09955073953,TQQQ
2024-01-02,36808.15151073098,TQQQ
2024-01-03,35691.23110820413,TQQQ
2024-01-04,35125.51459933877,TQQQ
2024-01-05,35248.809347645045,TQQQ
2024-01-08,37257.818218723536,TQQQ
2024-01-09,37489.90362025857,TQQQ
2024-01-10,38193.42181254983,TQQQ
2024-01-11,38367.48231364846,TQQQ
2024-01-12,38411.00311900735,TQQQ
2024-01-16,38389.242716327906,TQQQ
2024-01-17,37758.25635959268,TQQQ
2024-01-18,39295.83243991494,TQQQ
2024-01-19,41457.14708949685,TQQQ
2024-01-22,41616.706335560084,TQQQ
2024-01-23,42088.136286274195,TQQQ
2024-01-24,45085.81791193615,UVXY
2024-01-25,45288.92517155696,TQQQ
2024-01-26,44497.14604252864,TQQQ
2024-01-29,45738.10045308162,TQQQ
2024-01-30,44870.19376057674,TQQQ
2024-01-31,42365.460980120195,TQQQ
2024-02-01,43781.50938290645,TQQQ
2024-02-02,45867.51969594051,TQQQ
2024-02-05,45646.73902958919,TQQQ
2024-02-06,45395.502567949785,TQQQ
2024-02-07,46682.13172787715,TQQQ
2024-02-08,46864.84563130428,TQQQ
2024-02-09,48174.3136565118,TQQQ
2024-02-12,47633.77695149471,TQQQ
2024-02-13,45486.8610102563,TQQQ
2024-02-14,46857.22870129634,TQQQ
2024-02-15,47230.27641934444,TQQQ
2024-02-16,45996.94788235713,TQQQ
2024-02-20,44984.39404934932,TQQQ
2024-02-21,44451.47725552608,TQQQ
2024-02-22,48098.177149477495,TQQQ
2024-02-23,47679.460644426836,TQQQ
2024-02-26,47618.55501622249,TQQQ
