date,equity,holding
2023-10-10,24889.958429951283,TQQQ
2023-10-11,25393.009510655018,TQQQ
2023-10-12,25110.808888096424,TQQQ
2023-10-13,24209.004660267445,TQQQ
2023-10-16,24981.97764458141,TQQQ
2023-10-17,24754.991446156117,TQQQ
2023-10-18,23761.17041649303,TQQQ
2023-10-19,23159.969206471058,TQQQ
2023-10-20,22172.276678700062,TQQQ
2023-10-23,22356.317520756336,TQQQ
2023-10-24,22951.382990498158,TQQQ
2023-10-25,21362.49407829723,TQQQ
2023-10-26,21295.88436710761,TECS
2023-10-27,20532.96513587786,TECL
2023-10-30,21171.87022074475,SPXL
2023-10-31,20752.62393356944,TECS
2023-11-01,19685.88760544444,TECS
2023-11-02,19242.53292874861,TQQQ
2023-11-03,19887.49064092207,TQQQ
2023-11-06,20104.15573529768,TQQQ
2023-11-07,20643.29671315718,TQQQ
2023-11-08,20678.56961850691,TQQQ
2023-11-09,20209.96454267073,TQQQ
2023-11-10,21494.840414329054,TQQQ
2023-11-13,21308.408672614576,TQQQ
2023-11-14,22588.243009849073,TQQQ
2023-11-15,22648.70773343611,TQQQ
2023-11-16,22683.97865705061,TQQQ
2023-11-17,22699.09136991072,TQQQ
2023-11-20,23475.05565290022,TQQQ
2023-11-21,23066.921245856764,TQQQ
2023-11-22,23323.896816535474,TQQQ
2023-11-24,23213.04449300337,TQQQ
2023-11-27,23147.542198462965,TQQQ
2023-11-28,23323.896816535474,TQQQ
2023-11-29,23243.279827399732,TQQQ
2023-11-30,23056.842140479566,TQQQ
2023-12-01,23243.279827399732,TQQQ
2023-12-04,22608.399238868238,TQQQ
2023-12-05,22764.599609656812,TQQQ
2023-12-06,22376.61746816206,TQQQ
2023-12-07,23273.507234855177,TQQQ
2023-12-08,23540.557947440626,TQQQ
2023-12-11,24114.975794120313,TQQQ
2023-12-12,24674.274982734205,TQQQ
2023-12-13,25510.700025840284,TQQQ
2023-12-14,25159.38853692652,UVXY
2023-12-15,26297.13853692652,UVXY
2023-12-18,26380.38853692652,UVXY
2023-12-19,26963.13853692652,UVXY
2023-12-20,29210.88853692652,UVXY
2023-12-21,28545.265897873804,TQQQ
2023-12-22,28653.39122212307,TQQQ
2023-12-26,29150.810903672143,TQQQ
2023-12-27,29296.78887761013,TQQQ
2023-12-28,29226.501382950708,TQQQ
2023-12-29,28842.629064682886,TQQQ
2024-01-02,27453.117765549585,TQQQ
2024-01-03,26620.49073613064,TQQQ
2024-01-04,26198.76788533108,TQQQ
2024-01-05,26290.68002140896,TQQQ
2024-01-08,27788.329347733423,TQQQ
2024-01-09,27961.341299179956,TQQQ
2024-01-10,28485.79072392361,TQQQ
2024-01-11,28615.54704106228,TQQQ
2024-01-12,28647.990354660913,TQQQ
2024-01-16,28631.768697861597,TQQQ
2024-01-17,28161.389345292017,TQQQ
2024-01-18,29307.60119831936,TQQQ
2024-01-19,30918.789419297143,TQQQ
2024-01-22,31037.73553288357,TQQQ
2024-01-23,31389.170889023706,TQQQ
2024-01-24,31881.179117325708,TQQQ
2024-01-25,31967.688268784448,TQQQ
2024-01-26,31405.388311509058,TQQQ
2024-01-29,32286.680311325952,TQQQ
2024-01-30,31670.316633347436,TQQQ
2024-01-31,29891.523679856225,TQQQ
2024-02-01,30897.162660721704,TQQQ
2024-02-02,32378.59033024685,TQQQ
2024-02-05,32221.79791844265,TQQQ
2024-02-06,32043.37663090603,TQQQ
2024-02-07,32957.10559285061,TQQQ
2024-02-08,33086.864027146265,TQQQ
2024-02-09,34016.81252873318,TQQQ
2024-02-12,33632.938093308374,TQQQ
2024-02-13,32108.25690663235,TQQQ
2024-02-14,33081.45469105618,TQQQ
2024-02-15,33346.383012894556,TQQQ
2024-02-16,32470.506700638696,TQQQ
2024-02-20,31751.41856587307,TQQQ
2024-02-21,31372.955583695337,TQQQ
2024-02-22,33962.742456559106,TQQQ
2024-02-23,33665.38140690701,TQQQ
2024-02-26,33622.12788975613,TQQQ
2024-02-27,33822.17170155422,TQQQ
2024-02-28,33297.726511124536,TQQQ
2024-02-29,34065.47326481716,TQQQ
2024-03-01,35563.11835682766,TQQQ
2024-03-04,35157.62139714138,TQQQ
2024-03-05,33351.79234898464,TQQQ
2024-03-06,33941.11993229763,TQQQ
2024-03-07,35390.10640538113,TQQQ
2024-03-08,33903.271516922876,TQQQ
2024-03-11,33524.80641758816,TQQQ
2024-03-12,34887.2858563699,TQQQ
2024-03-13,34108.72466481106,TQQQ
2024-03-14,33843.79846012966,TQQQ
2024-03-15,32659.738191727563,TQQQ
2024-03-18,33541.02384007351,TQQQ
2024-03-19,33762.70076191799,TQQQ
2024-03-20,34910.33746159451,TQQQ
2024-03-21,35344.428743485376,TQQQ
2024-03-22,35414.97029698269,TQQQ
2024-03-25,35067.69303715603,TQQQ
2024-03-26,34752.975534562036,TQQQ
2024-03-27,35045.983709458276,TQQQ
2024-03-28,34834.36751759426,TQQQ
2024-04-01,35040.55955326931,TQQQ
2024-04-02,34139.81299794094,TQQQ
2024-04-03,34356.866048935815,TQQQ
2024-04-04,32804.975160721704,TQQQ
2024-04-05,33911.91798603909,TQQQ
2024-04-08,33933.62096226589,TQQQ
2024-04-09,34270.04567540066,TQQQ
2024-04-10,33407.28303349392,TQQQ
2024-04-11,34910.33746159451,TQQQ
2024-04-12,33293.33552754299,TQQQ
2024-04-15,31692.608179215356,TQQQ
2024-04-16,31698.034452561304,TQQQ
2024-04-17,30574.819158677026,TQQQ
2024-04-18,30053.907503251,TQQQ
2024-04-19,28279.545759324,TQQQ
2024-04-22,29060.91430104153,TQQQ
2024-04-23,30292.657179001733,TQQQ
2024-04-24,30574.819158677026,TQQQ
2024-04-25,30108.16811955349,TQQQ
2024-04-26,31426.727136734888,TQQQ
2024-04-29,31784.856943253442,TQQQ
2024-04-30,30048.47911274807,TQQQ
2024-05-01,29429.894537094995,TQQQ
2024-05-02,30466.29369175808,TQQQ
2024-05-03,32197.24948323147,TQQQ
2024-05-06,33206.51091969387,TQQQ
2024-05-07,33206.51091969387,TQQQ
2024-05-08,33146.82614720242,TQQQ
2024-05-09,33320.46689427273,TQQQ
2024-05-10,33537.50935948269,TQQQ
2024-05-13,33749.136137131616,TQQQ
2024-05-14,34351.43977558987,TQQQ
2024-05-15,35870.77090657131,TQQQ
2024-05-16,35659.14836323635,TQQQ
2024-05-17,35583.17841923611,TQQQ
2024-05-20,36288.58125126736,TQQQ
2024-05-21,36467.64403736965,TQQQ
2024-05-22,36445.94317829983,TQQQ
2024-05-23,35925.0315228738,TQQQ
2024-05-24,36890.89124119656,TQQQ
2024-05-28,37276.150297287866,TQQQ
2024-05-29,36527.33939564602,TQQQ
2024-05-30,35398.689359787866,TQQQ
2024-05-31,35360.705446366235,TQQQ
2024-06-03,35691.69965184109,TQQQ
2024-06-04,35946.73449910061,TQQQ
2024-06-05,38030.383237961694,TQQQ
2024-06-06,37986.98575413601,TQQQ
2024-06-07,37851.32256901638,TQQQ
2024-06-10,38236.577390793725,TQQQ
2024-06-11,38996.24719059841,TQQQ
2024-06-12,40477.592291001245,TQQQ
2024-06-13,41101.60314000027,TQQQ
2024-06-14,40826.54455322589,UVXY
2024-06-17,40481.145032351866,UVXY
2024-06-18,40261.343594973936,UVXY
2024-06-20,42113.94407409991,UVXY
2024-06-21,41907.89824759335,TQQQ
2024-06-24,40560.208802097746,TQQQ
2024-06-25,41843.71739279599,TQQQ
2024-06-26,42092.27787863583,TQQQ
2024-06-27,42382.178864353606,TQQQ
2024-06-28,41748.700180881926,TQQQ
2024-07-01,42398.28354727597,TQQQ
