date,equity,holding
2023-10-10,25309.550606526722,TQQQ
2023-10-11,25821.35040167748,TQQQ
2023-10-12,25534.241942204822,TQQQ
2023-10-13,24616.754162587513,TQQQ
2023-10-16,25403.17015532433,TQQQ
2023-10-17,25172.236370839466,TQQQ
2023-10-18,24161.13149718224,TQQQ
2023-10-19,23549.474613942493,TQQQ
2023-10-20,22544.604824818958,TQQQ
2023-10-23,22731.846377171863,TQQQ
2023-10-24,23337.260811604847,TQQQ
2023-10-25,21720.739048756946,TQQQ
2023-10-26,22664.429666996304,TECS
2023-10-27,22209.349261068637,TECL
2023-10-30,22885.18444691234,SPXL
2023-10-31,22533.016343187803,TECS
2023-11-01,21384.223374437803,TECS
2023-11-02,21108.46035863983,TQQQ
2023-11-03,21815.492922803038,TQQQ
2023-11-06,22053.01125051605,TQQQ
2023-11-07,22644.042601605528,TQQQ
2023-11-08,22682.710396786802,TQQQ
2023-11-09,22169.00377370941,TQQQ
2023-11-10,23577.544310589903,TQQQ
2023-11-13,23373.169186612242,TQQQ
2023-11-14,24776.18295957672,TQQQ
2023-11-15,24842.46719457733,TQQQ
2023-11-16,24881.13281728851,TQQQ
2023-11-17,24897.700074216,TQQQ
2023-11-20,25748.348118802183,TQQQ
2023-11-21,25300.93224813568,TQQQ
2023-11-22,25582.640790005797,TQQQ
2023-11-24,25461.11933042633,TQQQ
2023-11-27,25389.31267644989,TQQQ
2023-11-28,25582.640790005797,TQQQ
2023-11-29,25494.264706631773,TQQQ
2023-11-30,25289.883065243834,TQQQ
2023-12-01,25494.264706631773,TQQQ
2023-12-04,24798.279152890318,TQQQ
2023-12-05,24969.51324560272,TQQQ
2023-12-06,24544.18922330963,TQQQ
2023-12-07,25527.401392956846,TQQQ
2023-12-08,25820.154772778624,TQQQ
2023-12-11,26449.85826398956,TQQQ
2023-12-12,27062.98798086273,TQQQ
2023-12-13,27979.915915509337,TQQQ
2023-12-14,28612.734424949143,UVXY
2023-12-15,29904.234424949143,UVXY
2023-12-18,29998.734424949143,UVXY
2023-12-19,30660.234424949143,UVXY
2023-12-20,33211.73442494914,UVXY
2023-12-21,32648.666701280406,TQQQ
2023-12-22,32772.3776578539,TQQQ
2023-12-26,33341.49747368031,TQQQ
2023-12-27,33508.51731773549,TQQQ
2023-12-28,33428.098292314346,TQQQ
2023-12-29,32988.89302726918,TQQQ
