ending_equity,cagr,max_drawdown,volatility,sharpe,time,sessions,entries,fees,ending_vs_0930,cagr_difference
139767.31924272818,0.8094768542437463,-0.42754608668315774,0.5682234688503034,1.319682971100143,09:30,729,42,2789.6138710686164,0.0,0.0
133508.68408653492,0.7811375438752453,-0.3894013125590021,0.5614129803354879,1.3105361297969227,10:30,729,42,2538.9073384612584,-0.04477895970319168,-0.028339310368501014
118309.82318579894,0.7084863267071144,-0.40279643567997636,0.5647857151629005,1.2390452493468282,11:30,729,42,2214.0887994440054,-0.15352298500957062,-0.10099052753663185
