date,time,action,symbol,price,shares,fee,branch
2023-10-10,09:30,BUY,TQQQ,18.43085700030811,1287,11.860256479698268,bull_trend
2023-10-26,09:30,SELL,TQQQ,15.702964151655843,1287,10.104857431590535,bear_relative_inverse
2023-10-26,09:30,BUY,TECS,1469.8633720118598,13,9.554111918077089,bear_relative_inverse
2023-10-27,09:30,SELL,TECS,1532.0846969755871,13,9.958550530341316,bear_tqqq_oversold
2023-10-27,09:30,BUY,TECL,37.45290937808307,564,10.561720444619427,bear_tqqq_oversold
2023-10-30,09:30,SELL,TECL,38.0576445510908,564,10.732255763407606,bear_spy_oversold
2023-10-30,09:30,BUY,SPXL,68.03609725299366,315,10.715685317346502,bear_spy_oversold
2023-10-31,09:30,SELL,SPXL,69.28482286382706,315,10.912359601052762,bear_relative_inverse
2023-10-31,09:30,BUY,TECS,1483.3899432294875,14,10.383729602606412,bear_relative_inverse
2023-11-02,09:30,SELL,TECS,1332.7964579928887,14,9.32957520595022,bull_trend
2023-11-02,09:30,BUY,TQQQ,17.342123322511515,1139,9.87633923217031,bull_trend
2023-12-14,09:30,SELL,TQQQ,23.884217385977568,1139,13.602061801314225,bull_overbought
2023-12-14,09:30,BUY,UVXY,211.25,126,13.30875,bull_overbought
2023-12-21,09:30,SELL,UVXY,245.25001525878906,126,15.450750961303712,bull_trend
2023-12-21,09:30,BUY,TQQQ,24.300805485700195,1270,15.431011483419626,bull_trend
2024-06-14,09:30,SELL,TQQQ,35.66610688957363,1270,22.647977874879256,bull_overbought
2024-06-14,09:30,BUY,UVXY,122.0,365,22.265,bull_overbought
2024-06-21,09:30,SELL,UVXY,128.39999389648438,365,23.4329988861084,bull_trend
2024-06-21,09:30,BUY,TQQQ,36.61446674853029,1275,23.341722552188063,bull_trend
2024-07-08,09:30,SELL,TQQQ,40.14531086827568,1275,25.592635678525745,bull_overbought
2024-07-08,09:30,BUY,UVXY,108.4000015258789,469,25.419800357818605,bull_overbought
2024-07-12,09:30,SELL,UVXY,105.4000015258789,469,24.716300357818604,bull_trend
2024-07-12,09:30,BUY,TQQQ,39.01667092228066,1269,24.756077700187078,bull_trend
2025-03-11,09:30,SELL,TQQQ,29.339440600379337,1269,18.615875060940688,bear_tqqq_oversold
2025-03-11,09:30,BUY,TECL,57.01298151656212,663,18.899803372740344,bear_tqqq_oversold
2025-03-17,09:30,SELL,TECL,60.94652487405827,663,20.203772995750317,bear_relative_bond
2025-03-17,09:30,BUY,BSV,73.90676497658498,545,20.139593456119407,bear_relative_bond
2025-03-25,09:30,SELL,BSV,74.02063087538689,545,20.170621913542927,bull_trend
2025-03-25,09:30,BUY,TQQQ,32.8364656481364,1227,20.145171675131678,bull_trend
2025-03-27,09:30,SELL,TQQQ,31.09046441969603,1227,19.073999921483516,bear_relative_bond
2025-03-27,09:30,BUY,BSV,74.01114024067842,516,19.09487418209503,bear_relative_bond
2025-04-04,09:30,SELL,BSV,74.86697057903352,516,19.31567840939065,bear_tqqq_oversold
2025-04-04,09:30,BUY,TECL,41.14177043540359,938,19.295490334204285,bear_tqqq_oversold
2025-04-10,09:30,SELL,TECL,43.73772856831382,938,20.51299469853918,bear_relative_bond
2025-04-10,09:30,BUY,BSV,74.22919903129959,550,20.413029733607384,bear_relative_bond
