date,time,action,symbol,price,shares,fee,branch
2023-10-10,10:30,BUY,TQQQ,18.758203772152232,1265,11.864563885886286,bull_trend
2023-10-26,10:30,SELL,TQQQ,15.358642973322455,1265,9.714341680626452,bear_relative_inverse
2023-10-26,10:30,BUY,TECS,1510.4425352761089,12,9.062655211656653,bear_relative_inverse
2023-10-27,10:30,SELL,TECS,1517.6565891759349,12,9.10593953505561,bear_tqqq_oversold
2023-10-27,10:30,BUY,TECL,37.778585431094875,521,9.841321504800215,bear_tqqq_oversold
2023-10-30,10:30,SELL,TECL,37.92746641955778,521,9.880105002294803,bear_spy_oversold
2023-10-30,10:30,BUY,SPXL,67.75318169382176,291,9.858087936451065,bear_spy_oversold
2023-10-31,10:30,SELL,SPXL,69.08971227825624,291,10.052553136486283,bear_relative_inverse
2023-10-31,10:30,BUY,TECS,1486.0951033641954,13,9.65961817186727,bear_relative_inverse
2023-11-02,10:30,SELL,TECS,1321.073620405671,13,8.586978532636861,bull_trend
2023-11-02,10:30,BUY,TQQQ,17.371221512219947,1039,9.024349575598263,bull_trend
2023-12-14,10:30,SELL,TQQQ,23.762977703815253,1039,12.344866917132023,bull_overbought
2023-12-14,10:30,BUY,UVXY,218.37498474121094,111,12.119811653137207,bull_overbought
2023-12-21,10:30,SELL,UVXY,241.75,111,13.417125,bull_trend
2023-12-21,10:30,BUY,TQQQ,24.102950259271744,1110,13.377137393895817,bull_trend
2024-06-14,10:30,SELL,TQQQ,35.93741583223448,1110,19.945265786890136,bull_overbought
2024-06-14,10:30,BUY,UVXY,124.5999984741211,314,19.56219976043701,bull_overbought
2024-06-21,10:30,SELL,UVXY,126.54999542236328,314,19.868349281311037,bull_trend
2024-06-21,10:30,BUY,TQQQ,36.32116069068883,1094,19.86767489780679,bull_trend
2024-07-08,10:30,SELL,TQQQ,40.09133202913564,1094,21.929958619937196,bull_overbought
2024-07-08,10:30,BUY,UVXY,107.60000610351562,405,21.789001235961916,bull_overbought
2024-07-12,10:30,SELL,UVXY,103.25,405,20.908125000000002,bull_trend
2024-07-12,10:30,BUY,TQQQ,39.61534259721531,1058,20.956516233926898,bull_trend
2025-03-11,10:30,SELL,TQQQ,28.885024053949568,1058,15.280177724539323,bear_tqqq_oversold
2025-03-11,10:30,BUY,TECL,56.29354491320432,552,15.537018396044392,bear_tqqq_oversold
2025-03-17,10:30,SELL,TECL,61.54449722900594,552,16.986281235205638,bear_relative_bond
2025-03-17,10:30,BUY,BSV,73.90202327884737,457,16.886612319216624,bear_relative_bond
2025-03-25,10:30,SELL,BSV,74.02784115164137,457,16.915361703150054,bull_trend
2025-03-25,10:30,BUY,TQQQ,33.088367216410155,1023,16.924699831193795,bull_trend
2025-03-27,10:30,SELL,TQQQ,31.454623608229376,1023,16.089039975609328,bear_relative_bond
2025-03-27,10:30,BUY,BSV,74.03960490557063,435,16.10361406696161,bear_relative_bond
2025-04-04,10:30,SELL,BSV,74.96406192501789,435,16.30468346869139,bear_tqqq_oversold
2025-04-04,10:30,BUY,TECL,38.90193080544127,837,16.28045804207717,bear_tqqq_oversold
2025-04-10,10:30,SELL,TECL,43.11919642102849,837,18.04538370220042,bear_relative_bond
2025-04-10,10:30,BUY,BSV,74.33390139759895,483,17.95163718752015,bear_relative_bond
2025-04-14,10:30,SELL,BSV,74.15780214130241,483,17.909109217124534,bear_relative_inverse
2025-04-14,10:30,BUY,TECS,522.4750899133626,68,17.76415305705433,bear_relative_inverse
2025-04-15,10:30,SELL,TECS,541.4523151355685,68,18.40937871460933,bear_relative_bond
2025-04-15,10:30,BUY,BSV,74.3291445099021,497,18.470792410710672,bear_relative_bond
2025-04-25,10:30,SELL,BSV,74.60034520801668,497,18.538185784192144,bear_trend_long
2025-04-25,10:30,BUY,TECL,48.2455182133155,768,18.526278993913152,bear_trend_long
2025-05-05,10:30,SELL,TECL,55.77099326779019,768,21.416061414831436,bear_trend_inverse
2025-05-05,10:30,BUY,TECS,424.81279967762777,100,21.24063998388139,bear_trend_inverse
2025-05-06,10:30,SELL,TECS,437.79665121736673,100,21.88983256086834,bear_trend_long
2025-05-06,10:30,BUY,TECL,54.07471760820036,808,21.846185913712947,bear_trend_long
2025-05-13,10:30,SELL,TECL,68.1791274519936,808,27.544367490605413,bull_trend
