date,open,high,low,close,volume,adj_close
1993-01-29 14:30:00,43.96875,43.96875,43.75,43.9375,1003200,24.452505111694336
1993-02-01 14:30:00,43.96875,44.25,43.96875,44.25,480500,24.626436233520508
1993-02-02 14:30:00,44.21875,44.375,44.125,44.34375,201300,24.67862319946289
1993-02-03 14:30:00,44.40625,44.84375,44.375,44.8125,529400,24.93948745727539
1993-02-04 14:30:00,44.96875,45.09375,44.46875,45.0,531500,25.043832778930664
1993-02-05 14:30:00,44.96875,45.0625,44.71875,44.96875,492100,25.02644157409668
1993-02-08 14:30:00,44.96875,45.125,44.90625,44.96875,596100,25.02644157409668
1993-02-09 14:30:00,44.8125,44.8125,44.5625,44.65625,122100,24.852519989013672
1993-02-10 14:30:00,44.65625,44.75,44.53125,44.71875,379600,24.887298583984375
1993-02-11 14:30:00,44.78125,45.125,44.78125,44.9375,19500,25.009029388427734
1993-02-12 14:30:00,44.875,44.875,44.59375,44.59375,42500,24.817750930786133
1993-02-16 14:30:00,44.46875,44.46875,43.40625,43.46875,374800,24.1916446685791
1993-02-17 14:30:00,43.46875,43.53125,43.28125,43.4375,210900,24.17424201965332
1993-02-18 14:30:00,43.9375,43.9375,42.8125,43.40625,378100,24.1568603515625
1993-02-19 14:30:00,43.40625,43.5625,43.34375,43.5625,34900,24.24382972717285
1993-02-22 14:30:00,43.6875,43.78125,43.5625,43.71875,513600,24.330778121948242
1993-02-23 14:30:00,43.84375,43.875,43.46875,43.6875,373700,24.313383102416992
1993-02-24 14:30:00,43.71875,44.25,43.71875,44.25,26300,24.626436233520508
1993-02-25 14:30:00,44.21875,44.375,44.125,44.34375,44500,24.67862319946289
1993-02-26 14:30:00,44.4375,44.4375,44.1875,44.40625,66200,24.713394165039062
1993-03-01 14:30:00,44.5625,44.5625,44.21875,44.28125,66500,24.643821716308594
1993-03-02 14:30:00,44.3125,44.9375,44.25,44.9375,182400,25.009029388427734
1993-03-03 14:30:00,45.0,45.15625,44.9375,45.125,280100,25.11339569091797
1993-03-04 14:30:00,45.1875,45.1875,44.875,44.875,89500,24.974271774291992
1993-03-05 14:30:00,44.9375,45.125,44.71875,44.75,40000,24.904699325561523
1993-03-08 14:30:00,44.84375,45.75,44.84375,45.75,50800,25.461225509643555
1993-03-09 14:30:00,45.65625,45.6875,45.5,45.59375,169300,25.37427520751953
1993-03-10 14:30:00,45.59375,45.6875,45.40625,45.6875,194400,25.426448822021484
1993-03-11 14:30:00,45.71875,45.84375,45.5,45.5625,70900,25.356876373291016
1993-03-12 14:30:00,45.1875,45.21875,44.8125,45.09375,643600,25.095998764038086
1993-03-15 14:30:00,45.0625,45.3125,45.0625,45.3125,310800,25.21775245666504
1993-03-16 14:30:00,45.3125,45.4375,45.3125,45.3125,30800,25.21775245666504
1993-03-17 14:30:00,45.25,45.25,44.96875,45.03125,21800,25.06122589111328
1993-03-18 14:30:00,45.21875,45.5,45.21875,45.3125,59300,25.21775245666504
1993-03-19 14:30:00,45.28125,45.28125,45.03125,45.03125,66900,25.17958641052246
1993-03-22 14:30:00,44.59375,44.875,44.5625,44.78125,183400,25.039779663085938
1993-03-23 14:30:00,44.90625,44.9375,44.8125,44.875,55200,25.092214584350586
1993-03-24 14:30:00,44.8125,45.0625,44.59375,44.875,37200,25.092214584350586
1993-03-25 14:30:00,44.90625,45.25,44.84375,45.15625,110100,25.249475479125977
1993-03-26 14:30:00,45.125,45.15625,44.875,44.90625,101500,25.10969352722168
1993-03-29 14:30:00,44.9375,45.3125,44.9375,45.09375,87100,25.214519500732422
1993-03-30 14:30:00,45.15625,45.21875,45.09375,45.21875,56000,25.284427642822266
1993-03-31 14:30:00,45.34375,45.46875,45.1875,45.1875,111600,25.266948699951172
1993-04-01 14:30:00,45.25,45.25,44.9375,45.03125,129500,25.17958641052246
1993-04-02 14:30:00,44.65625,44.65625,44.09375,44.09375,59400,24.65537452697754
1993-04-05 13:30:00,44.4375,44.4375,44.1875,44.3125,172200,24.777692794799805
1993-04-06 13:30:00,44.40625,44.40625,44.0625,44.1875,129700,24.70779800415039
1993-04-07 13:30:00,44.25,44.34375,44.15625,44.34375,28000,24.7951717376709
1993-04-08 13:30:00,44.53125,44.53125,44.09375,44.28125,180800,24.76021385192871
1993-04-12 13:30:00,44.71875,44.9375,44.65625,44.90625,348500,25.10969352722168
1993-04-13 13:30:00,44.875,45.15625,44.84375,45.0,146100,25.162111282348633
