opened,closed,px_open,px_close,long_strike,short_strike,long_delta,short_delta,expiration,dte,days_held,contracts,debit,cost,entry_equity,equity_fraction,value_at_close,gross_pnl,fees,net_pnl,reason,multiple
2013-09-27,2013-11-01,79.07,82.78,81.5,83.5,0.21798,0.07784,2013-11-01,35,35,9,0.32999999999999996,296.99999999999994,14337.800000000007,0.020714475024062255,1.22,801.0,23.400000000000002,777.5999999999999,EXP,3.6969696969696972
2013-10-04,2013-11-01,79.4,82.78,82.0,84.0,0.19442,0.06412,2013-11-01,28,28,9,0.28,252.00000000000003,14365.700000000004,0.017541783553881814,0.74,414.0,23.400000000000002,390.6,EXP,2.642857142857143
2013-10-11,2013-11-15,79.21,83.96,82.0,84.0,0.20832,0.08169,2013-11-16,36,35,9,0.30999999999999994,278.99999999999994,13787.000000000004,0.020236454631174284,1.84,1377.0000000000002,23.400000000000002,1353.6000000000001,EXP,5.935483870967743
2013-10-18,2013-11-22,82.14,83.99,85.0,87.0,0.16781,0.05146,2013-11-22,35,35,9,0.22000000000000003,198.00000000000003,17624.600000000002,0.011234297515971993,0.0,-198.00000000000003,23.400000000000002,-221.4,EXP,0.0
2013-10-25,2013-11-29,82.9,85.73,85.0,88.0,0.26103,0.05975,2013-11-29,35,35,9,0.41000000000000003,369.0,19059.2,0.019360728676964405,0.6799999999999999,242.99999999999991,23.400000000000002,219.59999999999994,EXP,1.6585365853658534
2013-11-01,2013-12-06,82.78,86.0,85.0,87.0,0.2295,0.0795,2013-12-06,35,35,9,0.30999999999999994,278.99999999999994,18493.1,0.015086708015421967,0.97,594.0,23.400000000000002,570.5999999999999,EXP,3.1290322580645165
2013-11-08,2013-12-06,82.56,86.0,85.0,87.0,0.17938,0.048,2013-12-06,28,28,9,0.22,198.0,18004.399999999998,0.010997311768234434,0.97,675.0,23.400000000000002,651.5999999999999,EXP,4.409090909090909
2013-11-15,2013-12-20,83.96,86.5,86.0,89.0,0.23405,0.05147,2013-12-21,36,35,9,0.35000000000000003,315.0,19321.999999999996,0.016302660180105583,0.45,89.99999999999999,23.400000000000002,66.59999999999998,EXP,1.2857142857142856
2013-11-22,2013-12-27,83.99,87.52,86.0,88.0,0.23417,0.05442,2013-12-27,35,35,9,0.31,279.0,18848.599999999995,0.014802160372653675,1.49,1062.0,23.400000000000002,1038.6,EXP,4.806451612903226
2013-11-29,2014-01-03,85.73,86.64,88.0,90.0,0.21072,0.06543,2014-01-03,35,35,9,0.26,234.0,21138.199999999993,0.011070005960772443,0.0,-234.0,23.400000000000002,-257.4,EXP,0.0
2013-12-06,2014-01-03,86.0,86.64,88.0,90.0,0.21426,0.05683,2014-01-03,28,28,9,0.27,243.0,21364.09999999999,0.011374221240305002,0.0,-243.0,23.400000000000002,-266.4,EXP,0.0
2013-12-13,2014-01-17,84.85,87.88,88.0,90.0,0.17654,0.06498,2014-01-18,36,35,9,0.21,189.0,20164.39999999999,0.009372954315526377,0.0,-189.0,23.400000000000002,-212.39999999999998,EXP,0.0
2013-12-20,2014-01-24,86.5,86.74,89.0,91.0,0.21231,0.0754,2014-01-24,35,35,9,0.3,270.0,21058.99999999999,0.012821121610712766,0.0,-270.0,23.400000000000002,-293.4,EXP,0.0
2013-12-27,2014-01-24,87.52,86.74,90.0,92.0,0.21683,0.07865,2014-01-31,35,28,9,0.31,279.0,22142.599999999988,0.012600146324279901,0.03,-252.00000000000003,23.400000000000002,-275.40000000000003,SL,0.0967741935483871
2014-01-03,2014-01-31,86.64,86.27,90.0,92.0,0.1817,0.07398,2014-02-07,35,28,9,0.25,225.0,21063.499999999985,0.010681985425024338,0.0,-225.0,23.400000000000002,-248.39999999999998,SL,0.0
2014-01-10,2014-01-31,87.3,86.27,90.0,92.0,0.16833,0.0478,2014-02-07,28,21,9,0.22000000000000003,198.00000000000003,20934.799999999985,0.009457936068173576,0.0,-198.00000000000003,23.400000000000002,-221.4,SL,0.0
2014-01-17,2014-02-07,87.88,87.3,91.0,93.0,0.16643,0.05659,2014-02-22,36,21,9,0.21999999999999997,197.99999999999997,20722.399999999983,0.009554877813380696,0.02,-180.0,23.400000000000002,-203.39999999999998,SL,0.09090909090909093
2014-01-24,2014-02-28,86.74,90.34,90.0,93.0,0.20687,0.05884,2014-02-28,35,35,9,0.42,378.0,20120.29999999998,0.01878699621775025,0.21,-189.0,23.400000000000002,-212.39999999999998,EXP,0.5
2014-01-31,2014-03-07,86.27,90.53,89.5,92.0,0.20777,0.07465,2014-03-07,35,35,9,0.4,360.0,19689.19999999998,0.01828413546512811,0.48000000000000004,72.00000000000001,23.400000000000002,48.60000000000001,EXP,1.2
2014-02-07,2014-03-14,87.3,88.67,90.5,92.0,0.19511,0.08606,2014-03-14,35,35,9,0.27,243.0,19584.799999999977,0.01240758138964913,0.0,-243.0,23.400000000000002,-266.4,EXP,0.0
2014-02-14,2014-03-14,89.81,88.67,92.0,95.0,0.25368,0.07447,2014-03-22,36,28,9,0.42000000000000004,378.00000000000006,20716.099999999977,0.018246677704780362,0.009999999999999998,-369.0,23.400000000000002,-392.4,SL,0.023809523809523805
2014-02-21,2014-03-21,89.93,89.0,93.0,95.0,0.17239,0.07653,2014-03-28,35,28,9,0.24000000000000002,216.00000000000003,20569.399999999976,0.010501035518780337,0.0,-216.00000000000003,23.400000000000002,-239.4,SL,0.0
2014-02-28,2014-03-21,90.34,89.0,92.63,95.63,0.24199,0.05312,2014-04-04,35,21,9,0.46,414.0,19303.999999999975,0.02144633236634897,0.010000000000000002,-405.0,23.400000000000002,-428.4,SL,0.02173913043478261
2014-03-07,2014-03-21,90.53,89.0,93.0,95.0,0.22557,0.08618,2014-04-11,35,14,9,0.33999999999999997,306.0,19244.599999999973,0.01590056431414529,0.0,-306.0,23.400000000000002,-329.4,SL,0.0
2014-03-14,2014-03-28,88.67,87.05,92.0,94.63,0.19296,0.0609,2014-04-19,36,14,9,0.35,315.0,18228.49999999997,0.01728063197739806,0.030000000000000002,-287.99999999999994,23.400000000000002,-311.3999999999999,SL,0.08571428571428573
2014-03-21,2014-03-28,89.0,87.05,92.0,94.0,0.21504,0.09419,2014-04-25,35,7,9,0.34,306.0,17956.699999999968,0.01704099305551691,0.05,-261.00000000000006,23.400000000000002,-284.40000000000003,SL,0.14705882352941177
2014-03-28,2014-04-11,87.05,84.11,90.5,93.0,0.21081,0.06903,2014-05-02,35,14,9,0.37,333.0,17462.599999999966,0.01906932530092888,0.019999999999999997,-315.0,23.400000000000002,-338.4,SL,0.05405405405405404
2014-04-04,2014-04-25,86.37,86.19,90.0,92.5,0.19691,0.07538,2014-05-09,35,21,9,0.41000000000000003,369.0,17261.899999999965,0.021376557621119386,0.05,-324.00000000000006,23.400000000000002,-347.40000000000003,SL,0.12195121951219512
2014-04-11,2014-05-16,84.11,87.71,88.0,91.0,0.22165,0.07524,2014-05-17,36,35,9,0.43999999999999995,395.99999999999994,16824.499999999964,0.023537103628636858,0.0,-395.99999999999994,23.400000000000002,-419.3999999999999,EXP,0.0
2014-04-17,2014-05-16,86.2,87.71,89.5,92.5,0.22239,0.07252,2014-05-23,36,29,9,0.4700000000000001,423.00000000000006,17082.799999999963,0.024761748659470402,0.060000000000000005,-369.00000000000006,23.400000000000002,-392.40000000000003,SL,0.1276595744680851
2014-04-25,2014-05-30,86.19,91.31,89.5,92.0,0.21823,0.07177,2014-05-30,35,35,9,0.4,360.0,16681.39999999996,0.021580922464541394,1.77,1233.0,23.400000000000002,1209.6,EXP,4.425
2014-05-02,2014-06-06,87.49,92.82,90.5,93.0,0.22755,0.07048,2014-06-06,35,35,9,0.39,351.0,16966.69999999996,0.020687582146204083,2.18,1611.0,23.400000000000002,1587.6,EXP,5.58974358974359
2014-05-09,2014-06-06,86.8,92.82,90.0,92.0,0.19387,0.08051,2014-06-13,35,28,9,0.31999999999999995,287.99999999999994,15766.99999999996,0.018265998604680703,1.67,1215.0,23.400000000000002,1191.6,TP,5.218750000000001
2014-05-16,2014-06-20,87.71,92.77,90.63,92.63,0.20273,0.06358,2014-06-21,36,35,9,0.28,252.00000000000003,15470.899999999958,0.016288645133767314,1.9300000000000002,1485.0,23.400000000000002,1461.6,EXP,6.892857142857142
2014-05-23,2014-06-27,89.88,93.75,92.5,94.0,0.18806,0.08212,2014-06-27,35,35,9,0.25,225.0,16845.199999999957,0.013356920665827688,1.15,809.9999999999999,23.400000000000002,786.5999999999998,EXP,4.6
2014-05-30,2014-07-03,91.31,95.7,93.5,95.5,0.23018,0.07874,2014-07-03,34,34,9,0.33999999999999997,306.0,19170.799999999956,0.015961775199783042,1.9100000000000001,1413.0000000000002,23.400000000000002,1389.6000000000001,EXP,5.617647058823531
2014-06-06,2014-07-11,92.82,95.27,95.5,97.5,0.19035,0.0632,2014-07-11,35,35,9,0.25,225.0,21457.699999999953,0.010485746375427025,0.0,-225.0,23.400000000000002,-248.39999999999998,EXP,0.0
2014-06-13,2014-07-18,92.32,96.12,95.0,97.0,0.19264,0.06498,2014-07-19,36,35,9,0.24,216.0,20932.999999999953,0.010318635647064468,1.06,738.0,23.400000000000002,714.5999999999999,EXP,4.416666666666667
2014-06-20,2014-07-25,92.77,96.74,95.0,97.0,0.23326,0.06279,2014-07-25,35,35,9,0.32,288.0,21368.59999999995,0.013477719644712366,1.69,1233.0,23.400000000000002,1209.6,EXP,5.28125
2014-06-27,2014-08-01,93.75,94.67,96.0,98.0,0.20998,0.06387,2014-08-01,35,35,9,0.3,270.0,22173.19999999995,0.012176862157920399,0.0,-270.0,23.400000000000002,-293.4,EXP,0.0
2014-07-03,2014-08-01,95.7,94.67,98.0,99.5,0.21297,0.07019,2014-08-08,36,29,10,0.24,240.0,25281.79999999995,0.009492994960801861,0.0,-240.0,26.0,-266.0,SL,0.0
2014-07-11,2014-08-08,95.27,94.9,98.0,100.0,0.19566,0.06894,2014-08-16,36,28,10,0.26999999999999996,269.99999999999994,24294.099999999948,0.011113809525769652,0.01,-259.99999999999994,26.0,-285.99999999999994,SL,0.03703703703703704
2014-07-18,2014-08-08,96.12,94.9,98.5,100.5,0.22644,0.06286,2014-08-22,35,21,10,0.36,360.0,25123.399999999947,0.014329270719727456,0.039999999999999994,-320.0,26.0,-346.0,SL,0.1111111111111111
2014-07-25,2014-08-08,96.74,94.9,99.5,102.0,0.19322,0.04983,2014-08-29,35,14,10,0.29000000000000004,290.00000000000006,25813.699999999946,0.01123434455347357,0.039999999999999994,-250.00000000000006,26.0,-276.00000000000006,SL,0.1379310344827586
2014-08-01,2014-09-05,94.67,99.89,98.0,100.0,0.2051,0.07688,2014-09-05,35,35,10,0.33,330.0,23968.999999999945,0.013767783386874744,1.8699999999999999,1539.9999999999998,26.0,1513.9999999999998,EXP,5.666666666666666
2014-08-08,2014-09-12,94.9,99.48,98.0,100.5,0.22239,0.06758,2014-09-12,35,35,10,0.44000000000000006,440.00000000000006,23706.999999999945,0.01855991901126254,1.48,1040.0,26.0,1014.0,EXP,3.3636363636363633
2014-08-15,2014-09-19,97.4,99.98,99.63,101.63,0.24727,0.07506,2014-09-20,36,35,10,0.36,360.0,24393.999999999945,0.014757727309994294,0.35,-10.000000000000009,26.0,-36.00000000000001,EXP,0.9722222222222222
2014-08-22,2014-09-26,99.05,98.78,101.5,103.0,0.20278,0.08987,2014-09-26,35,35,10,0.24000000000000002,240.00000000000003,25650.999999999945,0.009356360375813829,0.0,-240.00000000000003,26.0,-266.0,EXP,0.0
2014-08-29,2014-09-26,99.78,98.78,102.0,104.0,0.22723,0.07739,2014-10-03,35,28,10,0.32,320.0,26417.999999999945,0.012112953289423902,0.01,-310.0,26.0,-336.0,SL,0.03125
2014-09-05,2014-09-26,99.89,98.78,102.5,104.5,0.18971,0.06051,2014-10-10,35,21,10,0.27,270.0,26801.999999999945,0.01007387508394898,0.010000000000000002,-260.0,26.0,-286.0,SL,0.03703703703703704
2014-09-12,2014-10-10,99.48,94.44,102.0,104.0,0.22456,0.08707,2014-10-18,36,28,10,0.32999999999999996,329.99999999999994,25975.999999999945,0.012704034493378528,0.0,-329.99999999999994,26.0,-355.99999999999994,SL,0.0
2014-09-19,2014-10-10,99.98,94.44,102.5,105.0,0.22235,0.06399,2014-10-24,35,21,10,0.4,400.0,25699.999999999945,0.015564202334630383,0.0,-400.0,26.0,-426.0,SL,0.0
2014-09-26,2014-10-10,98.78,94.44,102.0,104.5,0.22287,0.07126,2014-10-31,35,14,10,0.42,420.0,24987.999999999945,0.016808067872578873,0.020000000000000004,-400.0,26.0,-426.0,SL,0.04761904761904763
2014-10-03,2014-10-10,98.17,94.44,102.0,104.5,0.19814,0.06594,2014-11-07,35,7,10,0.38,380.0,24564.999999999945,0.015469163443924317,0.04,-340.0,26.0,-366.0,SL,0.10526315789473684
2014-10-10,2014-11-14,94.44,103.22,99.0,102.0,0.20809,0.07687,2014-11-14,35,35,10,0.51,510.0,23829.999999999945,0.021401594628619437,2.8,2290.0,26.0,2264.0,EXP,5.490196078431372
2014-10-17,2014-11-14,93.0,103.22,97.0,100.0,0.22489,0.07982,2014-11-22,36,28,10,0.5,500.0,23436.999999999945,0.02133378845415374,2.8200000000000003,2320.0000000000005,26.0,2294.0000000000005,TP,5.640000000000001
2014-10-24,2014-11-28,98.62,106.01,102.5,105.0,0.19614,0.06531,2014-11-28,35,35,10,0.38,380.0,25503.999999999945,0.014899623588456744,2.2399999999999998,1860.0,26.0,1834.0,EXP,5.894736842105263
2014-10-31,2014-12-05,101.4,105.38,105.0,107.0,0.18371,0.08076,2014-12-05,35,35,10,0.29,289.99999999999994,27370.999999999945,0.010595155456505079,0.39999999999999997,109.99999999999999,26.0,83.99999999999999,EXP,1.379310344827586
2014-11-07,2014-12-12,101.6,102.67,104.5,107.0,0.21522,0.07113,2014-12-12,35,35,10,0.37,370.0,27527.999999999945,0.01344086021505379,0.0,-370.0,26.0,-396.0,EXP,0.0
2014-11-28,2014-12-12,106.01,102.67,109.0,111.0,0.19587,0.0766,2015-01-02,35,14,11,0.27999999999999997,307.99999999999994,32829.99999999994,0.009381663113006412,0.0,-307.99999999999994,28.6,-336.59999999999997,SL,0.0
2014-11-14,2014-12-19,103.22,104.32,106.0,109.0,0.23194,0.0639,2014-12-20,36,35,10,0.4,400.0,29148.999999999945,0.013722597687742316,0.0,-400.0,26.0,-426.0,EXP,0.0
2014-11-21,2014-12-19,103.87,104.32,106.5,108.5,0.22139,0.08809,2014-12-26,35,28,10,0.36,360.0,29575.999999999945,0.012172031376792016,0.009999999999999998,-350.0,26.0,-376.0,SL,0.027777777777777776
2014-12-05,2014-12-26,105.38,105.04,108.0,110.5,0.22577,0.07043,2015-01-09,35,21,11,0.35,385.0,30829.699999999946,0.012487958040461006,0.04000000000000001,-340.99999999999994,28.6,-369.59999999999997,SL,0.11428571428571431
2014-12-12,2015-01-02,102.67,102.94,107.0,109.63,0.19985,0.07368,2015-01-17,36,21,11,0.39,429.0,28699.099999999948,0.014948203950646563,0.039999999999999994,-385.0,28.6,-413.6,SL,0.10256410256410255
2014-12-19,2015-01-02,104.32,102.94,108.0,110.5,0.20469,0.06696,2015-01-23,35,14,11,0.43,473.0,28467.79999999995,0.016615263560935543,0.010000000000000002,-462.0,28.6,-490.6,SL,0.023255813953488375
2014-12-26,2015-01-02,105.04,102.94,108.5,111.0,0.20206,0.0589,2015-01-30,35,7,11,0.43,473.0,28208.19999999995,0.01676817379343598,0.06,-407.0,28.6,-435.6,SL,0.13953488372093023
2015-01-02,2015-01-30,102.94,101.1,107.0,109.5,0.19573,0.06828,2015-02-06,35,28,11,0.38,418.0,27061.999999999953,0.015446012859360016,0.0,-418.0,28.6,-446.6,SL,0.0
2015-01-09,2015-01-30,102.62,101.1,106.5,109.0,0.20577,0.07312,2015-02-13,35,21,11,0.42000000000000004,462.00000000000006,26816.699999999953,0.01722807056796701,0.039999999999999994,-418.00000000000006,28.6,-446.6000000000001,SL,0.09523809523809522
2015-01-23,2015-01-30,104.26,101.1,108.0,108.5,0.20065,0.15115,2015-02-27,35,7,18,0.15000000000000002,270.00000000000006,27338.099999999955,0.00987632644551013,0.0,-270.00000000000006,46.800000000000004,-316.8,SL,0.0
2015-01-16,2015-02-20,100.82,108.41,105.0,108.0,0.21585,0.07484,2015-02-20,35,35,11,0.49,539.0,26406.399999999954,0.020411718371303962,2.8200000000000003,2563.0,28.6,2534.3999999999996,EXP,5.755102040816327
2015-01-30,2015-03-06,101.1,107.41,105.5,108.5,0.20405,0.06924,2015-03-06,35,35,18,0.54,972.0,25639.699999999953,0.03790995994492922,1.95,2538.0,46.800000000000004,2491.2,EXP,3.6111111111111107
2015-02-06,2015-03-13,103.13,105.34,107.0,109.5,0.20749,0.07439,2015-03-13,35,35,18,0.43000000000000005,774.0000000000001,25834.299999999952,0.02996016923237717,0.0,-774.0000000000001,46.800000000000004,-820.8000000000001,EXP,0.0
2015-02-13,2015-03-13,106.91,105.34,110.0,112.0,0.21254,0.07447,2015-03-20,35,28,18,0.31,558.0,30024.89999999995,0.018584574802913614,0.0,-558.0,46.800000000000004,-604.8,SL,0.0
2015-02-20,2015-03-13,108.41,105.34,111.0,114.0,0.25546,0.05917,2015-03-27,35,21,18,0.49000000000000005,882.0000000000001,33230.19999999995,0.02654212132337456,0.0,-882.0000000000001,46.800000000000004,-928.8000000000001,SL,0.0
2015-02-27,2015-03-13,108.4,105.34,111.0,114.0,0.22999,0.05594,2015-04-02,34,14,18,0.46,828.0,32918.79999999995,0.025152800223580483,0.02,-792.0,46.800000000000004,-838.8,SL,0.043478260869565216
2015-03-06,2015-03-13,107.41,105.34,111.0,113.0,0.19852,0.07544,2015-04-10,35,7,18,0.33999999999999997,612.0,30531.999999999945,0.020044543429844134,0.030000000000000006,-557.9999999999999,46.800000000000004,-604.7999999999998,SL,0.08823529411764708
2015-03-20,2015-03-27,108.53,105.52,111.5,114.0,0.22521,0.06339,2015-04-24,35,7,18,0.4,720.0,28118.199999999935,0.025606191007959318,0.010000000000000002,-702.0,46.800000000000004,-748.8,SL,0.025000000000000005
2015-03-13,2015-04-02,105.34,105.12,109.0,112.0,0.20814,0.05497,2015-04-17,35,20,18,0.39,702.0,27079.599999999937,0.025923573464896144,0.039999999999999994,-630.0,46.800000000000004,-676.8,SL,0.10256410256410255
2015-03-27,2015-05-01,105.52,109.05,109.0,111.5,0.22039,0.07566,2015-05-01,35,35,18,0.48,864.0,25947.399999999932,0.03329813391707848,0.03,-809.9999999999999,46.800000000000004,-856.7999999999998,EXP,0.0625
2015-04-02,2015-05-08,105.12,108.69,109.0,111.5,0.19736,0.06512,2015-05-08,36,36,18,0.38,684.0,25162.59999999993,0.027183200464181042,0.0,-684.0,46.800000000000004,-730.8,EXP,0.0
