date,spy_price,long_strike,short_strike,debit,pnl,roi,win
2021-08-27,426.74,405,440,22.01,-12.97,-0.59,false
2021-08-30,428.61,407,441,21.66,-8.46,-0.39,false
2021-08-31,427.98,407,441,21.38,-5.4,-0.25,false
2021-09-03,429.42,408,442,21.57,-5.38,-0.25,false
2021-09-07,427.88,406,441,22.06,1.28,0.06,true
2021-09-10,422.18,401,435,21.43,9.06,0.42,true
2021-09-13,423.26,402,436,21.46,10.5,0.49,true
2021-09-14,420.98,400,434,21.34,13.43,0.63,true
2021-09-17,419.69,399,432,20.91,15.63,0.75,true
2021-09-20,412.69,392,425,20.95,29.06,1.39,true
2021-09-21,412.3,392,425,20.79,30.72,1.48,true
2021-09-24,422.08,401,435,21.38,21.47,1.0,true
2021-09-27,420.87,400,433,20.97,18.01,0.86,true
2021-09-28,412.39,392,425,20.8,29.5,1.42,true
2021-10-01,412.88,392,425,20.94,29.48,1.41,true
2021-10-04,407.56,387,420,20.82,36.78,1.77,true
2021-10-05,411.8,391,424,20.91,31.89,1.53,true
2021-10-08,416.32,396,429,20.74,25.81,1.24,true
2021-10-12,412.29,392,425,20.71,21.69,1.05,true
2021-10-15,423.94,403,437,21.34,15.41,0.72,true
2021-10-18,425.2,404,438,21.46,7.54,0.35,true
2021-10-19,428.48,407,441,21.61,0.81,0.04,true
2021-10-22,430.83,409,444,22.08,3.31,0.15,true
2021-10-25,433.14,411,446,22.24,8.22,0.37,true
2021-10-26,433.53,412,447,21.94,11.68,0.53,true
2021-10-29,436.66,415,450,22.01,4.8,0.22,true
2021-11-01,437.41,416,451,21.9,3.85,0.18,true
2021-11-02,439.18,417,452,22.26,-1.93,-0.09,false
2021-11-05,445.49,423,459,22.71,-11.34,-0.5,false
2021-11-08,445.87,424,459,22.13,1.39,0.06,true
2021-11-12,444.29,422,458,22.62,8.85,0.39,true
2021-11-15,444.44,422,458,22.68,7.77,0.34,true
2021-11-16,446.2,424,460,22.58,4.81,0.21,true
2021-11-19,445.83,424,459,22.11,7.93,0.36,true
2021-11-22,444.57,422,458,22.72,0.55,0.02,true
2021-11-23,445.16,423,459,22.56,-1.73,-0.08,false
2021-11-26,436.4,415,449,21.75,7.21,0.33,true
2021-11-29,441.75,420,455,22.11,0.68,0.03,true
2021-11-30,433.15,411,446,22.27,9.29,0.42,true
2021-12-06,436.23,414,449,22.31,-7.16,-0.32,false
2021-12-07,445.25,423,459,22.62,-18.92,-0.84,false
2021-12-10,447.59,425,461,22.74,-20.15,-0.89,false
2021-12-13,443.62,421,457,22.73,-21.19,-0.93,false
2021-12-14,440.57,419,454,22.02,-14.59,-0.66,false
2021-12-17,438.79,417,452,22.08,-8.5,-0.38,false
2021-12-20,434.12,412,447,22.18,-6.95,-0.31,false
2021-12-21,441.83,420,455,22.1,-11.57,-0.52,false
2021-12-27,455.38,433,469,22.69,-19.89,-0.88,false
2021-12-28,455.01,432,469,23.27,-23.0,-0.99,false
2021-12-31,453.19,431,467,22.6,-22.52,-1.0,false
2022-01-03,455.81,433,469,22.89,-23.72,-1.04,false
2022-01-04,455.66,433,469,22.82,-23.99,-1.05,false
2022-01-10,444.17,422,457,22.23,-21.99,-0.99,false
2022-01-11,448.22,426,462,22.59,-21.16,-0.94,false
2022-01-14,443.42,421,457,22.65,-19.59,-0.86,false
2022-01-18,435.56,414,449,22.0,-16.63,-0.76,false
2022-01-21,417.9,397,430,21.12,-11.61,-0.55,false
2022-01-24,419.68,399,432,21.1,-8.96,-0.42,false
2022-01-25,414.55,394,427,21.08,-8.78,-0.42,false
2022-01-28,421.69,401,434,21.06,-15.09,-0.72,false
2022-01-31,429.28,408,442,21.57,-6.81,-0.32,false
2022-02-01,432.19,411,445,21.5,-6.27,-0.29,false
2022-02-04,428.13,407,441,21.47,-2.91,-0.14,false
2022-02-07,426.76,405,440,22.02,3.18,0.14,true
2022-02-08,430.27,409,443,21.51,1.81,0.08,true
2022-02-11,420.27,399,433,21.57,14.46,0.67,true
2022-02-14,418.89,398,431,21.11,12.17,0.58,true
2022-02-15,425.65,404,438,21.68,6.94,0.32,true
2022-02-18,414.32,394,427,20.91,20.69,0.99,true
2022-02-22,409.88,389,422,21.06,16.94,0.8,true
2022-02-25,417.68,397,430,21.02,3.09,0.15,true
2022-02-28,416.61,396,429,21.08,2.7,0.13,true
2022-03-04,412.36,392,425,21.05,6.52,0.31,true
2022-03-07,400.2,380,412,20.69,18.06,0.87,true
2022-03-08,397.17,377,409,20.6,10.37,0.5,true
2022-03-11,400.81,381,413,20.4,8.44,0.41,true
2022-03-14,397.88,378,410,20.43,10.58,0.52,true
2022-03-15,406.63,386,419,20.99,-8.34,-0.4,false
2022-03-18,425.46,404,438,21.58,-18.49,-0.86,false
2022-03-21,425.34,404,438,21.53,-18.78,-0.87,false
2022-03-22,430.31,409,443,21.54,-21.06,-0.98,false
2022-03-25,433.28,412,446,21.52,-23.37,-1.09,false
2022-03-28,436.36,415,449,21.56,-23.69,-1.1,false
2022-03-29,441.76,420,455,22.06,-24.14,-1.09,false
2022-04-01,433.5,412,447,21.92,-23.77,-1.08,false
2022-04-04,437.21,415,450,22.22,-24.39,-1.1,false
2022-04-05,431.69,410,445,22.0,-24.05,-1.09,false
2022-04-08,428.38,407,441,21.53,-23.14,-1.07,false
2022-04-11,421.06,400,434,21.43,-19.88,-0.93,false
2022-04-12,419.5,399,432,20.89,-15.31,-0.73,false
2022-04-18,419.19,398,432,21.44,-14.99,-0.7,false
2022-04-19,425.96,405,439,21.38,-20.54,-0.96,false
2022-04-22,407.77,387,420,20.99,-9.57,-0.46,false
2022-04-25,410.14,390,422,20.43,-16.08,-0.79,false
2022-04-26,398.26,378,410,20.58,-14.21,-0.69,false
2022-04-29,394.33,375,406,19.94,-17.74,-0.89,false
2022-05-02,396.71,377,409,20.39,-20.57,-1.01,false
2022-05-03,398.53,379,410,19.88,-20.71,-1.04,false
2022-05-09,381.1,362,393,19.82,-10.45,-0.53,false
2022-05-10,381.98,363,393,19.35,-3.96,-0.2,false
2022-05-13,384.49,365,396,19.76,-7.76,-0.39,false
2022-05-16,382.93,364,394,19.19,-13.33,-0.69,false
2022-05-17,390.81,371,403,20.19,-16.02,-0.79,false
2022-05-23,379.9,361,391,19.18,-4.33,-0.23,false
2022-05-24,377.0,358,388,19.21,-2.18,-0.11,false
2022-05-27,397.45,378,409,19.75,-17.15,-0.87,false
2022-05-31,395.22,375,407,20.34,-16.17,-0.79,false
2022-06-03,392.94,373,405,20.21,-16.92,-0.84,false
2022-06-06,394.13,374,406,20.28,-8.6,-0.42,false
2022-06-07,397.91,378,410,20.22,-13.44,-0.66,false
2022-06-10,373.09,354,384,19.17,6.28,0.33,true
2022-06-13,358.92,341,370,18.56,29.05,1.57,true
2022-06-14,357.84,340,369,18.49,35.61,1.93,true
2022-06-17,351.68,334,362,17.98,40.86,2.27,true
2022-06-21,360.54,343,371,17.98,34.51,1.92,true
2022-06-24,374.97,356,386,19.13,20.09,1.05,true
2022-06-27,373.53,355,385,19.0,27.77,1.46,true
2022-06-28,365.9,348,377,18.44,42.08,2.28,true
2022-07-01,366.47,348,377,18.56,43.64,2.35,true
2022-07-05,367.16,349,378,18.5,36.27,1.96,true
2022-07-08,373.61,355,385,18.97,21.44,1.13,true
2022-07-11,369.34,351,380,18.53,31.72,1.71,true
2022-07-12,366.08,348,377,18.45,21.34,1.16,true
2022-07-15,370.21,352,381,18.46,14.8,0.8,true
2022-07-18,367.15,349,378,18.44,12.04,0.65,true
2022-07-19,377.07,358,388,19.13,-0.41,-0.02,false
2022-07-25,380.24,361,392,19.54,3.24,0.17,true
2022-07-26,375.75,357,387,19.02,13.16,0.69,true
2022-07-29,396.03,376,408,20.21,-1.84,-0.09,false
2022-08-01,394.86,375,407,20.16,-14.75,-0.73,false
2022-08-02,392.25,373,404,19.63,-14.37,-0.73,false
2022-08-05,397.45,378,409,19.67,-16.14,-0.82,false
2022-08-08,396.99,377,409,20.2,-20.64,-1.02,false
2022-08-09,395.41,376,407,19.66,-20.82,-1.06,false
2022-08-12,410.55,390,423,20.8,-22.95,-1.1,false
2022-08-15,412.24,392,425,20.69,-22.86,-1.1,false
2022-08-16,413.05,392,425,21.01,-23.2,-1.1,false
2022-08-19,405.78,385,418,20.87,-22.85,-1.09,false
2022-08-22,397.34,377,409,20.35,-20.48,-1.01,false
2022-08-23,396.37,377,408,19.69,-21.17,-1.08,false
2022-08-26,389.61,370,401,19.75,-20.62,-1.04,false
2022-08-29,387.03,368,399,19.57,-18.87,-0.96,false
2022-08-30,382.78,364,394,19.11,-19.35,-1.01,false
2022-09-02,377.04,358,388,19.14,-15.19,-0.79,false
2022-09-06,375.62,357,387,19.03,-10.45,-0.55,false
2022-09-09,390.85,371,403,20.13,-17.24,-0.86,false
2022-09-12,395.05,375,407,20.25,-18.08,-0.89,false
2022-09-13,377.87,359,389,19.13,-1.91,-0.1,false
2022-09-16,372.14,354,383,18.49,0.29,0.02,true
2022-09-19,375.03,356,386,19.13,-12.14,-0.63,false
2022-09-20,370.73,352,382,19.03,-5.9,-0.31,false
2022-09-23,355.15,337,366,18.46,10.22,0.55,true
2022-09-26,351.63,334,362,17.99,27.18,1.51,true
2022-09-27,350.74,333,361,18.02,31.74,1.76,true
2022-09-30,344.75,328,355,17.32,34.1,1.97,true
2022-10-03,353.85,336,364,18.01,24.7,1.37,true
2022-10-04,364.82,347,376,18.43,15.37,0.83,true
2022-10-07,350.17,333,361,17.85,28.16,1.58,true
2022-10-11,345.29,328,356,17.9,40.45,2.26,true
2022-10-14,345.19,328,356,17.83,34.35,1.93,true
2022-10-17,354.06,336,365,18.48,36.75,1.99,true
2022-10-18,358.22,340,369,18.52,32.29,1.74,true
2022-10-21,361.27,343,372,18.54,22.39,1.21,true
2022-10-24,365.69,347,377,19.06,15.0,0.79,true
2022-10-25,371.53,353,383,19.02,6.83,0.36,true
2022-10-28,375.48,357,387,18.96,7.9,0.42,true
2022-10-31,372.77,354,384,19.04,2.46,0.13,true
2022-11-01,371.14,353,382,18.48,0.07,0.0,true
2022-11-04,363.25,345,374,18.43,4.0,0.22,true
2022-11-07,366.73,348,378,18.96,1.42,0.07,true
2022-11-08,368.71,350,380,18.98,1.73,0.09,true
2022-11-14,381.37,362,393,19.59,-8.18,-0.42,false
2022-11-15,384.62,365,396,19.7,-10.67,-0.54,false
2022-11-21,380.86,362,392,19.06,-10.67,-0.56,false
2022-11-22,385.99,367,398,19.45,-8.94,-0.46,false
2022-11-25,388.33,369,400,19.58,-10.78,-0.55,false
2022-11-28,382.13,363,394,19.49,1.39,0.07,true
2022-11-29,381.48,362,393,19.61,3.47,0.18,true
2022-12-05,385.69,366,397,19.7,-8.21,-0.42,false
2022-12-06,380.13,361,392,19.48,2.23,0.11,true
2022-12-09,379.6,361,391,18.97,7.04,0.37,true
2022-12-12,385.07,366,397,19.54,5.85,0.3,true
2022-12-13,387.98,369,400,19.48,3.71,0.19,true
2022-12-16,371.63,353,383,18.93,14.63,0.77,true
2022-12-19,368.48,350,380,18.86,33.22,1.76,true
2022-12-20,368.99,351,380,18.33,28.46,1.55,true
2022-12-23,371.28,353,382,18.44,23.92,1.3,true
2022-12-27,369.82,351,381,18.97,23.66,1.25,true
2022-12-30,370.82,352,382,18.98,27.28,1.44,true
2023-01-03,369.26,351,380,18.45,23.45,1.27,true
2023-01-09,376.08,357,387,19.1,10.64,0.56,true
2023-01-10,378.72,360,390,18.97,3.9,0.21,true
2023-01-13,386.4,367,398,19.59,-2.14,-0.11,false
2023-01-17,385.69,366,397,19.7,4.56,0.23,true
2023-01-20,383.86,365,395,19.04,6.46,0.34,true
2023-01-23,388.47,369,400,19.62,-8.44,-0.43,false
2023-01-24,388.05,369,400,19.46,-12.27,-0.63,false
2023-01-27,393.36,374,405,19.61,-15.7,-0.8,false
2023-01-30,388.43,369,400,19.61,-4.93,-0.25,false
2023-01-31,394.14,374,406,20.24,-12.65,-0.63,false
2023-02-03,399.83,380,412,20.15,-14.23,-0.71,false
2023-02-06,397.39,378,409,19.64,-12.55,-0.64,false
2023-02-07,402.58,382,415,20.78,-14.76,-0.71,false
2023-02-10,395.65,376,408,20.06,-9.15,-0.46,false
2023-02-13,400.3,380,412,20.32,-7.13,-0.35,false
2023-02-14,400.11,380,412,20.26,-2.76,-0.14,false
2023-02-17,394.89,375,407,20.15,3.36,0.17,true
2023-02-24,384.34,365,396,19.57,12.3,0.63,true
2023-02-27,385.65,366,397,19.69,14.84,0.75,true
2023-02-28,384.23,365,396,19.53,15.0,0.77,true
2023-03-03,391.92,372,404,20.14,8.88,0.44,true
2023-03-06,392.19,373,404,19.53,6.59,0.34,true
2023-03-07,386.18,367,398,19.51,12.78,0.66,true
2023-03-10,374.19,355,385,19.15,25.5,1.33,true
2023-03-13,373.66,355,385,19.02,25.47,1.34,true
2023-03-14,379.84,361,391,19.06,22.82,1.2,true
2023-03-17,379.59,361,391,19.01,22.53,1.19,true
2023-03-20,383.24,364,395,19.56,9.28,0.47,true
2023-03-21,388.27,369,400,19.56,11.28,0.58,true
2023-03-24,385.2,366,397,19.53,14.34,0.73,true
2023-03-27,385.92,367,397,19.08,13.18,0.69,true
2023-03-28,385.05,366,397,19.46,13.24,0.68,true
2023-03-31,398.47,379,410,19.67,1.87,0.1,true
2023-04-03,399.99,380,412,20.21,6.08,0.3,true
2023-04-04,397.77,378,410,20.11,7.56,0.38,true
2023-04-10,398.69,379,411,20.08,2.97,0.15,true
2023-04-11,398.8,379,411,20.12,7.91,0.39,true
2023-04-17,402.9,383,415,20.19,5.55,0.27,true
2023-04-18,403.17,383,415,20.31,11.23,0.55,true
2023-04-21,401.21,381,413,20.32,12.4,0.61,true
2023-04-24,401.63,382,414,20.07,13.62,0.68,true
2023-04-25,395.25,375,407,20.29,21.13,1.04,true
2023-04-28,404.84,385,417,20.18,15.04,0.75,true
2023-05-01,404.43,384,417,20.74,24.02,1.16,true
2023-05-02,399.89,380,412,20.17,27.12,1.34,true
2023-05-08,401.74,382,414,20.11,22.31,1.11,true
2023-05-09,399.97,380,412,20.2,21.0,1.04,true
2023-05-12,400.62,381,413,20.06,18.41,0.92,true
2023-05-15,402.0,382,414,20.22,23.76,1.18,true
2023-05-16,399.31,379,411,20.34,31.68,1.56,true
2023-05-19,407.46,387,420,20.76,23.77,1.14,true
2023-05-22,407.62,387,420,20.83,19.67,0.94,true
2023-05-23,403.05,383,415,20.25,23.17,1.14,true
2023-05-26,408.82,388,421,20.91,18.61,0.89,true
2023-05-30,408.98,389,421,20.24,27.65,1.37,true
2023-06-02,416.51,396,429,20.85,21.57,1.03,true
2023-06-05,415.71,395,428,20.94,23.78,1.14,true
2023-06-06,416.62,396,429,20.92,22.8,1.09,true
2023-06-09,418.44,398,431,20.83,22.87,1.1,true
2023-06-12,422.23,401,435,21.49,17.55,0.82,true
2023-06-13,425.02,404,438,21.41,18.95,0.89,true
2023-06-16,429.33,408,442,21.61,15.6,0.72,true
2023-06-20,427.1,406,440,21.47,7.06,0.33,true
2023-06-23,423.23,402,436,21.54,14.75,0.68,true
2023-06-26,421.5,400,434,21.64,11.98,0.55,true
2023-06-27,426.12,405,439,21.48,6.92,0.32,true
2023-06-30,433.06,411,446,22.26,2.6,0.12,true
2023-07-03,433.56,412,447,22.0,-8.87,-0.4,false
2023-07-07,428.44,407,441,21.62,-1.08,-0.05,false
2023-07-10,429.53,408,442,21.65,-4.22,-0.19,false
2023-07-11,432.26,411,445,21.55,-4.13,-0.19,false
2023-07-14,438.93,417,452,22.22,-7.94,-0.36,false
2023-07-17,440.45,418,454,22.75,-2.53,-0.11,false
2023-07-18,443.72,422,457,22.12,-4.88,-0.22,false
2023-07-24,443.73,422,457,22.11,-10.21,-0.46,false
2023-07-25,444.94,423,458,22.23,-10.62,-0.48,false
2023-07-28,446.39,424,460,22.74,-9.67,-0.43,false
2023-07-31,447.24,425,461,22.66,-8.78,-0.39,false
2023-08-01,445.96,424,459,22.24,-11.87,-0.53,false
2023-08-04,436.51,415,450,21.94,-3.15,-0.14,false
2023-08-07,440.32,418,454,22.62,-15.89,-0.7,false
2023-08-08,438.41,416,452,22.66,-15.2,-0.67,false
2023-08-11,435.38,414,448,21.6,-11.81,-0.55,false
2023-08-14,437.78,416,451,22.09,-16.2,-0.73,false
2023-08-15,432.68,411,446,22.0,-13.01,-0.59,false
2023-08-18,426.44,405,439,21.55,-7.96,-0.37,false
2023-08-21,429.21,408,442,21.48,-12.28,-0.57,false
2023-08-22,428.05,407,441,21.4,-7.71,-0.36,false
2023-08-25,429.83,408,443,22.07,-7.21,-0.33,false
2023-08-28,432.56,411,446,21.96,-8.6,-0.39,false
2023-08-29,438.81,417,452,22.12,-15.09,-0.68,false
2023-09-01,440.79,419,454,22.16,-13.75,-0.62,false
2023-09-05,438.89,417,452,22.18,-20.73,-0.93,false
2023-09-08,435.25,413,448,22.36,-19.58,-0.88,false
2023-09-11,438.11,416,451,22.3,-23.09,-1.04,false
2023-09-12,435.71,414,449,22.07,-22.75,-1.03,false
2023-09-15,434.68,413,448,22.06,-21.28,-0.96,false
2023-09-18,434.93,413,448,22.18,-12.96,-0.58,false
2023-09-19,434.03,412,447,22.23,-9.05,-0.41,false
2023-09-22,421.98,401,435,21.35,3.11,0.15,true
2023-09-25,423.76,403,436,20.95,-0.09,-0.0,false
2023-09-26,417.53,397,430,20.82,12.27,0.59,true
2023-09-29,419.1,398,432,21.38,10.26,0.48,true
2023-10-02,418.93,398,432,21.31,20.08,0.94,true
2023-10-03,413.33,393,426,20.73,26.21,1.26,true
2023-10-06,421.12,400,434,21.4,21.94,1.03,true
2023-10-10,426.02,405,439,21.38,17.99,0.84,true
2023-10-13,423.04,402,436,21.38,20.21,0.95,true
2023-10-16,427.49,406,440,21.58,17.87,0.83,true
2023-10-17,427.47,406,440,21.57,20.53,0.95,true
2023-10-20,412.93,392,425,20.97,32.75,1.56,true
2023-10-23,412.22,392,425,20.69,34.53,1.67,true
2023-10-24,415.33,395,428,20.74,33.41,1.61,true
2023-10-27,402.63,382,415,20.8,48.09,2.31,true
2023-10-30,407.44,387,420,20.75,52.97,2.55,true
2023-10-31,410.0,390,422,20.26,49.7,2.45,true
2023-11-03,426.17,405,439,21.48,36.08,1.68,true
2023-11-06,427.15,406,440,21.47,35.81,1.67,true
2023-11-07,428.37,407,441,21.58,35.64,1.65,true
2023-11-13,431.56,410,445,21.97,35.24,1.6,true
2023-11-14,439.93,418,453,22.19,25.67,1.16,true
2023-11-20,445.36,423,459,22.73,12.24,0.54,true
2023-11-21,444.39,422,458,22.74,13.85,0.61,true
2023-11-24,446.38,424,460,22.78,18.38,0.81,true
2023-11-27,445.57,423,459,22.87,21.01,0.92,true
2023-11-28,446.01,424,459,22.31,20.9,0.94,true
2023-12-04,447.74,425,461,22.94,19.08,0.83,true
2023-12-05,447.65,425,461,22.91,24.96,1.09,true
2023-12-08,451.18,429,465,22.68,22.19,0.98,true
2023-12-11,452.93,430,467,23.35,25.03,1.07,true
2023-12-12,455.0,432,469,23.42,22.35,0.95,true
2023-12-15,462.0,439,476,23.41,19.17,0.82,true
2023-12-18,464.59,441,479,24.0,14.54,0.61,true
2023-12-19,467.42,444,481,23.65,16.96,0.72,true
2023-12-22,466.25,443,480,23.53,16.31,0.69,true
2023-12-26,468.22,445,482,23.52,22.83,0.97,true
2023-12-29,467.88,444,482,24.17,22.96,0.95,true
2024-01-02,465.26,442,479,23.53,24.16,1.03,true
2024-01-08,467.18,444,481,23.5,30.05,1.28,true
2024-01-09,466.48,443,480,23.67,31.23,1.32,true
2024-01-12,469.23,446,483,23.54,26.53,1.13,true
2024-01-16,467.51,444,482,23.91,34.91,1.46,true
2024-01-19,474.89,451,489,24.15,27.13,1.12,true
2024-01-22,475.9,452,490,24.16,28.59,1.18,true
2024-01-23,477.28,453,492,24.66,24.05,0.98,true
2024-01-26,479.79,456,494,24.11,21.17,0.88,true
2024-01-29,483.59,459,498,24.79,21.11,0.85,true
2024-01-30,483.22,459,498,24.61,17.81,0.72,true
2024-02-02,486.63,462,501,24.8,17.61,0.71,true
2024-02-05,484.85,461,499,24.14,28.49,1.18,true
2024-02-06,486.26,462,501,24.64,26.01,1.06,true
2024-02-09,493.37,469,508,24.73,17.51,0.71,true
2024-02-12,493.15,468,508,25.37,21.12,0.83,true
2024-02-16,491.7,467,506,24.84,21.76,0.88,true
2024-02-20,489.0,465,504,24.45,20.47,0.84,true
2024-02-23,499.91,475,515,25.27,9.97,0.39,true
2024-02-26,498.08,473,513,25.35,11.17,0.44,true
2024-02-27,499.01,474,514,25.33,3.22,0.13,true
2024-03-01,504.84,480,520,25.27,-8.36,-0.33,false
2024-03-04,504.29,479,519,25.49,-11.84,-0.46,false
2024-03-05,499.25,474,514,25.4,-10.98,-0.43,false
2024-03-08,503.72,479,519,25.15,-11.02,-0.44,false
2024-03-11,503.29,478,518,25.41,-7.17,-0.28,false
2024-03-12,508.7,483,524,25.96,-8.21,-0.32,false
2024-03-15,503.42,478,519,25.78,-1.74,-0.07,false
2024-03-18,506.41,481,522,25.79,-9.0,-0.35,false
2024-03-19,509.23,484,525,25.72,-6.18,-0.24,false
2024-03-22,514.66,489,530,25.99,-6.35,-0.24,false
2024-03-25,513.24,488,529,25.76,-1.83,-0.07,false
2024-03-26,512.29,487,528,25.78,-0.25,-0.01,false
2024-04-01,515.6,490,531,25.93,4.25,0.16,true
2024-04-02,512.32,487,528,25.75,8.15,0.32,true
2024-04-05,511.91,486,527,26.0,9.54,0.37,true
2024-04-08,512.2,487,528,25.69,4.88,0.19,true
2024-04-09,512.79,487,528,25.98,7.93,0.31,true
2024-04-15,498.11,473,513,25.25,15.95,0.63,true
2024-04-16,497.2,472,512,25.29,21.5,0.85,true
2024-04-19,488.94,464,504,25.14,30.03,1.19,true
2024-04-22,493.44,469,508,24.66,32.28,1.31,true
2024-04-23,499.3,474,514,25.38,25.92,1.02,true
2024-04-26,501.87,477,517,25.22,24.71,0.98,true
2024-04-29,503.65,478,519,25.89,29.74,1.15,true
2024-04-30,495.67,471,511,25.08,37.87,1.51,true
2024-05-03,504.86,480,520,25.26,32.96,1.3,true
2024-05-06,510.08,485,525,25.39,27.74,1.09,true
2024-05-07,510.64,485,526,25.97,26.43,1.02,true
2024-05-10,514.29,489,530,25.82,20.83,0.81,true
2024-05-13,514.36,489,530,25.82,24.43,0.95,true
2024-05-14,516.72,491,532,26.01,20.11,0.77,true
2024-05-17,522.8,497,538,26.14,15.09,0.58,true
2024-05-21,524.68,498,540,26.91,22.53,0.84,true
2024-05-24,522.79,497,538,26.14,24.94,0.95,true
2024-05-28,523.15,497,539,26.55,29.19,1.1,true
2024-05-31,520.74,495,536,26.06,33.21,1.27,true
2024-06-03,521.17,495,537,26.54,23.94,0.9,true
2024-06-04,521.75,496,537,26.06,19.79,0.76,true
2024-06-07,527.3,501,543,26.68,19.77,0.74,true
2024-06-10,528.93,502,545,27.25,2.23,0.08,true
2024-06-11,530.2,504,546,26.59,6.81,0.26,true
2024-06-14,535.96,509,552,27.29,1.51,0.06,true
2024-06-17,540.22,513,556,27.44,-4.15,-0.15,false
2024-06-18,541.6,515,558,27.12,-14.6,-0.54,false
2024-06-21,539.4,512,556,27.77,-23.3,-0.84,false
2024-06-24,537.65,511,554,27.09,-12.86,-0.47,false
2024-06-25,539.72,513,556,27.16,-12.78,-0.47,false
2024-06-28,539.11,512,555,27.4,-12.04,-0.44,false
2024-07-01,540.22,513,556,27.47,5.48,0.2,true
2024-07-02,543.86,517,560,27.29,2.92,0.11,true
2024-07-05,549.44,522,566,27.84,2.65,0.1,true
2024-07-08,550.07,523,567,27.65,-1.41,-0.05,false
2024-07-09,550.61,523,567,27.95,4.01,0.14,true
2024-07-12,554.74,527,571,28.02,-1.26,-0.04,false
2024-07-15,556.26,528,573,28.53,-4.95,-0.17,false
2024-07-16,559.56,532,576,27.91,-3.1,-0.11,false
2024-07-22,549.45,522,566,27.75,-6.34,-0.23,false
2024-07-23,548.58,521,565,27.83,-13.41,-0.48,false
2024-07-26,539.33,512,556,27.62,0.25,0.01,true
2024-07-29,539.65,513,556,27.02,11.99,0.44,true
2024-07-30,536.91,510,553,27.11,17.74,0.65,true
2024-08-02,527.9,502,544,26.42,27.35,1.04,true
2024-08-05,512.53,487,528,26.48,50.72,1.92,true
2024-08-06,517.25,491,533,26.58,45.17,1.7,true
2024-08-09,527.99,502,544,26.39,35.7,1.35,true
2024-08-12,528.27,502,544,26.49,38.21,1.44,true
2024-08-13,536.95,510,553,27.12,28.76,1.06,true
2024-08-16,549.11,522,566,27.59,18.57,0.67,true
2024-08-19,554.36,527,571,27.73,7.65,0.28,true
2024-08-20,553.46,526,570,27.75,13.71,0.49,true
2024-08-23,556.86,529,574,28.23,5.27,0.19,true
2024-08-26,555.53,528,572,27.78,14.81,0.53,true
2024-08-27,556.29,528,573,28.44,17.52,0.62,true
2024-08-30,558.39,530,575,28.52,20.13,0.71,true
2024-09-03,546.9,520,563,27.15,31.81,1.17,true
2024-09-06,535.29,509,551,26.57,42.4,1.6,true
2024-09-09,541.28,514,558,27.6,32.01,1.16,true
2024-09-10,543.64,516,560,27.74,29.68,1.07,true
2024-09-13,556.74,529,573,27.86,18.37,0.66,true
2024-09-16,557.56,530,574,27.78,5.7,0.21,true
2024-09-17,557.79,530,575,28.19,7.62,0.27,true
2024-09-20,564.65,536,582,28.92,-0.11,-0.0,false
2024-09-23,566.06,538,583,28.36,23.52,0.83,true
2024-09-24,567.68,539,585,28.96,24.47,0.84,true
2024-09-27,567.84,539,585,28.99,25.03,0.86,true
2024-09-30,570.12,542,587,28.39,17.32,0.61,true
2024-10-01,565.01,537,582,28.31,15.03,0.53,true
2024-10-04,569.35,541,586,28.46,13.32,0.47,true
2024-10-07,564.2,536,581,28.42,23.79,0.84,true
2024-10-08,569.53,541,587,28.88,20.17,0.7,true
2024-10-11,575.9,547,593,29.03,16.1,0.55,true
2024-10-15,576.1,547,593,29.11,20.88,0.72,true
2024-10-18,580.88,552,598,29.05,16.95,0.58,true
2024-10-21,579.93,551,597,29.06,20.9,0.72,true
2024-10-22,579.62,551,597,28.94,22.14,0.77,true
2024-10-25,575.37,547,593,28.83,23.21,0.81,true
2024-10-28,577.15,548,594,29.13,21.57,0.74,true
2024-10-29,578.08,549,595,29.11,20.46,0.7,true
2024-11-01,567.42,539,584,28.49,33.57,1.18,true
2024-11-04,566.2,538,583,28.42,14.56,0.51,true
2024-11-05,573.04,544,590,29.07,14.73,0.51,true
2024-11-08,594.4,565,612,29.69,-3.05,-0.1,false
2024-11-11,594.96,565,613,30.25,2.65,0.09,true
2024-11-12,593.11,563,611,30.32,-1.56,-0.05,false
2024-11-15,582.03,553,599,29.15,2.81,0.1,true
2024-11-18,584.42,555,602,29.65,-2.97,-0.1,false
2024-11-19,586.56,557,604,29.7,2.04,0.07,true
2024-11-22,591.73,562,609,29.83,0.27,0.01,true
2024-11-26,596.84,567,615,30.22,-17.49,-0.58,false
2024-11-29,598.73,569,617,30.2,-18.49,-0.61,false
2024-12-02,599.8,570,618,30.25,-11.15,-0.37,false
2024-12-03,600.08,570,618,30.4,-5.97,-0.2,false
2024-12-09,600.84,571,619,30.24,4.92,0.16,true
2024-12-10,598.98,569,617,30.3,5.07,0.17,true
2024-12-13,600.38,570,618,30.52,-4.35,-0.14,false
2024-12-16,602.94,573,621,30.27,-1.47,-0.05,false
2024-12-17,600.46,570,618,30.47,-1.69,-0.06,false
2024-12-20,589.38,560,607,29.61,5.07,0.17,true
2024-12-23,592.91,563,611,30.16,9.63,0.32,true
2024-12-24,599.5,570,617,29.78,-2.23,-0.07,false
2024-12-27,593.23,564,611,29.58,7.75,0.26,true
