date,action,symbol,price,shares,cost,reason
2011-06-01,BUY,TQQQ,0.40982741117477417,268412.7892951265,0.0,REBALANCE
2011-06-08,SELL,TQQQ,0.37704121828079223,268412.7892951265,0.0,STOP
2011-07-01,BUY,TECL,1.045760154724121,96774.27909335298,0.0,REBALANCE
2011-08-03,SELL,TECL,0.9426652574539185,96774.27909335298,0.0,STOP
2011-09-01,BUY,GLD,177.8699951171875,512.8788059860797,0.0,REBALANCE
2011-09-23,SELL,GLD,163.6403955078125,512.8788059860797,0.0,STOP
2011-10-03,BUY,GLD,160.9600067138672,521.4195275745233,0.0,REBALANCE
2011-11-01,SELL,GLD,167.3800048828125,521.4195275745233,0.0,REBALANCE
2011-11-01,BUY,IEF,76.21555907235299,1145.1100553965018,0.0,REBALANCE
2012-01-03,SELL,IEF,76.76429738229413,1145.1100553965018,0.0,REBALANCE
2012-01-03,BUY,GLD,155.9199981689453,563.7735368151139,0.0,REBALANCE
2012-02-01,SELL,GLD,169.55999755859375,563.7735368151139,0.0,REBALANCE
2012-02-01,BUY,TECL,1.0830113887786865,88266.32897533177,0.0,REBALANCE
2012-03-01,SELL,TECL,1.3078817129135132,88266.32897533177,0.0,REBALANCE
2012-03-01,BUY,TQQQ,0.5254784822463989,219689.1431963781,0.0,REBALANCE
2012-04-02,SELL,TQQQ,0.6103838682174683,219689.1431963781,0.0,REBALANCE
2012-04-02,BUY,TECL,1.5329792499542236,87473.27077883852,0.0,REBALANCE
2012-04-10,SELL,TECL,1.4103409099578859,87473.27077883852,0.0,STOP
2012-05-01,BUY,TECL,1.3710271120071411,89981.54101169742,0.0,REBALANCE
2012-05-04,SELL,TECL,1.26134494304657,89981.54101169742,0.0,STOP
2012-06-01,BUY,TECL,0.9660337567329407,117488.40134374151,0.0,REBALANCE
2012-07-11,SELL,TECL,1.0105803108215332,117488.40134374151,0.0,STOP
2012-08-01,BUY,TQQQ,0.5014170408248901,236791.84287904552,0.0,REBALANCE
2012-09-04,SELL,TQQQ,0.585382342338562,236791.84287904552,0.0,REBALANCE
2012-09-04,BUY,TECL,1.2931172847747803,107193.49688017086,0.0,REBALANCE
2012-10-01,SELL,TECL,1.3369560241699219,107193.49688017086,0.0,REBALANCE
2012-10-01,BUY,TQQQ,0.5978583693504333,239710.60497403785,0.0,REBALANCE
2012-10-12,SELL,TQQQ,0.5500296998023987,239710.60497403785,0.0,STOP
2012-11-01,BUY,GLD,166.07000732421875,793.9299468802602,0.0,REBALANCE
2012-12-03,SELL,GLD,166.1300048828125,793.9299468802602,0.0,REBALANCE
2012-12-03,BUY,TECL,1.1109498739242554,118723.25570003291,0.0,REBALANCE
2013-01-02,SELL,TECL,1.2061221599578857,118723.25570003291,0.0,REBALANCE
2013-01-02,BUY,TQQQ,0.5604301691055298,255508.63871354554,0.0,REBALANCE
2013-02-01,SELL,TQQQ,0.5699358582496643,255508.63871354554,0.0,REBALANCE
2013-02-01,BUY,TECL,1.1924935579299927,122116.83184954955,0.0,REBALANCE
2013-03-01,SELL,TECL,1.1770480871200562,122116.83184954955,0.0,REBALANCE
2013-03-01,BUY,SHY,68.20459029970075,2107.4444212929243,0.0,REBALANCE
2013-05-01,SELL,SHY,68.27319274571146,2107.4444212929243,0.0,REBALANCE
2013-05-01,BUY,TECL,1.2860761880874634,111876.6994588201,0.0,REBALANCE
2013-06-03,SELL,TECL,1.4450750350952148,111876.6994588201,0.0,REBALANCE
2013-06-03,BUY,TQQQ,0.7187573909759521,224930.17452978145,0.0,REBALANCE
2013-06-20,SELL,TQQQ,0.661256799697876,224930.17452978145,0.0,STOP
2013-07-01,BUY,TECL,1.3160585165023804,113016.71278290682,0.0,REBALANCE
2014-01-27,SELL,TECL,1.9078993701934814,113016.71278290682,0.0,STOP
2014-02-03,BUY,TECL,1.7755662202835083,121439.8610857872,0.0,REBALANCE
2014-04-01,SELL,TECL,2.246203660964966,121439.8610857872,0.0,REBALANCE
2014-04-01,BUY,TQQQ,1.2828510999679565,212634.70138099865,0.0,REBALANCE
2014-04-04,SELL,TQQQ,1.1802230119705202,212634.70138099865,0.0,STOP
2014-05-01,BUY,TQQQ,1.2028470039367676,208635.31845029801,0.0,REBALANCE
2014-06-02,SELL,TQQQ,1.3497860431671143,208635.31845029801,0.0,REBALANCE
2014-06-02,BUY,TECL,2.4040677547454834,117140.22635179544,0.0,REBALANCE
2014-10-08,SELL,TECL,2.636787719726563,117140.22635179544,0.0,STOP
2014-11-03,BUY,TECL,3.0023584365844727,102877.09374293884,0.0,REBALANCE
2014-12-01,SELL,TECL,3.3017311096191406,102877.09374293884,0.0,REBALANCE
2014-12-01,BUY,TQQQ,2.010162353515625,168977.64515597647,0.0,REBALANCE
2014-12-15,SELL,TQQQ,1.849349365234375,168977.64515597647,0.0,STOP
2015-01-02,BUY,TECL,3.1529529094696045,99113.0250849746,0.0,REBALANCE
2015-01-06,SELL,TECL,2.9007166767120363,99113.0250849746,0.0,STOP
2015-02-02,BUY,TECL,2.8969647884368896,99241.38736200843,0.0,REBALANCE
2015-03-10,SELL,TECL,3.244891061782837,99241.38736200843,0.0,STOP
2015-04-01,BUY,TECL,3.1286487579345703,102928.6173442177,0.0,REBALANCE
2015-05-01,SELL,TECL,3.5181965827941895,102928.6173442177,0.0,REBALANCE
2015-05-01,BUY,TQQQ,2.2323975563049316,162212.6438856815,0.0,REBALANCE
2015-05-06,SELL,TQQQ,2.053805751800537,162212.6438856815,0.0,STOP
2015-06-01,BUY,TQQQ,2.301936388015747,144727.39679586046,0.0,REBALANCE
2015-06-09,SELL,TQQQ,2.1177814769744874,144727.39679586046,0.0,STOP
2015-07-01,BUY,TECL,3.195429563522339,95918.55932106743,0.0,REBALANCE
2015-08-12,SELL,TECL,3.1052987480163576,95918.55932106743,0.0,STOP
2015-09-01,BUY,IEF,83.60081862316389,3562.8333200162506,0.0,REBALANCE
2015-11-02,SELL,IEF,83.76152649285092,3562.8333200162506,0.0,REBALANCE
2015-11-02,BUY,TQQQ,2.451317071914673,121742.04673206841,0.0,REBALANCE
2015-11-13,SELL,TQQQ,2.255211706161499,121742.04673206841,0.0,STOP
2015-12-01,BUY,TECL,3.651529550552368,75188.79010049065,0.0,REBALANCE
2015-12-11,SELL,TECL,3.3594071865081787,75188.79010049065,0.0,STOP
2016-01-04,BUY,TECL,3.1708972454071045,79658.76603989855,0.0,REBALANCE
2016-01-07,SELL,TECL,2.882882498830136,79658.76603989855,0.0,STOP
2016-02-01,BUY,SHY,69.29945917445161,3313.833401162977,0.0,REBALANCE
2016-03-01,SELL,SHY,69.32146736240344,3313.833401162977,0.0,REBALANCE
2016-03-01,BUY,GLD,117.7699966430664,1950.579948298625,0.0,REBALANCE
2016-04-01,SELL,GLD,116.93000030517578,1950.579948298625,0.0,REBALANCE
2016-04-01,BUY,TQQQ,2.096290111541748,108802.36122569989,0.0,REBALANCE
2016-04-27,SELL,TQQQ,1.9205582680538709,108802.36122569989,0.0,STOP
2016-05-02,BUY,GLD,123.23999786376953,1695.5637622356116,0.0,REBALANCE
2016-07-01,SELL,GLD,128.41000366210938,1695.5637622356116,0.0,REBALANCE
2016-07-01,BUY,SHY,69.89525775912678,3115.051806065977,0.0,REBALANCE
2016-08-01,SELL,SHY,69.81407370916457,3115.051806065977,0.0,REBALANCE
2016-08-01,BUY,TECL,4.069469928741455,53440.48738647728,0.0,REBALANCE
2016-09-01,SELL,TECL,4.2166571617126465,53440.48738647728,0.0,REBALANCE
2016-09-01,BUY,TQQQ,2.418627977371216,93168.61293753987,0.0,REBALANCE
2016-11-04,SELL,TQQQ,2.2306136476063356,93168.61293753987,0.0,STOP
2016-12-01,BUY,TQQQ,2.321946620941162,89503.85752743576,0.0,REBALANCE
2017-02-01,SELL,TQQQ,2.9733598232269287,89503.85752743576,0.0,REBALANCE
2017-02-01,BUY,TECL,5.12431526184082,51934.19225738721,0.0,REBALANCE
2017-04-03,SELL,TECL,6.064682960510254,51934.19225738721,0.0,REBALANCE
2017-04-03,BUY,TQQQ,3.4876747131347656,90307.85172283048,0.0,REBALANCE
2017-05-01,SELL,TQQQ,3.872419834136963,90307.85172283048,0.0,REBALANCE
2017-05-01,BUY,TECL,6.569845199584961,53229.551924888736,0.0,REBALANCE
2017-06-09,SELL,TECL,6.599281826019287,53229.551924888736,0.0,STOP
2017-07-03,BUY,TECL,6.388132095336914,54988.971640315096,0.0,REBALANCE
2017-08-01,SELL,TECL,7.502034664154053,54988.971640315096,0.0,REBALANCE
2017-08-01,BUY,TQQQ,4.38435697555542,94091.145792153,0.0,REBALANCE
2017-12-01,SELL,TQQQ,5.359891891479492,94091.145792153,0.0,REBALANCE
2017-12-01,BUY,TECL,9.967883110046387,50594.33019264495,0.0,REBALANCE
2018-02-02,SELL,TECL,11.448967170715333,50594.33019264495,0.0,STOP
2018-03-01,BUY,TECL,11.346857070922852,51049.62737957643,0.0,REBALANCE
2018-03-23,SELL,TECL,10.439108505249024,51049.62737957643,0.0,STOP
2018-04-02,BUY,TQQQ,5.19624662399292,102557.21830201104,0.0,REBALANCE
2018-07-02,SELL,TQQQ,6.940876483917236,102557.21830201104,0.0,REBALANCE
2018-07-02,BUY,TECL,12.507287979125977,56913.7758686307,0.0,REBALANCE
2018-09-06,SELL,TECL,14.165645637512208,56913.7758686307,0.0,STOP
2018-10-01,BUY,TQQQ,8.505216598510742,94791.28150469263,0.0,REBALANCE
2018-10-04,SELL,TQQQ,7.8247992706298835,94791.28150469263,0.0,STOP
2018-11-01,BUY,SHY,69.89489608610798,10611.973003954612,0.0,REBALANCE
2018-12-03,SELL,SHY,70.06497474698614,10611.973003954612,0.0,REBALANCE
2018-12-03,BUY,GLD,116.41000366210938,6387.1454097358765,0.0,REBALANCE
2019-05-01,SELL,GLD,120.4000015258789,6387.1454097358765,0.0,REBALANCE
2019-05-01,BUY,TQQQ,7.779090881347656,98856.32251991195,0.0,REBALANCE
2019-05-09,SELL,TQQQ,7.1396648658453445,98856.32251991195,0.0,STOP
2019-06-03,BUY,TECL,10.730324745178223,65776.29563161636,0.0,REBALANCE
2019-07-01,SELL,TECL,15.161124229431152,65776.29563161636,0.0,REBALANCE
2019-07-01,BUY,TQQQ,7.648110389709473,130390.71595573652,0.0,REBALANCE
2019-08-05,SELL,TQQQ,6.8991356059267845,130390.71595573652,0.0,STOP
2019-09-03,BUY,TECL,14.191542625427246,63388.685421746035,0.0,REBALANCE
