date,action,symbol,price,shares,cost,reason
2016-06-01,BUY,GLD,115.94000244140625,862.5150758517362,0.0,REBALANCE
2016-07-01,SELL,GLD,128.41000366210938,862.5150758517362,0.0,REBALANCE
2016-07-01,BUY,SHY,69.89525775912678,1584.5933987457647,0.0,REBALANCE
2016-08-01,SELL,SHY,69.81407370916457,1584.5933987457647,0.0,REBALANCE
2016-08-01,BUY,TECL,4.069469928741455,27184.60199392737,0.0,REBALANCE
2016-11-14,SELL,TECL,3.868586111068726,27184.60199392737,0.0,STOP
2016-12-01,BUY,TECL,4.014047622680664,26199.483313156754,0.0,REBALANCE
2017-03-01,SELL,TECL,5.970191478729248,26199.483313156754,0.0,REBALANCE
2017-03-01,BUY,TQQQ,3.4155592918395996,45795.115428686615,0.0,REBALANCE
2017-06-29,SELL,TQQQ,3.7882996559143067,45795.115428686615,0.0,STOP
2017-07-03,BUY,TQQQ,3.764247179031372,46087.73328899494,0.0,REBALANCE
2017-09-01,SELL,TQQQ,4.572173595428467,46087.73328899494,0.0,REBALANCE
2017-09-01,BUY,TECL,7.977212905883789,26415.380873396232,0.0,REBALANCE
2018-02-01,SELL,TECL,12.460898399353027,26415.380873396232,0.0,REBALANCE
2018-02-01,BUY,TQQQ,6.843799591064453,48095.99884738994,0.0,REBALANCE
2018-02-05,SELL,TQQQ,6.159419631958008,48095.99884738994,0.0,STOP
2018-03-01,BUY,TQQQ,6.269650459289551,47250.39161956923,0.0,REBALANCE
2018-03-23,SELL,TQQQ,5.642685413360596,47250.39161956923,0.0,STOP
2018-04-02,BUY,TQQQ,5.19624662399292,51309.93866539047,0.0,REBALANCE
2018-05-01,SELL,TQQQ,5.8631134033203125,51309.93866539047,0.0,REBALANCE
2018-05-01,BUY,TECL,10.645691871643066,28258.941996426835,0.0,REBALANCE
2018-07-02,SELL,TECL,12.507287979125977,28258.941996426835,0.0,REBALANCE
2018-07-02,BUY,TQQQ,6.940876483917236,50921.91546034463,0.0,REBALANCE
2018-10-01,SELL,TQQQ,8.505216598510742,50921.91546034463,0.0,REBALANCE
2018-10-01,BUY,TECL,15.469356536865234,27997.4102070214,0.0,REBALANCE
2018-10-05,SELL,TECL,13.922420883178711,27997.4102070214,0.0,STOP
2018-11-01,BUY,SHY,69.89489608610798,5576.82678376038,0.0,REBALANCE
2018-12-03,SELL,SHY,70.06497474698614,5576.82678376038,0.0,REBALANCE
2018-12-03,BUY,GLD,116.41000366210938,3356.586336915219,0.0,REBALANCE
2019-05-01,SELL,GLD,120.4000015258789,3356.586336915219,0.0,REBALANCE
2019-05-01,BUY,TECL,15.053191184997559,26846.99842842009,0.0,REBALANCE
2019-05-07,SELL,TECL,13.547872066497803,26846.99842842009,0.0,STOP
2019-06-03,BUY,TECL,10.730324745178223,33896.42985792615,0.0,REBALANCE
2019-08-05,SELL,TECL,13.623514464868927,33896.42985792615,0.0,STOP
2019-09-03,BUY,TECL,14.191542625427246,32539.69738634876,0.0,REBALANCE
2019-10-02,SELL,TECL,13.736454963684082,32539.69738634876,0.0,STOP
2019-11-01,BUY,TECL,17.47723388671875,25574.9903318028,0.0,REBALANCE
2020-02-25,SELL,TECL,22.118510055541993,25574.9903318028,0.0,STOP
2020-03-02,BUY,TECL,22.269023895263672,25402.13183500523,0.0,REBALANCE
2020-03-03,SELL,TECL,20.042121505737306,25402.13183500523,0.0,STOP
2020-04-01,BUY,IEF,104.02655375954976,4894.06400906745,0.0,REBALANCE
2020-05-01,SELL,IEF,104.03355474034372,4894.06400906745,0.0,REBALANCE
2020-05-01,BUY,TQQQ,7.565112113952637,67301.96040994882,0.0,REBALANCE
2020-09-03,SELL,TQQQ,17.298627662658692,67301.96040994882,0.0,STOP
2020-10-01,BUY,TECL,28.955211639404297,40208.013969904205,0.0,REBALANCE
2020-10-28,SELL,TECL,25.958106088541687,40208.013969904205,0.0,STOP
2020-11-02,BUY,TQQQ,13.995038986206055,74578.13395654463,0.0,REBALANCE
2021-02-01,SELL,TQQQ,23.137264251708984,74578.13395654463,0.0,REBALANCE
2021-02-01,BUY,TECL,38.75969314575195,44518.77331080062,0.0,REBALANCE
2021-03-01,SELL,TECL,40.51541519165039,44518.77331080062,0.0,REBALANCE
2021-03-01,BUY,TQQQ,23.108675003051758,78052.79118217956,0.0,REBALANCE
2021-03-03,SELL,TQQQ,20.797807502746583,78052.79118217956,0.0,STOP
2021-04-01,BUY,TECL,40.39178466796875,40189.53208934012,0.0,REBALANCE
2021-05-11,SELL,TECL,37.734672290002536,40189.53208934012,0.0,STOP
2021-06-01,BUY,TECL,41.637306213378906,36422.596964077755,0.0,REBALANCE
2021-07-01,SELL,TECL,51.46308898925781,36422.596964077755,0.0,REBALANCE
2021-07-01,BUY,TQQQ,29.19792366027832,64197.00834180268,0.0,REBALANCE
2021-08-02,SELL,TQQQ,31.613609313964844,64197.00834180268,0.0,REBALANCE
2021-08-02,BUY,TECL,56.48207473754883,35931.738525424546,0.0,REBALANCE
2021-09-20,SELL,TECL,56.41750218229444,35931.738525424546,0.0,STOP
2021-10-01,BUY,TECL,54.54458999633789,37165.53624856062,0.0,REBALANCE
2021-11-01,SELL,TECL,65.5328598022461,37165.53624856062,0.0,REBALANCE
2021-11-01,BUY,TQQQ,37.3288459777832,65246.16051355509,0.0,REBALANCE
