date,strategy_sector_rotation,strategy_regime_risk_on_off,QQQ,SPY,risk_on
2020-03-02,2.4100735297843747,2.797791100621379,1.9612143180788368,1.4699671850477922,1
2020-03-03,2.4100735297843747,2.797791100621379,1.8983235160851806,1.4278784420031356,1
2020-03-04,2.4100735297843747,2.797791100621379,1.9775260534662407,1.4878965140057987,1
2020-03-05,2.4100735297843747,2.797791100621379,1.9174444947893037,1.4384362961906085,1
2020-03-06,2.4100735297843747,2.797791100621379,1.885092886270953,1.414657345317921,1
2020-03-09,2.4100735297843747,2.797791100621379,1.7541458994109622,1.3041803395634153,0
2020-03-10,2.4100735297843747,2.797791100621379,1.8496601721794261,1.3716650021401022,1
2020-03-11,2.4100735297843747,2.797791100621379,1.769098323516082,1.3047985922861052,0
2020-03-12,2.4100735297843747,2.797791100621379,1.6068871771635678,1.179959100204496,0
2020-03-13,2.4100735297843747,2.797791100621379,1.7429995468962363,1.2808294098064361,0
2020-03-16,2.4100735297843747,2.797791100621379,1.5342093339374692,1.1406762733628162,0
2020-03-17,2.4100735297843747,2.797791100621379,1.6505663797009484,1.2022637561230771,0
2020-03-18,2.4100735297843747,2.797791100621379,1.6003624830086063,1.141389641888997,0
2020-03-19,2.4100735297843747,2.797791100621379,1.6099682827367443,1.143815094878011,0
2020-03-20,2.4100735297843747,2.797791100621379,1.546896239238783,1.0881247919341772,0
2020-03-23,2.4100735297843747,2.797791100621379,1.5447213411871294,1.0603034194131327,0
2020-03-24,2.4100735297843747,2.797791100621379,1.66434073402809,1.15637038093879,0
2020-03-25,2.4100735297843747,2.797791100621379,1.6520163117353852,1.1736814571741065,0
2020-03-26,2.4100735297843747,2.797791100621379,1.739012233801538,1.2422123935891918,0
2020-03-27,2.4100735297843747,2.797791100621379,1.679202537381058,1.2052123460312902,0
2020-03-30,2.4100735297843747,2.797791100621379,1.7402809243316695,1.2443524991677337,0
2020-03-31,2.4100735297843747,2.797791100621379,1.7254191209787018,1.2258049174870376,0
2020-04-01,2.4100735297843743,2.797791100621379,1.6521069324875373,1.1706377514624025,0
2020-04-02,2.4104691751147174,2.7982503949003936,1.6856366107838667,1.1976506396537756,0
2020-04-03,2.412249579101261,2.800317219155962,1.661712732215675,1.180339563418459,0
2020-04-06,2.401369332516828,2.7876866264830427,1.7805165382872652,1.259618585627999,0
2020-04-07,2.390686908597567,2.775285680949631,1.7797915722700473,1.260902648975124,0
2020-04-08,2.3877195686199943,2.771840973857017,1.8175804259175325,1.3032291815285078,1
2020-04-09,2.392862957914453,2.777811799484215,1.820208427729948,1.323060826556329,1
2020-04-13,2.387719568619994,2.771840973857017,1.8398731309469847,1.3109811195130037,1
2020-04-14,2.390884731262738,2.775515328089139,1.9198912550974152,1.3496456936319936,1
2020-04-15,2.4122495791012604,2.8003172191559624,1.89787041232442,1.3209682788795325,1
2020-04-16,2.4148212737484895,2.803302631969561,1.9324875396465768,1.327341037713413,1
2020-04-17,2.4084909484630015,2.7959539235053175,1.9509741730856343,1.3631996956294254,1
2020-04-20,2.41482127374849,2.803302631969561,1.9278658812868126,1.3391829552480112,1
2020-04-21,2.421547244364321,2.8111106347128203,1.8567285908473017,1.2985209492557157,1
2020-04-22,2.4140299830878047,2.802384043411531,1.9118260081558653,1.327341037713413,1
2020-04-23,2.415612564409177,2.804221220527592,1.9077480743090143,1.327245921909922,1
2020-04-24,2.4162060324046917,2.8049101619461148,1.9378341640235592,1.3457459456888732,1
2020-04-27,2.403347559168544,2.7899830978781193,1.9534209333937447,1.365149569600986,1
2020-04-28,2.4138321604226336,2.8021543962720235,1.9166289080199344,1.3588719265705966,1
2020-04-29,2.412645224431605,2.8007765134349776,1.9845944721341162,1.3944452370761369,1
2020-04-30,2.406908367141631,2.7941167463892564,1.983778885364746,1.3814619298996496,1
2020-05-01,2.4076996578023167,2.7950353349472867,1.9278658812868124,1.3448899034574564,1
2020-05-03,2.4076996578023167,2.7950353349472867,1.9278658812868124,1.3448899034574564,1
2020-05-04,2.4456725413376965,2.8936008127539927,1.9503398278205684,1.3485994197935955,1
2020-05-05,2.494755029397484,2.9851258992887906,1.9724512913457157,1.3610595900508842,1
2020-05-06,2.4932087787917054,3.0449692251000045,1.9845944721341164,1.3518333571122814,1
2020-05-07,2.5566077127010427,3.1646558767224326,2.010149524241049,1.3681457174109448,1
2020-05-08,2.6318807344523485,3.291382919616768,2.037698232895331,1.3907832786417436,1
2020-05-11,2.655574399151904,3.372347419243704,2.0559130040779316,1.3910686260522158,1
2020-05-12,2.5482755093077367,3.171696267994341,2.0128681468056167,1.3633423693346625,1
2020-05-13,2.472051869170247,3.0520096163719126,1.987675577707293,1.3392305131497573,1
2020-05-14,2.5293176525684427,3.154095289814572,2.0102401449932015,1.3552575260379487,1
2020-05-15,2.5569254718539067,3.206898224353877,2.023289533303125,1.3614876111665926,1
2020-05-18,2.6826410972021564,3.3934685930594264,2.060987766198458,1.40295810148856,1
2020-05-19,2.6473911038134963,3.368827223607751,2.05582238332578,1.3885480572597113,1
2020-05-20,2.7463950172780818,3.565958179221161,2.096873584050746,1.412136776525417,1
2020-05-21,2.69475849016954,3.4568321145065948,2.074037154508381,1.402387406667615,1
2020-05-22,2.70900048199164,3.4849936795942247,2.0811961939284083,1.4050506491653563,1
2020-05-25,2.70900048199164,3.4849936795942247,2.0811961939284083,1.4050506491653563,1
2020-05-26,2.736662812261487,3.4709128970504097,2.075577707294969,1.4223617254006728,1
2020-05-27,2.7881677152857876,3.520195635953762,2.0869053013139993,1.4435249916773647,1
