date,action,symbol,price,shares,cost,reason
2016-06-01,BUY,GLD,115.94000244140625,862.5150758517362,0.0,REBALANCE
2016-07-01,SELL,GLD,128.41000366210938,862.5150758517362,0.0,REBALANCE
2016-07-01,BUY,SHY,69.89525775912678,1584.5933987457647,0.0,REBALANCE
2016-08-01,SELL,SHY,69.81407370916457,1584.5933987457647,0.0,REBALANCE
2016-08-01,BUY,TECL,4.069469928741455,27184.60199392737,0.0,REBALANCE
2016-09-01,SELL,TECL,4.2166571617126465,27184.60199392737,0.0,REBALANCE
2016-09-01,BUY,TQQQ,2.418627977371216,47393.87279005595,0.0,REBALANCE
2016-10-03,SELL,TQQQ,2.5418577194213867,47393.87279005595,0.0,REBALANCE
2016-10-03,BUY,TECL,4.368388652801514,27577.326785569017,0.0,REBALANCE
2016-11-14,SELL,TECL,3.868586111068726,27577.326785569017,0.0,STOP
2016-12-01,BUY,TECL,4.014047622680664,26577.9764993942,0.0,REBALANCE
2017-06-29,SELL,TECL,6.455819177627563,26577.9764993942,0.0,STOP
2017-07-03,BUY,TECL,6.388132095336914,26859.590225532804,0.0,REBALANCE
2017-10-02,SELL,TECL,8.167105674743652,26859.590225532804,0.0,REBALANCE
2017-10-02,BUY,TQQQ,4.539682388305664,48321.687067211606,0.0,REBALANCE
2017-11-01,SELL,TQQQ,5.142357349395752,48321.687067211606,0.0,REBALANCE
2017-11-01,BUY,TECL,9.778901100158691,25410.563015229272,0.0,REBALANCE
2017-12-01,SELL,TECL,9.967883110046387,25410.563015229272,0.0,REBALANCE
2017-12-01,BUY,TQQQ,5.359891891479492,47256.46095566261,0.0,REBALANCE
2018-01-02,SELL,TQQQ,5.778714179992676,47256.46095566261,0.0,REBALANCE
2018-01-02,BUY,TECL,10.580212593078613,25810.5948834528,0.0,REBALANCE
2018-02-01,SELL,TECL,12.460898399353027,25810.5948834528,0.0,REBALANCE
2018-02-01,BUY,TQQQ,6.843799591064453,46994.830311730766,0.0,REBALANCE
2018-02-05,SELL,TQQQ,6.159419631958008,46994.830311730766,0.0,STOP
2018-03-01,BUY,TQQQ,6.269650459289551,46168.58344849582,0.0,REBALANCE
2018-03-23,SELL,TQQQ,5.642685413360596,46168.58344849582,0.0,STOP
2018-04-02,BUY,TECL,9.682615280151367,26905.416030975073,0.0,REBALANCE
2018-05-01,SELL,TECL,10.645691871643066,26905.416030975073,0.0,REBALANCE
2018-05-01,BUY,TQQQ,5.8631134033203125,48852.33305941539,0.0,REBALANCE
2018-08-01,SELL,TQQQ,7.402094841003418,48852.33305941539,0.0,REBALANCE
2018-08-01,BUY,TECL,13.134157180786133,27531.999010874908,0.0,REBALANCE
2018-09-04,SELL,TECL,15.219768524169922,27531.999010874908,0.0,REBALANCE
2018-09-04,BUY,TQQQ,8.492142677307129,49343.33629049042,0.0,REBALANCE
2018-10-01,SELL,TQQQ,8.505216598510742,49343.33629049042,0.0,REBALANCE
2018-10-01,BUY,TECL,15.469356536865234,27129.49060574314,0.0,REBALANCE
2018-10-05,SELL,TECL,13.922420883178711,27129.49060574314,0.0,STOP
2018-11-01,BUY,SHY,69.89489608610798,5403.945176398519,0.0,REBALANCE
2018-12-03,SELL,SHY,70.06497474698614,5403.945176398519,0.0,REBALANCE
2018-12-03,BUY,GLD,116.41000366210938,3252.5321742748147,0.0,REBALANCE
2019-05-01,SELL,GLD,120.4000015258789,3252.5321742748147,0.0,REBALANCE
2019-05-01,BUY,TECL,15.053191184997559,26014.7415875474,0.0,REBALANCE
2019-05-07,SELL,TECL,13.547872066497803,26014.7415875474,0.0,STOP
2019-06-03,BUY,TECL,10.730324745178223,32845.640671729576,0.0,REBALANCE
2019-07-01,SELL,TECL,15.161124229431152,32845.640671729576,0.0,REBALANCE
2019-07-01,BUY,TQQQ,7.648110389709473,65111.0945377274,0.0,REBALANCE
2019-08-05,SELL,TQQQ,6.8991356059267845,65111.0945377274,0.0,STOP
2019-09-03,BUY,TQQQ,6.993203639984131,64235.26237641771,0.0,REBALANCE
2019-10-01,SELL,TQQQ,7.161098480224609,64235.26237641771,0.0,REBALANCE
2019-10-01,BUY,TECL,14.856426239013672,30962.698052686814,0.0,REBALANCE
2019-11-01,SELL,TECL,17.47723388671875,30962.698052686814,0.0,REBALANCE
2019-11-01,BUY,TQQQ,8.474483489990234,63855.492345915496,0.0,REBALANCE
2019-12-02,SELL,TQQQ,8.959111213684082,63855.492345915496,0.0,REBALANCE
2019-12-02,BUY,TECL,18.826072692871094,30388.09351608652,0.0,REBALANCE
2020-01-02,SELL,TECL,23.366722106933594,30388.09351608652,0.0,REBALANCE
2020-01-02,BUY,TQQQ,10.820575714111328,65622.21413264431,0.0,REBALANCE
2020-02-27,SELL,TQQQ,9.803318425649607,65622.21413264431,0.0,STOP
2020-03-02,BUY,TQQQ,10.42391586303711,61715.335138079274,0.0,REBALANCE
2020-03-03,SELL,TQQQ,9.3815242767334,61715.335138079274,0.0,STOP
2020-04-01,BUY,IEF,104.02655375954976,5565.731959004526,0.0,REBALANCE
2020-05-01,SELL,IEF,104.03355474034372,5565.731959004526,0.0,REBALANCE
2020-05-01,BUY,TQQQ,7.565112113952637,76538.57229151475,0.0,REBALANCE
2020-06-01,SELL,TQQQ,9.980802536010742,76538.57229151475,0.0,REBALANCE
